tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BJARNADOTTIR Kolfinna,RADITLOKO Oabona,3,1,"9,11,11,11|11,7,4,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,BJARNADOTTIR Kolfinna (ISL),RADITLOKO Oabona (BOT),BJARNADOTTIR Kolfinna
World Team Table Tennis Championships Tokyo 2014,2014-04-28,OWEN Naomi,VIVARELLI Debora,3,1,"11,11,5,11|8,5,11,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,VIVARELLI Debora (ITA),OWEN Naomi (WAL),OWEN Naomi
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RIDOLFI Lisa,PHILLIPS Megan,3,1,"6,11,11,11|11,5,6,4",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,RIDOLFI Lisa (ITA),PHILLIPS Megan (WAL),RIDOLFI Lisa
World Team Table Tennis Championships Tokyo 2014,2014-04-28,OWEN Naomi,COLANTONI Chiara,3,0,"11,11,11|5,5,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,COLANTONI Chiara (ITA),OWEN Naomi (WAL),OWEN Naomi
World Team Table Tennis Championships Tokyo 2014,2014-04-28,VIVARELLI Debora,CAREY Charlotte,3,1,"11,10,11,11|9,12,6,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,VIVARELLI Debora (ITA),CAREY Charlotte (WAL),VIVARELLI Debora
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TROSMAN Nicole,CHRISTOFORAKI Maria,3,1,"8,11,12,12|11,4,10,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,CHRISTOFORAKI Maria (GRE),TROSMAN Nicole (ISR),TROSMAN Nicole
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KRAVCHENKO Marina,TOLIOU Aikaterini,3,2,"10,11,11,8,12|12,5,5,11,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,TOLIOU Aikaterini (GRE),KRAVCHENKO Marina (ISR),KRAVCHENKO Marina
World Team Table Tennis Championships Tokyo 2014,2014-04-28,PAPADAKI Angeliki,SHOIFER Neli,3,1,"11,11,9,11|6,9,11,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,PAPADAKI Angeliki (GRE),SHOIFER Neli (ISR),PAPADAKI Angeliki
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KRAVCHENKO Marina,CHRISTOFORAKI Maria,3,0,"11,11,11|5,8,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,CHRISTOFORAKI Maria (GRE),KRAVCHENKO Marina (ISR),KRAVCHENKO Marina
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TOLIOU Aikaterini,TROSMAN Nicole,3,0,"11,11,11|9,5,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,TOLIOU Aikaterini (GRE),TROSMAN Nicole (ISR),TOLIOU Aikaterini
World Team Table Tennis Championships Tokyo 2014,2014-04-28,EDEM Offiong,GUNGOR Gokce Nur,3,1,"11,11,8,11|8,9,11,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,GUNGOR Gokce Nur (TUR),EDEM Offiong (NGR),EDEM Offiong
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SAHIN Sanem,OSHONAIKE Olufunke,3,1,"11,11,9,13|7,9,11,11",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,SAHIN Sanem (TUR),OSHONAIKE Olufunke (NGR),SAHIN Sanem
World Team Table Tennis Championships Tokyo 2014,2014-04-28,EDEM Offiong,KARAHAN Ipek,3,0,"11,12,11|6,10,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KARAHAN Ipek (TUR),EDEM Offiong (NGR),EDEM Offiong
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AKPAN Cecilia,GUNGOR Gokce Nur,3,0,"11,11,13|9,3,11",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,GUNGOR Gokce Nur (TUR),AKPAN Cecilia (NGR),AKPAN Cecilia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,DIAZ Adriana,RUANO Lady,3,1,"13,11,7,11|11,2,11,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,DIAZ Adriana (PUR),RUANO Lady (COL),DIAZ Adriana
World Team Table Tennis Championships Tokyo 2014,2014-04-28,DIAZ Melanie,TELLEZ Cory,3,2,"7,9,11,11,11|11,11,8,9,3",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,DIAZ Melanie (PUR),TELLEZ Cory (COL),DIAZ Melanie
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CORDERO Carelyn,RUANO Lady,3,2,"7,11,7,13,17|11,6,11,11,15",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,CORDERO Carelyn (PUR),RUANO Lady (COL),CORDERO Carelyn
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MEDINA Paula,DIAZ Adriana,3,0,"11,12,11|6,10,2",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,DIAZ Adriana (PUR),MEDINA Paula (COL),MEDINA Paula
World Team Table Tennis Championships Tokyo 2014,2014-04-28,VIVARELLI Debora,GUFRANOVA Rimma,3,0,"11,11,12|4,9,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,VIVARELLI Debora (ITA),GUFRANOVA Rimma (UZB),VIVARELLI Debora
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RIDOLFI Lisa,IBRAGIMOVA Aynur,3,0,"11,11,11|8,5,3",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,RIDOLFI Lisa (ITA),IBRAGIMOVA Aynur (UZB),RIDOLFI Lisa
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GUFRANOVA Rimma,COLANTONI Chiara,3,2,"11,12,9,9,11|8,10,11,11,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,COLANTONI Chiara (ITA),GUFRANOVA Rimma (UZB),GUFRANOVA Rimma
World Team Table Tennis Championships Tokyo 2014,2014-04-28,VIVARELLI Debora,KIM Olga,3,0,"11,11,14|3,5,12",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,VIVARELLI Debora (ITA),KIM Olga (UZB),VIVARELLI Debora
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GELMAN Shelli,BUSATLIC Belma,3,1,"9,11,11,12|11,5,6,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,BUSATLIC Belma (BIH),GELMAN Shelli (ISR),GELMAN Shelli
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TROSMAN Nicole,ANTONIC Miljana,3,1,"12,11,11,11|10,6,13,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,ANTONIC Miljana (BIH),TROSMAN Nicole (ISR),TROSMAN Nicole
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KRAVCHENKO Marina,HADZIAHMETOVIC Emina,3,2,"12,11,11,8,13|14,2,9,11,11",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,HADZIAHMETOVIC Emina (BIH),KRAVCHENKO Marina (ISR),KRAVCHENKO Marina
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AKPAN Cecilia,GUZMAN Andrea,3,0,"11,11,13|4,6,11",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,AKPAN Cecilia (NGR),GUZMAN Andrea (PER),AKPAN Cecilia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,OSHONAIKE Olufunke,MORI Angela,3,2,"11,10,11,11,11|13,12,9,7,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,OSHONAIKE Olufunke (NGR),MORI Angela (PER),OSHONAIKE Olufunke
World Team Table Tennis Championships Tokyo 2014,2014-04-28,EDEM Offiong,ORTIZ Maria,3,0,"11,11,11|7,6,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,EDEM Offiong (NGR),ORTIZ Maria (PER),EDEM Offiong
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KUMAHARA Luca,EKHOLM Matilda,3,2,"3,11,12,6,11|11,8,10,11,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KUMAHARA Luca (BRA),EKHOLM Matilda (SWE),KUMAHARA Luca
World Team Table Tennis Championships Tokyo 2014,2014-04-28,YAMADA Jessica,JONSSON Jennifer,3,1,"11,9,11,11|8,11,5,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,YAMADA Jessica (BRA),JONSSON Jennifer (SWE),YAMADA Jessica
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GUI Lin,BERGSTROM Linda,3,0,"11,11,11|8,8,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,GUI Lin (BRA),BERGSTROM Linda (SWE),GUI Lin
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MOSKOVITS Daniela,STUCKYTE Egle,3,2,"8,11,5,11,11|11,8,11,8,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,STUCKYTE Egle (LTU),MOSKOVITS Daniela (SWE),MOSKOVITS Daniela
World Team Table Tennis Championships Tokyo 2014,2014-04-28,PASKAUSKIENE Ruta,EKHOLM Matilda,3,1,"13,6,11,11|11,11,5,2",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,PASKAUSKIENE Ruta (LTU),EKHOLM Matilda (SWE),PASKAUSKIENE Ruta
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BERGSTROM Linda,VENSLAVICIUTE Ieva,3,2,"11,15,5,9,11|5,13,11,11,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,VENSLAVICIUTE Ieva (LTU),BERGSTROM Linda (SWE),BERGSTROM Linda
World Team Table Tennis Championships Tokyo 2014,2014-04-28,EKHOLM Matilda,STUCKYTE Egle,3,1,"11,12,11,11|7,14,4,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,STUCKYTE Egle (LTU),EKHOLM Matilda (SWE),EKHOLM Matilda
World Team Table Tennis Championships Tokyo 2014,2014-04-28,PASKAUSKIENE Ruta,MOSKOVITS Daniela,3,0,"11,11,11|8,7,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,PASKAUSKIENE Ruta (LTU),MOSKOVITS Daniela (SWE),PASKAUSKIENE Ruta
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KUMAHARA Luca,KHETKHUAN Tamolwan,3,2,"8,11,6,11,11|11,6,11,5,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KHETKHUAN Tamolwan (THA),KUMAHARA Luca (BRA),KUMAHARA Luca
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KOMWONG Nanthana,GUI Lin,3,1,"11,7,15,11|5,11,13,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KOMWONG Nanthana (THA),GUI Lin (BRA),KOMWONG Nanthana
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SILVA Ligia,RATTANAVONGSA Rattanaporn,3,1,"9,11,14,11|11,7,12,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,RATTANAVONGSA Rattanaporn (THA),SILVA Ligia (BRA),SILVA Ligia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GUI Lin,KHETKHUAN Tamolwan,3,1,"11,8,11,12|3,11,5,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KHETKHUAN Tamolwan (THA),GUI Lin (BRA),GUI Lin
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KOMWONG Nanthana,KUMAHARA Luca,3,1,"11,8,11,14|7,11,4,12",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KOMWONG Nanthana (THA),KUMAHARA Luca (BRA),KOMWONG Nanthana
World Team Table Tennis Championships Tokyo 2014,2014-04-28,PASKAUSKIENE Ruta,DRINKHALL Joanna,3,0,"11,11,11|5,6,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,DRINKHALL Joanna (ENG),PASKAUSKIENE Ruta (LTU),PASKAUSKIENE Ruta
World Team Table Tennis Championships Tokyo 2014,2014-04-28,STUCKYTE Egle,SIBLEY Kelly,3,2,"11,5,5,14,11|8,11,11,12,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,SIBLEY Kelly (ENG),STUCKYTE Egle (LTU),STUCKYTE Egle
World Team Table Tennis Championships Tokyo 2014,2014-04-28,PASKAUSKIENE Ruta,HO Tin-Tin,3,0,"12,11,11|10,9,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,HO Tin-Tin (ENG),PASKAUSKIENE Ruta (LTU),PASKAUSKIENE Ruta
World Team Table Tennis Championships Tokyo 2014,2014-04-28,DRINKHALL Joanna,VENSLAVICIUTE Ieva,3,0,"11,11,12|6,4,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,DRINKHALL Joanna (ENG),VENSLAVICIUTE Ieva (LTU),DRINKHALL Joanna
World Team Table Tennis Championships Tokyo 2014,2014-04-28,EKHOLM Matilda,ZHANG Mo,3,2,"9,11,11,9,11|11,8,9,11,4",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,EKHOLM Matilda (SWE),ZHANG Mo (CAN),EKHOLM Matilda
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BERGSTROM Linda,LIAW Michelle,3,1,"11,8,11,11|3,11,1,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,BERGSTROM Linda (SWE),LIAW Michelle (CAN),BERGSTROM Linda
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ZHANG Mo,MOSKOVITS Daniela,3,0,"11,11,11|7,9,1",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,MOSKOVITS Daniela (SWE),ZHANG Mo (CAN),ZHANG Mo
World Team Table Tennis Championships Tokyo 2014,2014-04-28,EKHOLM Matilda,LUO Anqi,3,0,"11,11,11|6,3,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,EKHOLM Matilda (SWE),LUO Anqi (CAN),EKHOLM Matilda
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GUI Lin,BATRA Manika,3,1,"14,11,10,11|12,7,12,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,GUI Lin (BRA),BATRA Manika (IND),GUI Lin
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KUMAHARA Luca,DAS Ankita,3,1,"11,11,7,11|4,8,11,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KUMAHARA Luca (BRA),DAS Ankita (IND),KUMAHARA Luca
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BATRA Manika,SILVA Ligia,3,1,"13,7,11,12|11,11,4,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,SILVA Ligia (BRA),BATRA Manika (IND),BATRA Manika
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GUI Lin,KUMARESAN Shamini,3,2,"11,7,11,9,11|8,11,5,11,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,GUI Lin (BRA),KUMARESAN Shamini (IND),GUI Lin
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KOMWONG Nanthana,FAJMUT Manca,3,1,"11,5,11,11|7,11,5,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KOMWONG Nanthana (THA),FAJMUT Manca (SLO),KOMWONG Nanthana
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LUDVIK Jana,PANNAK Piyaporn,3,1,"8,11,11,11|11,9,5,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,PANNAK Piyaporn (THA),LUDVIK Jana (SLO),LUDVIK Jana
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KHETKHUAN Tamolwan,FAJMUT Manca,3,0,"11,11,11|6,7,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KHETKHUAN Tamolwan (THA),FAJMUT Manca (SLO),KHETKHUAN Tamolwan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KOMWONG Nanthana,TOMAZINI Jana,3,1,"11,8,11,11|6,11,4,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KOMWONG Nanthana (THA),TOMAZINI Jana (SLO),KOMWONG Nanthana
World Team Table Tennis Championships Tokyo 2014,2014-04-28,DRINKHALL Joanna,NEVES Ana,3,0,"11,11,11|8,7,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,NEVES Ana (POR),DRINKHALL Joanna (ENG),DRINKHALL Joanna
World Team Table Tennis Championships Tokyo 2014,2014-04-28,OLIVEIRA Leila,HO Tin-Tin,3,2,"9,12,11,5,11|11,10,7,11,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,OLIVEIRA Leila (POR),HO Tin-Tin (ENG),OLIVEIRA Leila
World Team Table Tennis Championships Tokyo 2014,2014-04-28,DRINKHALL Joanna,FINS Rita,3,0,"11,11,11|2,4,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,FINS Rita (POR),DRINKHALL Joanna (ENG),DRINKHALL Joanna
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SIBLEY Kelly,NEVES Ana,3,1,"6,11,11,11|11,8,3,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,NEVES Ana (POR),SIBLEY Kelly (ENG),SIBLEY Kelly
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LIAW Michelle,LEE Rou You,3,1,"14,8,11,11|12,11,8,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LEE Rou You (MAS),LIAW Michelle (CAN),LIAW Michelle
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ZHANG Mo,HO Ying,3,0,"11,11,11|5,8,3",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,HO Ying (MAS),ZHANG Mo (CAN),ZHANG Mo
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LUO Anqi,BEH Lee Wei,3,2,"8,11,8,11,11|11,9,11,6,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,BEH Lee Wei (MAS),LUO Anqi (CAN),LUO Anqi
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KUMAHARA Luca,ELDAWLATLY Nadeen,3,0,"11,11,11|7,3,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KUMAHARA Luca (BRA),ELDAWLATLY Nadeen (EGY),KUMAHARA Luca
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MESHREF Dina,GUI Lin,3,0,"11,11,11|7,6,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,GUI Lin (BRA),MESHREF Dina (EGY),MESHREF Dina
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SILVA Ligia,SHOUMAN Fagr,3,0,"11,11,11|3,7,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,SILVA Ligia (BRA),SHOUMAN Fagr (EGY),SILVA Ligia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MESHREF Dina,KUMAHARA Luca,3,0,"11,11,11|6,6,4",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KUMAHARA Luca (BRA),MESHREF Dina (EGY),MESHREF Dina
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GUI Lin,ELDAWLATLY Nadeen,3,0,"11,15,11|6,13,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,GUI Lin (BRA),ELDAWLATLY Nadeen (EGY),GUI Lin
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LUDVIK Jana,ANGELOVA Ivanka,3,0,"11,12,11|6,10,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LUDVIK Jana (SLO),ANGELOVA Ivanka (BUL),LUDVIK Jana
World Team Table Tennis Championships Tokyo 2014,2014-04-28,FAJMUT Manca,ALTINKAYA Sibel,3,2,"11,5,8,11,11|3,11,11,4,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,FAJMUT Manca (SLO),ALTINKAYA Sibel (TUR),FAJMUT Manca
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TOMAZINI Jana,KAROVA Anelia,3,2,"13,11,9,3,11|11,5,11,11,4",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,TOMAZINI Jana (SLO),KAROVA Anelia (BUL),TOMAZINI Jana
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GRZYBOWSKA-FRANC Katarzyna,LI Qiangbing,3,2,"6,16,7,12,11|11,14,11,10,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LI Qiangbing (AUT),GRZYBOWSKA-FRANC Katarzyna (POL),GRZYBOWSKA-FRANC Katarzyna
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KUSINSKA Klaudia,BURIAN Irene,3,0,"11,11,11|6,5,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,BURIAN Irene (AUT),KUSINSKA Klaudia (POL),KUSINSKA Klaudia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BAJOR Natalia,WAGGERMAYER Elena,3,1,"11,11,10,11|7,6,12,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,WAGGERMAYER Elena (AUT),BAJOR Natalia (POL),BAJOR Natalia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MADARASZ Dora,PENKAVOVA Katerina,3,0,"11,13,12|6,11,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,PENKAVOVA Katerina (CZE),MADARASZ Dora (HUN),MADARASZ Dora
World Team Table Tennis Championships Tokyo 2014,2014-04-28,PERGEL Szandra,MATELOVA Hana,3,2,"5,11,6,11,11|11,7,11,8,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,MATELOVA Hana (CZE),PERGEL Szandra (HUN),PERGEL Szandra
World Team Table Tennis Championships Tokyo 2014,2014-04-28,AMBRUS Krisztina,CECHOVA Dana,3,2,"11,11,10,4,11|7,8,12,11,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,CECHOVA Dana (CZE),AMBRUS Krisztina (HUN),AMBRUS Krisztina
World Team Table Tennis Championships Tokyo 2014,2014-04-28,PENKAVOVA Katerina,PERGEL Szandra,3,0,"11,11,11|7,7,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,PENKAVOVA Katerina (CZE),PERGEL Szandra (HUN),PENKAVOVA Katerina
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MATELOVA Hana,MADARASZ Dora,3,1,"11,6,11,11|9,11,4,4",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,MATELOVA Hana (CZE),MADARASZ Dora (HUN),MATELOVA Hana
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LIU Jia,TIAN Yuan,3,0,"11,11,11|4,3,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LIU Jia (AUT),TIAN Yuan (CRO),LIU Jia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LI Qiangbing,PETEK Petra,3,1,"10,11,11,11|12,8,6,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LI Qiangbing (AUT),PETEK Petra (CRO),LI Qiangbing
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TIAN Yuan,WAGGERMAYER Elena,3,0,"11,11,11|4,7,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,WAGGERMAYER Elena (AUT),TIAN Yuan (CRO),TIAN Yuan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LIU Jia,RAKOVAC Lea,3,1,"11,11,7,11|5,5,11,3",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LIU Jia (AUT),RAKOVAC Lea (CRO),LIU Jia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KUSINSKA Klaudia,GONDERINGER Tessy,3,0,"11,11,11|9,4,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,GONDERINGER Tessy (LUX),KUSINSKA Klaudia (POL),KUSINSKA Klaudia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,PARTYKA Natalia,DE NUTTE Sarah,3,1,"9,12,14,12|11,10,12,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,DE NUTTE Sarah (LUX),PARTYKA Natalia (POL),PARTYKA Natalia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GRZYBOWSKA-FRANC Katarzyna,NI Xia Lian,3,2,"9,11,11,6,11|11,4,8,11,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,NI Xia Lian (LUX),GRZYBOWSKA-FRANC Katarzyna (POL),GRZYBOWSKA-FRANC Katarzyna
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MADARASZ Dora,VARADY Barbora,3,1,"11,9,11,12|6,11,5,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,VARADY Barbora (SVK),MADARASZ Dora (HUN),MADARASZ Dora
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ODOROVA Eva,POTA Georgina,3,2,"11,8,14,8,11|5,11,12,11,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,ODOROVA Eva (SVK),POTA Georgina (HUN),ODOROVA Eva
World Team Table Tennis Championships Tokyo 2014,2014-04-28,PERGEL Szandra,JURKOVA Eva,3,0,"11,11,11|7,3,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,JURKOVA Eva (SVK),PERGEL Szandra (HUN),PERGEL Szandra
World Team Table Tennis Championships Tokyo 2014,2014-04-28,VARADY Barbora,POTA Georgina,3,0,"14,11,11|12,4,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,VARADY Barbora (SVK),POTA Georgina (HUN),VARADY Barbora
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MADARASZ Dora,ODOROVA Eva,3,1,"11,11,6,11|9,7,11,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,ODOROVA Eva (SVK),MADARASZ Dora (HUN),MADARASZ Dora
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CECHOVA Dana,ERDELJI Anamaria,3,2,"11,11,8,7,15|6,9,11,11,13",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,CECHOVA Dana (CZE),ERDELJI Anamaria (SRB),CECHOVA Dana
World Team Table Tennis Championships Tokyo 2014,2014-04-28,VACENOVSKA Iveta,TODOROVIC Andrea,3,0,"11,13,11|7,11,4",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,VACENOVSKA Iveta (CZE),TODOROVIC Andrea (SRB),VACENOVSKA Iveta
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MAKSUTI Aneta,MATELOVA Hana,3,2,"11,3,11,11,11|9,11,13,9,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,MATELOVA Hana (CZE),MAKSUTI Aneta (SRB),MAKSUTI Aneta
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TODOROVIC Andrea,CECHOVA Dana,3,2,"11,4,13,11,11|4,11,15,7,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,CECHOVA Dana (CZE),TODOROVIC Andrea (SRB),TODOROVIC Andrea
World Team Table Tennis Championships Tokyo 2014,2014-04-28,VACENOVSKA Iveta,ERDELJI Anamaria,3,1,"11,13,6,11|8,11,11,4",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,VACENOVSKA Iveta (CZE),ERDELJI Anamaria (SRB),VACENOVSKA Iveta
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TIAN Yuan,DOLGIKH Maria,3,0,"11,11,12|9,2,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,DOLGIKH Maria (RUS),TIAN Yuan (CRO),TIAN Yuan
