tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
11th African Games Brazzaville 2015,2015-09-10,INGIL Miguel,ALASSANI Soudes,4,0,"12,11,11,11|10,1,7,7",R128,OTHER,MS,250,Main Draw,ALASSANI Soudes (TOG),INGIL Miguel (MRI),INGIL Miguel
11th African Games Brazzaville 2015,2015-09-10,GUKHOOL Widaad/CHOWREE Isabelle,TAVARES Ruth/ALBINO Isabel,3,0,"11,11,11|5,5,8",R32,OTHER,WD,250,Main Draw,GUKHOOL Widaad (MRI) / CHOWREE Isabelle (MRI),TAVARES Ruth (ANG) / ALBINO Isabel (ANG),GUKHOOL Widaad
11th African Games Brazzaville 2015,2015-09-10,ABDELAZIZ Farah/HELMY Yousra,GUKHOOL Widaad/CHOWREE Isabelle,3,1,"11,11,10,11|4,8,12,4",R16,OTHER,WD,250,Main Draw,ABDELAZIZ Farah (EGY) / HELMY Yousra (EGY),GUKHOOL Widaad (MRI) / CHOWREE Isabelle (MRI),ABDELAZIZ Farah
11th African Games Brazzaville 2015,2015-09-10,NTUMBA NGELEKA Christian/NZANGANI Cyntia,GREEN Wayne Marlon/GEORGE Bregida,3,0,"11,11,11|7,6,4",R64,OTHER,XD,250,Main Draw,NTUMBA NGELEKA Christian (COD) / NZANGANI Cyntia (COD),GREEN Wayne Marlon (NAM) / GEORGE Bregida (NAM),NTUMBA NGELEKA Christian
11th African Games Brazzaville 2015,2015-09-10,ABIODUN Bode/OGUNDELE Rashidat,INGIL Miguel/JALIM Pratna,3,0,"11,11,11|3,7,8",R64,OTHER,XD,250,Main Draw,ABIODUN Bode (NGR) / OGUNDELE Rashidat (NGR),INGIL Miguel (MRI) / JALIM Pratna (MRI),ABIODUN Bode
11th African Games Brazzaville 2015,2015-09-10,ONAOLAPO Ojo/OSHONAIKE Olufunke,SAM Bernard/GYASI Beatrice,3,0,"11,11,11|3,1,4",R32,OTHER,XD,250,Main Draw,ONAOLAPO Ojo (NGR) / OSHONAIKE Olufunke (NGR),SAM Bernard (GHA) / GYASI Beatrice (GHA),ONAOLAPO Ojo
11th African Games Brazzaville 2015,2015-09-10,ARUNA Quadri/AKPAN Cecilia,ABREFA Derek/OWUSU-AGYEI Efua Oforiwah,3,0,"11,11,11|7,7,2",R16,OTHER,XD,250,Main Draw,ARUNA Quadri (NGR) / AKPAN Cecilia (NGR),ABREFA Derek (GHA) / OWUSU-AGYEI Efua Oforiwah (GHA),ARUNA Quadri
11th African Games Brazzaville 2015,2015-09-10,ONAOLAPO Ojo/OSHONAIKE Olufunke,BOUDJADJA Sofiene/LOGHRAIBI Lynda,3,1,"11,11,8,11|6,8,11,9",R16,OTHER,XD,250,Main Draw,ONAOLAPO Ojo (NGR) / OSHONAIKE Olufunke (NGR),BOUDJADJA Sofiene (ALG) / LOGHRAIBI Lynda (ALG),ONAOLAPO Ojo
11th African Games Brazzaville 2015,2015-09-10,SALEH Ahmed/ABDELAZIZ Farah,ARUNA Quadri/AKPAN Cecilia,3,1,"12,12,5,11|10,10,11,9",QF,OTHER,XD,250,Main Draw,SALEH Ahmed (EGY) / ABDELAZIZ Farah (EGY),ARUNA Quadri (NGR) / AKPAN Cecilia (NGR),SALEH Ahmed
11th African Games Brazzaville 2015,2015-09-10,ONAOLAPO Ojo/OSHONAIKE Olufunke,ELBEIALI Mohamed/ELDAWLATLY Nadeen,3,2,"9,11,11,3,11|11,8,7,11,8",QF,OTHER,XD,250,Main Draw,ONAOLAPO Ojo (NGR) / OSHONAIKE Olufunke (NGR),ELBEIALI Mohamed (EGY) / ELDAWLATLY Nadeen (EGY),ONAOLAPO Ojo
11th African Games Brazzaville 2015,2015-09-10,TORIOLA Segun/ONAOLAPO Ojo,BIZAKU Jonathan/NTUMBA NGELEKA Christian,3,0,"11,11,11|6,7,8",R32,OTHER,MD,250,Main Draw,TORIOLA Segun (NGR) / ONAOLAPO Ojo (NGR),BIZAKU Jonathan (COD) / NTUMBA NGELEKA Christian (COD),TORIOLA Segun
11th African Games Brazzaville 2015,2015-09-10,TORIOLA Segun/ONAOLAPO Ojo,AMEDEE Amatey/ALASSANI Soudes,3,0,"11,11,11|3,4,9",R16,OTHER,MD,250,Main Draw,TORIOLA Segun (NGR) / ONAOLAPO Ojo (NGR),AMEDEE Amatey (TOG) / ALASSANI Soudes (TOG),TORIOLA Segun
11th African Games Brazzaville 2015,2015-09-10,ASSAR Omar/ASSAR Khalid,TORIOLA Segun/ONAOLAPO Ojo,3,2,"8,11,11,2,11|11,4,9,11,4",QF,OTHER,MD,250,Main Draw,ASSAR Omar (EGY) / ASSAR Khalid (EGY),TORIOLA Segun (NGR) / ONAOLAPO Ojo (NGR),ASSAR Omar
11th African Games Brazzaville 2015,2015-09-10,PATEL Danisha/LINGEVELDT Caitlin,ANNOR Linda/OWUSU-AGYEI Efua Oforiwah,3,0,"11,11,12|4,2,10",R32,OTHER,WD,250,Main Draw,PATEL Danisha (RSA) / LINGEVELDT Caitlin (RSA),ANNOR Linda (GHA) / OWUSU-AGYEI Efua Oforiwah (GHA),PATEL Danisha
11th African Games Brazzaville 2015,2015-09-10,OSHONAIKE Olufunke/OGUNDELE Rashidat,PATEL Danisha/LINGEVELDT Caitlin,3,0,"11,11,11|7,6,9",R16,OTHER,WD,250,Main Draw,OSHONAIKE Olufunke (NGR) / OGUNDELE Rashidat (NGR),PATEL Danisha (RSA) / LINGEVELDT Caitlin (RSA),OSHONAIKE Olufunke
11th African Games Brazzaville 2015,2015-09-10,EDEM Offiong/AKPAN Cecilia,MAPHANGA Zodwa/MADLALA Khanyisile,3,0,"11,11,11|5,9,4",QF,OTHER,WD,250,Main Draw,EDEM Offiong (NGR) / AKPAN Cecilia (NGR),MAPHANGA Zodwa (RSA) / MADLALA Khanyisile (RSA),EDEM Offiong
11th African Games Brazzaville 2015,2015-09-10,ASSAR Omar/ASSAR Khalid,GUEYE Mohamed/SOW Hamidou,3,1,"11,11,10,11|4,8,12,8",R16,OTHER,MD,250,Main Draw,ASSAR Omar (EGY) / ASSAR Khalid (EGY),GUEYE Mohamed (SEN) / SOW Hamidou (SEN),ASSAR Omar
11th African Games Brazzaville 2015,2015-09-10,ELBEIALI Mohamed/ELDAWLATLY Nadeen,CREA Mick/BENSTRONG Anniesa,3,1,"11,11,7,11|7,1,11,6",R32,OTHER,XD,250,Main Draw,ELBEIALI Mohamed (EGY) / ELDAWLATLY Nadeen (EGY),CREA Mick (SEY) / BENSTRONG Anniesa (SEY),ELBEIALI Mohamed
11th African Games Brazzaville 2015,2015-09-10,ARUNA Quadri/AJETUNMOBI Seun,KOROMA Joseph/JAMES Isaac,3,0,"11,11,11|2,3,4",R32,OTHER,MD,250,Main Draw,ARUNA Quadri (NGR) / AJETUNMOBI Seun (NGR),KOROMA Joseph (SLE) / JAMES Isaac (SLE),ARUNA Quadri
11th African Games Brazzaville 2015,2015-09-10,ABUSHUWASHI Adir/LARIFI Hisham,NADIR Mohamed/ABDELRAHMAN Farah,3,0,"11,11,11|8,3,6",R32,OTHER,MD,250,Main Draw,ABUSHUWASHI Adir (LBA) / LARIFI Hisham (LBA),NADIR Mohamed (SUD) / ABDELRAHMAN Farah (SUD),ABUSHUWASHI Adir
11th African Games Brazzaville 2015,2015-09-10,AMEDEE Amatey/ALASSANI Soudes,KAMARA Ibrahim/KAI-TONGI Prince,3,2,"9,12,11,10,14|11,10,6,12,12",R32,OTHER,MD,250,Main Draw,AMEDEE Amatey (TOG) / ALASSANI Soudes (TOG),KAMARA Ibrahim (SLE) / KAI-TONGI Prince (SLE),AMEDEE Amatey
11th African Games Brazzaville 2015,2015-09-10,HU Bin/WANG Jianan,HMAM Adam/MAMIA Thameur,3,0,"11,11,11|3,6,6",QF,OTHER,MD,250,Main Draw,HU Bin (CGO) / WANG Jianan (CGO),HMAM Adam (TUN) / MAMIA Thameur (TUN),HU Bin
11th African Games Brazzaville 2015,2015-09-10,KHEROUF Sami/KESSACI Katia,NYAIKA Ronald/LUKAAYA Amina,3,0,"11,11,11|5,1,4",R64,OTHER,XD,250,Main Draw,KHEROUF Sami (ALG) / KESSACI Katia (ALG),NYAIKA Ronald (UGA) / LUKAAYA Amina (UGA),KHEROUF Sami
11th African Games Brazzaville 2015,2015-09-10,LUKAAYA Amina/KIBONE Amina,BORQUAYE Bernice/GYASI Beatrice,3,1,"11,11,11,11|13,8,3,5",R32,OTHER,WD,250,Main Draw,LUKAAYA Amina (UGA) / KIBONE Amina (UGA),BORQUAYE Bernice (GHA) / GYASI Beatrice (GHA),LUKAAYA Amina
11th African Games Brazzaville 2015,2015-09-10,ELDAWLATLY Nadeen,ALBINO Isabel,3,0,"11,11,11|8,4,4",,OTHER,WT,250,Main Draw,ALBINO Isabel (ANG),ELDAWLATLY Nadeen (EGY),ELDAWLATLY Nadeen
11th African Games Brazzaville 2015,2015-09-10,MESHREF Dina,TAVARES Ruth,3,0,"11,11,11|5,4,4",,OTHER,WT,250,Main Draw,TAVARES Ruth (ANG),MESHREF Dina (EGY),MESHREF Dina
11th African Games Brazzaville 2015,2015-09-10,ABDELAZIZ Farah,ALBINO Isabel,3,0,"11,11,11|6,5,7",,OTHER,WT,250,Main Draw,ALBINO Isabel (ANG),ABDELAZIZ Farah (EGY),ABDELAZIZ Farah
11th African Games Brazzaville 2015,2015-09-10,LAID Islem,GUKHOOL Widaad,3,2,"11,5,9,11,11|6,11,11,8,6",,OTHER,WT,250,Main Draw,GUKHOOL Widaad (MRI),LAID Islem (ALG),LAID Islem
11th African Games Brazzaville 2015,2015-09-10,LAGSIR Sannah,CHOWREE Isabelle,3,1,"11,13,9,11|7,11,11,7",,OTHER,WT,250,Main Draw,CHOWREE Isabelle (MRI),LAGSIR Sannah (MON),LAGSIR Sannah
11th African Games Brazzaville 2015,2015-09-10,LI Yuheng,MADLALA Khanyisile,3,0,"11,11,11|8,4,2",,OTHER,WT,250,Main Draw,MADLALA Khanyisile (RSA),LI Yuheng (CGO),LI Yuheng
11th African Games Brazzaville 2015,2015-09-10,HAN Xing,MAPHANGA Zodwa,3,0,"11,11,11|3,6,2",,OTHER,WT,250,Main Draw,MAPHANGA Zodwa (RSA),HAN Xing (CGO),HAN Xing
11th African Games Brazzaville 2015,2015-09-10,HAN Xing,PATEL Danisha,3,0,"11,11,11|1,2,7",,OTHER,WT,250,Main Draw,PATEL Danisha (RSA),HAN Xing (CGO),HAN Xing
11th African Games Brazzaville 2015,2015-09-10,OSHONAIKE Olufunke,GULTI Marta,3,0,"11,11,11|6,5,5",,OTHER,WT,250,Main Draw,GULTI Marta (ETH),OSHONAIKE Olufunke (NGR),OSHONAIKE Olufunke
11th African Games Brazzaville 2015,2015-09-10,EDEM Offiong,MEKURIA Meron,3,0,"11,11,11|4,7,8",,OTHER,WT,250,Main Draw,MEKURIA Meron (ETH),EDEM Offiong (NGR),EDEM Offiong
11th African Games Brazzaville 2015,2015-09-10,AKPAN Cecilia,GULTI Marta,3,0,"11,11,11|2,7,6",,OTHER,WT,250,Main Draw,GULTI Marta (ETH),AKPAN Cecilia (NGR),AKPAN Cecilia
11th African Games Brazzaville 2015,2015-09-10,ELDAWLATLY Nadeen,LAGSIR Sannah,3,2,"11,11,6,10,11|4,8,11,12,5",,OTHER,WT,250,Main Draw,LAGSIR Sannah (MON),ELDAWLATLY Nadeen (EGY),ELDAWLATLY Nadeen
11th African Games Brazzaville 2015,2015-09-10,MESHREF Dina,LAID Islem,3,1,"11,9,11,11|7,11,2,7",,OTHER,WT,250,Main Draw,LAID Islem (ALG),MESHREF Dina (EGY),MESHREF Dina
11th African Games Brazzaville 2015,2015-09-10,MESHREF Dina,LAGSIR Sannah,3,1,"9,17,11,11|11,15,9,3",,OTHER,WT,250,Main Draw,LAGSIR Sannah (MON),MESHREF Dina (EGY),MESHREF Dina
11th African Games Brazzaville 2015,2015-09-10,OSHONAIKE Olufunke,LI Yuheng,3,1,"11,6,11,11|3,11,6,6",,OTHER,WT,250,Main Draw,LI Yuheng (CGO),OSHONAIKE Olufunke (NGR),OSHONAIKE Olufunke
11th African Games Brazzaville 2015,2015-09-10,EDEM Offiong,HAN Xing,3,1,"11,11,6,11|5,7,11,9",,OTHER,WT,250,Main Draw,HAN Xing (CGO),EDEM Offiong (NGR),EDEM Offiong
11th African Games Brazzaville 2015,2015-09-10,AKPAN Cecilia,LI Yuheng,3,2,"11,5,3,12,11|8,11,11,10,9",,OTHER,WT,250,Main Draw,LI Yuheng (CGO),AKPAN Cecilia (NGR),AKPAN Cecilia
11th African Games Brazzaville 2015,2015-09-10,EDEM Offiong,ELDAWLATLY Nadeen,3,0,"11,11,11|6,7,4",,OTHER,WT,250,Main Draw,EDEM Offiong (NGR),ELDAWLATLY Nadeen (EGY),EDEM Offiong
11th African Games Brazzaville 2015,2015-09-10,AKPAN Cecilia,MESHREF Dina,3,2,"7,11,7,11,11|11,4,11,7,1",,OTHER,WT,250,Main Draw,AKPAN Cecilia (NGR),MESHREF Dina (EGY),AKPAN Cecilia
11th African Games Brazzaville 2015,2015-09-10,HAN Xing,LAGSIR Sannah,3,0,"11,11,11|2,6,8",,OTHER,WT,250,Main Draw,LAGSIR Sannah (MON),HAN Xing (CGO),HAN Xing
11th African Games Brazzaville 2015,2015-09-10,LI Yuheng,LAID Islem,3,1,"11,11,11,11|13,9,8,4",,OTHER,WT,250,Main Draw,LAID Islem (ALG),LI Yuheng (CGO),LI Yuheng
11th African Games Brazzaville 2015,2015-09-10,HAN Xing,LOGHRAIBI Lynda,3,0,"11,11,11|4,4,6",,OTHER,WT,250,Main Draw,LOGHRAIBI Lynda (ALG),HAN Xing (CGO),HAN Xing
11th African Games Brazzaville 2015,2015-09-10,GUKHOOL Widaad,ALBINO Isabel,3,1,"11,11,7,11|5,7,11,6",,OTHER,WT,250,Main Draw,GUKHOOL Widaad (MRI),ALBINO Isabel (ANG),GUKHOOL Widaad
11th African Games Brazzaville 2015,2015-09-10,CHOWREE Isabelle,TAVARES Ruth,3,2,"5,11,11,11,11|11,5,13,9,3",,OTHER,WT,250,Main Draw,CHOWREE Isabelle (MRI),TAVARES Ruth (ANG),CHOWREE Isabelle
11th African Games Brazzaville 2015,2015-09-10,GULTI Marta,PATEL Danisha,3,1,"9,11,11,11|11,5,7,7",,OTHER,WT,250,Main Draw,GULTI Marta (ETH),PATEL Danisha (RSA),GULTI Marta
11th African Games Brazzaville 2015,2015-09-10,MADLALA Khanyisile,MEKURIA Meron,3,0,"11,11,19|4,8,17",,OTHER,WT,250,Main Draw,MEKURIA Meron (ETH),MADLALA Khanyisile (RSA),MADLALA Khanyisile
11th African Games Brazzaville 2015,2015-09-10,GULTI Marta,MADLALA Khanyisile,3,2,"8,11,11,6,12|11,7,4,11,10",,OTHER,WT,250,Main Draw,GULTI Marta (ETH),MADLALA Khanyisile (RSA),GULTI Marta
11th African Games Brazzaville 2015,2015-09-10,MEKURIA Meron,PATEL Danisha,3,0,"11,11,13|9,7,11",,OTHER,WT,250,Main Draw,MEKURIA Meron (ETH),PATEL Danisha (RSA),MEKURIA Meron
11th African Games Brazzaville 2015,2015-09-10,GULTI Marta,GUKHOOL Widaad,3,2,"4,11,11,9,13|11,8,4,11,11",,OTHER,WT,250,Main Draw,GUKHOOL Widaad (MRI),GULTI Marta (ETH),GULTI Marta
11th African Games Brazzaville 2015,2015-09-10,CHOWREE Isabelle,MEKURIA Meron,3,1,"11,11,9,13|8,8,11,11",,OTHER,WT,250,Main Draw,CHOWREE Isabelle (MRI),MEKURIA Meron (ETH),CHOWREE Isabelle
11th African Games Brazzaville 2015,2015-09-10,GULTI Marta,CHOWREE Isabelle,3,1,"9,11,11,11|11,5,4,9",,OTHER,WT,250,Main Draw,CHOWREE Isabelle (MRI),GULTI Marta (ETH),GULTI Marta
11th African Games Brazzaville 2015,2015-09-10,GUKHOOL Widaad,MEKURIA Meron,3,1,"11,11,11,16|7,13,4,14",,OTHER,WT,250,Main Draw,GUKHOOL Widaad (MRI),MEKURIA Meron (ETH),GUKHOOL Widaad
11th African Games Brazzaville 2015,2015-09-10,LINGEVELDT Caitlin,TAVARES Ruth,3,2,"11,11,4,9,11|6,8,11,11,7",,OTHER,WT,250,Main Draw,TAVARES Ruth (ANG),LINGEVELDT Caitlin (RSA),LINGEVELDT Caitlin
11th African Games Brazzaville 2015,2015-09-10,MAPHANGA Zodwa,ALBINO Isabel,3,1,"11,10,11,11|5,12,7,7",,OTHER,WT,250,Main Draw,ALBINO Isabel (ANG),MAPHANGA Zodwa (RSA),MAPHANGA Zodwa
11th African Games Brazzaville 2015,2015-09-10,TAVARES Ruth,MAPHANGA Zodwa,3,0,"11,11,11|8,5,8",,OTHER,WT,250,Main Draw,TAVARES Ruth (ANG),MAPHANGA Zodwa (RSA),TAVARES Ruth
11th African Games Brazzaville 2015,2015-09-10,ALBINO Isabel,LINGEVELDT Caitlin,3,2,"13,10,11,8,14|11,12,7,11,12",,OTHER,WT,250,Main Draw,ALBINO Isabel (ANG),LINGEVELDT Caitlin (RSA),ALBINO Isabel
11th African Games Brazzaville 2015,2015-09-10,THAKKAR Sejal,REBATENNE Tshepiso,3,1,"11,4,11,11|8,11,5,7",,OTHER,WT,250,Main Draw,THAKKAR Sejal (KEN),REBATENNE Tshepiso (BOT),THAKKAR Sejal
11th African Games Brazzaville 2015,2015-09-10,BUTALE Boitshwarelo,NJANI Della,3,0,"11,11,14|6,8,12",,OTHER,WT,250,Main Draw,NJANI Della (KEN),BUTALE Boitshwarelo (BOT),BUTALE Boitshwarelo
11th African Games Brazzaville 2015,2015-09-10,THAKKAR Sejal,BUTALE Boitshwarelo,3,2,"6,9,13,12,11|11,11,11,10,5",,OTHER,WT,250,Main Draw,THAKKAR Sejal (KEN),BUTALE Boitshwarelo (BOT),THAKKAR Sejal
11th African Games Brazzaville 2015,2015-09-10,REBATENNE Tshepiso,NJANI Della,3,2,"7,11,8,11,11|11,8,11,7,5",,OTHER,WT,250,Main Draw,NJANI Della (KEN),REBATENNE Tshepiso (BOT),REBATENNE Tshepiso
11th African Games Brazzaville 2015,2015-09-10,LUKAAYA Amina,NZANGANI Cyntia,3,1,"6,11,11,11|11,7,4,9",,OTHER,WT,250,Main Draw,LUKAAYA Amina (UGA),NZANGANI Cyntia (COD),LUKAAYA Amina
11th African Games Brazzaville 2015,2015-09-10,MONGONDI Dacha,KIBONE Amina,3,1,"11,5,11,11|8,11,3,5",,OTHER,WT,250,Main Draw,KIBONE Amina (UGA),MONGONDI Dacha (COD),MONGONDI Dacha
11th African Games Brazzaville 2015,2015-09-10,NZANGANI Cyntia,KIBONE Amina,3,2,"12,6,11,8,11|10,11,9,11,9",,OTHER,WT,250,Main Draw,KIBONE Amina (UGA),NZANGANI Cyntia (COD),NZANGANI Cyntia
11th African Games Brazzaville 2015,2015-09-10,LUKAAYA Amina,MONGONDI Dacha,3,2,"14,15,8,7,11|12,13,11,11,8",,OTHER,WT,250,Main Draw,LUKAAYA Amina (UGA),MONGONDI Dacha (COD),LUKAAYA Amina
11th African Games Brazzaville 2015,2015-09-10,ANNOR Linda,BUTALE Boitshwarelo,3,0,"11,11,11|8,7,8",,OTHER,WT,250,Main Draw,ANNOR Linda (GHA),BUTALE Boitshwarelo (BOT),ANNOR Linda
11th African Games Brazzaville 2015,2015-09-10,BORQUAYE Bernice,REBATENNE Tshepiso,3,1,"11,12,6,11|8,10,11,8",,OTHER,WT,250,Main Draw,BORQUAYE Bernice (GHA),REBATENNE Tshepiso (BOT),BORQUAYE Bernice
11th African Games Brazzaville 2015,2015-09-10,ANNOR Linda,REBATENNE Tshepiso,3,1,"11,7,11,11|9,11,6,8",,OTHER,WT,250,Main Draw,ANNOR Linda (GHA),REBATENNE Tshepiso (BOT),ANNOR Linda
11th African Games Brazzaville 2015,2015-09-10,NZANGANI Cyntia,FARAH Safa,3,0,"11,11,11|4,6,2",,OTHER,WT,250,Main Draw,FARAH Safa (DJI),NZANGANI Cyntia (COD),NZANGANI Cyntia
11th African Games Brazzaville 2015,2015-09-10,MONGONDI Dacha,HOUSSEIN Rahma,3,0,"11,11,11|3,5,5",,OTHER,WT,250,Main Draw,HOUSSEIN Rahma (DJI),MONGONDI Dacha (COD),MONGONDI Dacha
11th African Games Brazzaville 2015,2015-09-10,MONGONDI Dacha,BORQUAYE Bernice,3,2,"11,8,7,11,13|7,11,11,7,11",,OTHER,WT,250,Main Draw,MONGONDI Dacha (COD),BORQUAYE Bernice (GHA),MONGONDI Dacha
11th African Games Brazzaville 2015,2015-09-10,ANNOR Linda,MKUNDA Ruth,3,1,"11,11,10,11|7,7,12,5",,OTHER,WT,250,Main Draw,MKUNDA Ruth (COD),ANNOR Linda (GHA),ANNOR Linda
11th African Games Brazzaville 2015,2015-09-10,ANNOR Linda,MONGONDI Dacha,3,0,"11,11,17|5,9,15",,OTHER,WT,250,Main Draw,MONGONDI Dacha (COD),ANNOR Linda (GHA),ANNOR Linda
11th African Games Brazzaville 2015,2015-09-10,REBATENNE Tshepiso,FARAH Safa,3,2,"3,11,11,9,11|11,8,8,11,9",,OTHER,WT,250,Main Draw,FARAH Safa (DJI),REBATENNE Tshepiso (BOT),REBATENNE Tshepiso
11th African Games Brazzaville 2015,2015-09-10,HOUSSEIN Rahma,BUTALE Boitshwarelo,3,0,,,OTHER,WT,250,Main Draw,HOUSSEIN Rahma (DJI),BUTALE Boitshwarelo (BOT),HOUSSEIN Rahma
11th African Games Brazzaville 2015,2015-09-10,FARAH Safa,BUTALE Boitshwarelo,3,0,,,OTHER,WT,250,Main Draw,FARAH Safa (DJI),BUTALE Boitshwarelo (BOT),FARAH Safa
11th African Games Brazzaville 2015,2015-09-10,LUKAAYA Amina,THAKKAR Sejal,3,0,"11,11,11|9,7,4",,OTHER,WT,250,Main Draw,THAKKAR Sejal (KEN),LUKAAYA Amina (UGA),LUKAAYA Amina
11th African Games Brazzaville 2015,2015-09-10,KIBONE Amina,NJANI Della,3,0,"11,11,11|6,6,7",,OTHER,WT,250,Main Draw,NJANI Della (KEN),KIBONE Amina (UGA),KIBONE Amina
11th African Games Brazzaville 2015,2015-09-10,ASSAR Omar,MAMIA Thameur,3,0,"11,11,11|2,3,3",,OTHER,MT,250,Main Draw,ASSAR Omar (EGY),MAMIA Thameur (TUN),ASSAR Omar
11th African Games Brazzaville 2015,2015-09-10,ELBEIALI Mohamed,HMAM Adam,3,0,"11,11,11|8,5,9",,OTHER,MT,250,Main Draw,ELBEIALI Mohamed (EGY),HMAM Adam (TUN),ELBEIALI Mohamed
11th African Games Brazzaville 2015,2015-09-10,LASHIN Elsayed,BEN KAHIA Mohamed Ghazi,3,0,,,OTHER,MT,250,Main Draw,LASHIN Elsayed (EGY),BEN KAHIA Mohamed Ghazi (TUN),LASHIN Elsayed
11th African Games Brazzaville 2015,2015-09-10,WANG Jianan,BOUDJADJA Sofiene,3,0,"11,11,11|4,5,3",,OTHER,MT,250,Main Draw,WANG Jianan (CGO),BOUDJADJA Sofiene (ALG),WANG Jianan
11th African Games Brazzaville 2015,2015-09-10,SAKA Suraju,BOURIAH Larbi,3,1,"12,11,6,11|10,3,11,5",,OTHER,MT,250,Main Draw,SAKA Suraju (CGO),BOURIAH Larbi (ALG),SAKA Suraju
11th African Games Brazzaville 2015,2015-09-10,ABREFA Derek,KASSA Gedeon,3,1,"11,11,11,11|7,13,9,9",,OTHER,MT,250,Main Draw,KASSA Gedeon (COD),ABREFA Derek (GHA),ABREFA Derek
11th African Games Brazzaville 2015,2015-09-10,COMMEY Emmanuel,NTUMBA NGELEKA Christian,3,2,"11,9,11,11,11|9,11,13,9,8",,OTHER,MT,250,Main Draw,NTUMBA NGELEKA Christian (COD),COMMEY Emmanuel (GHA),COMMEY Emmanuel
11th African Games Brazzaville 2015,2015-09-10,LARTEY Felix,BIZAKU Jonathan,3,0,"11,11,11|5,5,6",,OTHER,MT,250,Main Draw,BIZAKU Jonathan (COD),LARTEY Felix (GHA),LARTEY Felix
11th African Games Brazzaville 2015,2015-09-10,ARUNA Quadri,AGBETOGLO Mawussi,3,1,"11,6,11,11|8,11,3,3",,OTHER,MT,250,Main Draw,AGBETOGLO Mawussi (TOG),ARUNA Quadri (NGR),ARUNA Quadri
11th African Games Brazzaville 2015,2015-09-10,AJETUNMOBI Seun,FANNY Kokou,3,1,"7,11,11,11|11,8,4,4",,OTHER,MT,250,Main Draw,FANNY Kokou (TOG),AJETUNMOBI Seun (NGR),AJETUNMOBI Seun
11th African Games Brazzaville 2015,2015-09-10,SALEH Ahmed,IDOWU Saheed,3,1,"8,11,11,11|11,6,7,6",,OTHER,MT,250,Main Draw,SALEH Ahmed (EGY),IDOWU Saheed (CGO),SALEH Ahmed
11th African Games Brazzaville 2015,2015-09-10,TORIOLA Segun,LARTEY Felix,3,0,"11,11,11|4,3,8",,OTHER,MT,250,Main Draw,LARTEY Felix (GHA),TORIOLA Segun (NGR),TORIOLA Segun
11th African Games Brazzaville 2015,2015-09-10,AJETUNMOBI Seun,COMMEY Emmanuel,3,0,"11,11,11|6,8,5",,OTHER,MT,250,Main Draw,COMMEY Emmanuel (GHA),AJETUNMOBI Seun (NGR),AJETUNMOBI Seun
11th African Games Brazzaville 2015,2015-09-10,TORIOLA Segun,ELBEIALI Mohamed,3,1,"11,13,12,12|13,11,10,10",,OTHER,MT,250,Main Draw,ELBEIALI Mohamed (EGY),TORIOLA Segun (NGR),TORIOLA Segun
11th African Games Brazzaville 2015,2015-09-10,LASHIN Elsayed,ONAOLAPO Ojo,3,1,"11,11,11,11|5,6,13,5",,OTHER,MT,250,Main Draw,LASHIN Elsayed (EGY),ONAOLAPO Ojo (NGR),LASHIN Elsayed
11th African Games Brazzaville 2015,2015-09-10,TORIOLA Segun,ASSAR Omar,3,1,"1,11,11,11|11,8,2,4",,OTHER,MT,250,Main Draw,ASSAR Omar (EGY),TORIOLA Segun (NGR),TORIOLA Segun
11th African Games Brazzaville 2015,2015-09-10,ARUNA Quadri,ELBEIALI Mohamed,3,2,"10,11,4,11,11|12,8,11,4,3",,OTHER,MT,250,Main Draw,ELBEIALI Mohamed (EGY),ARUNA Quadri (NGR),ARUNA Quadri
11th African Games Brazzaville 2015,2015-09-10,WANG Jianan,LARTEY Felix,3,0,"11,11,14|4,5,12",,OTHER,MT,250,Main Draw,LARTEY Felix (GHA),WANG Jianan (CGO),WANG Jianan
11th African Games Brazzaville 2015,2015-09-10,HU Bin,COMMEY Emmanuel,3,0,"11,11,11|4,6,7",,OTHER,MT,250,Main Draw,COMMEY Emmanuel (GHA),HU Bin (CGO),HU Bin
11th African Games Brazzaville 2015,2015-09-10,BOUDJADJA Sofiene,MAMIA Thameur,3,0,"11,11,11|4,9,5",,OTHER,MT,250,Main Draw,MAMIA Thameur (TUN),BOUDJADJA Sofiene (ALG),BOUDJADJA Sofiene
11th African Games Brazzaville 2015,2015-09-10,KHEROUF Sami,BEN KAHIA Mohamed Ghazi,3,0,,,OTHER,MT,250,Main Draw,BEN KAHIA Mohamed Ghazi (TUN),KHEROUF Sami (ALG),KHEROUF Sami
11th African Games Brazzaville 2015,2015-09-10,BOUDJADJA Sofiene,HMAM Adam,3,1,"11,11,10,11|2,5,12,7",,OTHER,MT,250,Main Draw,HMAM Adam (TUN),BOUDJADJA Sofiene (ALG),BOUDJADJA Sofiene
11th African Games Brazzaville 2015,2015-09-10,AGBETOGLO Mawussi,KASSA Gedeon,3,0,"11,11,11|3,8,5",,OTHER,MT,250,Main Draw,KASSA Gedeon (COD),AGBETOGLO Mawussi (TOG),AGBETOGLO Mawussi
