tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
WTT Contender Rio de Janeiro 2023,2023-08-07,CHO Daeseong,AGUIRRE Marcelo,3,2,"6,13,11,7,11|11,11,6,11,8",QR1,WTT_CONTENDER,MS,2722,Qualification,CHO Daeseong (KOR),AGUIRRE Marcelo (PAR)
WTT Contender Rio de Janeiro 2023,2023-08-12,FALCK Mattias,JANG Woojin,3,0,"11,11,12|9,9,10",SF,WTT_CONTENDER,MS,2722,Main Draw,FALCK Mattias (SWE),JANG Woojin (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-12,HAYATA Hina,SZOCS Bernadette,3,0,"11,11,11|8,7,6",SF,WTT_CONTENDER,WS,2722,Main Draw,HAYATA Hina (JPN),SZOCS Bernadette (ROU)
WTT Contender Rio de Janeiro 2023,2023-08-12,LEE Sang Su/CHO Daeseong,CHO Seungmin/OH Junsung,3,0,"11,11,11|9,7,6",SF,WTT_CONTENDER,MD,2722,Main Draw,LEE Sang Su/CHO Daeseong (KOR),CHO Seungmin/OH Junsung (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-12,CHOI Hyojoo/KIM Nayeong,BERGSTROM Linda/KALLBERG Christina,3,0,"11,13,11|4,11,6",SF,WTT_CONTENDER,WD,2722,Main Draw,CHOI Hyojoo/KIM Nayeong (KOR),BERGSTROM Linda/KALLBERG Christina (SWE)
WTT Contender Rio de Janeiro 2023,2023-08-12,AN Jaehyun/LIM Jonghoon,ALTO Gaston/CIFUENTES Horacio,3,1,"11,8,11,11|5,11,6,9",SF,WTT_CONTENDER,MD,2722,Main Draw,AN Jaehyun/LIM Jonghoon (KOR),ALTO Gaston/CIFUENTES Horacio (ARG)
WTT Contender Rio de Janeiro 2023,2023-08-12,SHIN Yubin/JEON Jihee,SZOCS Bernadette/SAMARA Elizabeta,3,0,"14,11,11|12,8,6",SF,WTT_CONTENDER,WD,2722,Main Draw,SHIN Yubin/JEON Jihee (KOR),SZOCS Bernadette/SAMARA Elizabeta (ROU)
WTT Contender Rio de Janeiro 2023,2023-08-12,FALCK Mattias,QIU Dang,3,2,"12,9,8,12,11|10,11,11,10,6",QF,WTT_CONTENDER,MS,2722,Main Draw,FALCK Mattias (SWE),QIU Dang (GER)
WTT Contender Rio de Janeiro 2023,2023-08-12,MATSUSHIMA Sora,OVTCHAROV Dimitrij,3,2,"11,6,11,4,11|8,11,8,11,9",QF,WTT_CONTENDER,MS,2722,Main Draw,MATSUSHIMA Sora (JPN),OVTCHAROV Dimitrij (GER)
WTT Contender Rio de Janeiro 2023,2023-08-12,TAKAHASHI Bruna,LEE Eunhye,3,1,"11,9,11,11|6,11,8,6",QF,WTT_CONTENDER,WS,2722,Main Draw,TAKAHASHI Bruna (BRA),LEE Eunhye (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-12,BERGSTROM Linda,KIM Nayeong,3,0,"11,11,11|5,9,2",QF,WTT_CONTENDER,WS,2722,Main Draw,BERGSTROM Linda (SWE),KIM Nayeong (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-12,CHO Seungmin,FRANZISKA Patrick,3,1,"11,7,11,11|8,11,7,8",QF,WTT_CONTENDER,MS,2722,Main Draw,CHO Seungmin (KOR),FRANZISKA Patrick (GER)
WTT Contender Rio de Janeiro 2023,2023-08-12,JANG Woojin,CHUANG Chih-Yuan,3,1,"9,11,11,11|11,9,8,4",QF,WTT_CONTENDER,MS,2722,Main Draw,JANG Woojin (KOR),CHUANG Chih-Yuan (TPE)
WTT Contender Rio de Janeiro 2023,2023-08-12,HAYATA Hina,PAVADE Prithika,3,0,"11,11,11|5,9,8",QF,WTT_CONTENDER,WS,2722,Main Draw,HAYATA Hina (JPN),PAVADE Prithika (FRA)
WTT Contender Rio de Janeiro 2023,2023-08-12,SZOCS Bernadette,CHEN Szu-Yu,3,0,"11,11,11|8,9,5",QF,WTT_CONTENDER,WS,2722,Main Draw,SZOCS Bernadette (ROU),CHEN Szu-Yu (TPE)
WTT Contender Rio de Janeiro 2023,2023-08-13,AN Jaehyun/LIM Jonghoon,LEE Sang Su/CHO Daeseong,3,1,"11,11,5,11|7,8,11,8",F,WTT_CONTENDER,MD,2722,Main Draw,AN Jaehyun/LIM Jonghoon (KOR),LEE Sang Su/CHO Daeseong (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-13,SHIN Yubin/JEON Jihee,CHOI Hyojoo/KIM Nayeong,3,1,"9,11,11,11|11,8,6,7",F,WTT_CONTENDER,WD,2722,Main Draw,SHIN Yubin/JEON Jihee (KOR),CHOI Hyojoo/KIM Nayeong (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-13,FALCK Mattias,MATSUSHIMA Sora,4,2,"10,14,11,9,11,11|12,12,9,11,6,7",F,WTT_CONTENDER,MS,2722,Main Draw,FALCK Mattias (SWE),MATSUSHIMA Sora (JPN)
WTT Contender Rio de Janeiro 2023,2023-08-13,HAYATA Hina,BERGSTROM Linda,4,1,"8,11,11,11,11|11,6,3,8,4",F,WTT_CONTENDER,WS,2722,Main Draw,HAYATA Hina (JPN),BERGSTROM Linda (SWE)
