tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
ITTF European Championships Budapest 2016,2016-10-18,OVTCHAROV Dimitrij,DURAN Marc,4,0,"11,11,11,13|6,9,3,11",R64,OTHER,MS,376,Main Draw,OVTCHAROV Dimitrij (GER),DURAN Marc (ESP),OVTCHAROV Dimitrij
ITTF European Championships Budapest 2016,2016-10-18,MONTEIRO Joao/DODEAN Daniela,CANTERO Jesus/XIAO Maria,3,2,"9,11,11,9,11|11,4,6,11,5",QF,OTHER,XD,376,Main Draw,MONTEIRO Joao (POR) / DODEAN Daniela (ROU),CANTERO Jesus (ESP) / XIAO Maria (ESP),MONTEIRO Joao
ITTF European Championships Budapest 2016,2016-10-18,MONTEIRO Joao/DODEAN Daniela,IONESCU Ovidiu/SZOCS Bernadette,3,0,"11,11,11|9,6,8",SF,OTHER,XD,376,Main Draw,MONTEIRO Joao (POR) / DODEAN Daniela (ROU),IONESCU Ovidiu (ROU) / SZOCS Bernadette (ROU),MONTEIRO Joao
ITTF European Championships Budapest 2016,2016-10-18,PLATONOV Pavel/SAMSONOV Vladimir,SHIBAEV Alexander/SKACHKOV Kirill,4,3,"15,11,11,5,8,11,11|17,9,4,11,11,6,8",R32,OTHER,MD,376,Main Draw,PLATONOV Pavel (BLR) / SAMSONOV Vladimir (BLR),SHIBAEV Alexander (RUS) / SKACHKOV Kirill (RUS),PLATONOV Pavel
ITTF European Championships Budapest 2016,2016-10-18,LIVENTSOV Alexey/PAIKOV Mikhail,KOLAREK Tomislav/PUCAR Tomislav,4,2,"12,11,11,9,9,11|10,5,9,11,11,8",R32,OTHER,MD,376,Main Draw,LIVENTSOV Alexey (RUS) / PAIKOV Mikhail (RUS),KOLAREK Tomislav (CRO) / PUCAR Tomislav (CRO),LIVENTSOV Alexey
ITTF European Championships Budapest 2016,2016-10-18,LIVENTSOV Alexey/PAIKOV Mikhail,JEVTOVIC Marko/PETO Zsolt,4,2,"11,12,12,11,9,11|8,10,14,3,11,5",R16,OTHER,MD,376,Main Draw,LIVENTSOV Alexey (RUS) / PAIKOV Mikhail (RUS),JEVTOVIC Marko (SRB) / PETO Zsolt (SRB),LIVENTSOV Alexey
ITTF European Championships Budapest 2016,2016-10-18,DYJAS Jakub/GORAK Daniel,LIVENTSOV Alexey/PAIKOV Mikhail,4,0,"11,11,11,11|9,9,7,9",QF,OTHER,MD,376,Main Draw,DYJAS Jakub (POL) / GORAK Daniel (POL),LIVENTSOV Alexey (RUS) / PAIKOV Mikhail (RUS),DYJAS Jakub
ITTF European Championships Budapest 2016,2016-10-18,DOLGIKH Maria/MIKHAILOVA Polina,KARAHAN Ipek/TAN Kubra,4,1,"4,11,11,11,11|11,8,3,9,5",R32,OTHER,WD,376,Main Draw,DOLGIKH Maria (RUS) / MIKHAILOVA Polina (RUS),KARAHAN Ipek (TUR) / TAN Kubra (TUR),DOLGIKH Maria
ITTF European Championships Budapest 2016,2016-10-18,DE NUTTE Sarah/NI Xia Lian,DOLGIKH Maria/MIKHAILOVA Polina,4,1,"10,11,11,11,11|12,6,8,8,3",R16,OTHER,WD,376,Main Draw,DE NUTTE Sarah (LUX) / NI Xia Lian (LUX),DOLGIKH Maria (RUS) / MIKHAILOVA Polina (RUS),DE NUTTE Sarah
ITTF European Championships Budapest 2016,2016-10-18,WANG Yang/MIKHAILOVA Polina,PLATONOV Pavel/PAVLOVICH Viktoria,3,2,"8,11,11,7,11|11,8,9,11,3",R32,OTHER,XD,376,Main Draw,WANG Yang (SVK) / MIKHAILOVA Polina (RUS),PLATONOV Pavel (BLR) / PAVLOVICH Viktoria (BLR),WANG Yang
ITTF European Championships Budapest 2016,2016-10-18,GIONIS Panagiotis/BILENKO Tetyana,VLASOV Grigory/NOSKOVA Yana,3,2,"8,11,11,9,11|11,7,5,11,8",R32,OTHER,XD,376,Main Draw,GIONIS Panagiotis (GRE) / BILENKO Tetyana (UKR),VLASOV Grigory (RUS) / NOSKOVA Yana (RUS),GIONIS Panagiotis
ITTF European Championships Budapest 2016,2016-10-18,PITCHFORD Liam/HO Tin-Tin,WANG Yang/MIKHAILOVA Polina,3,1,"9,11,14,13|11,6,12,11",R16,OTHER,XD,376,Main Draw,PITCHFORD Liam (ENG) / HO Tin-Tin (ENG),WANG Yang (SVK) / MIKHAILOVA Polina (RUS),PITCHFORD Liam
ITTF European Championships Budapest 2016,2016-10-18,KARAKASEVIC Aleksandar/TOKIC Bojan,ALEXANDROV Teodor/KODJABASHEV Denislav,4,3,"11,8,11,17,11,8,11|8,11,3,19,3,11,5",R32,OTHER,MD,376,Main Draw,KARAKASEVIC Aleksandar (SRB) / TOKIC Bojan (SLO),ALEXANDROV Teodor (BUL) / KODJABASHEV Denislav (BUL),KARAKASEVIC Aleksandar
ITTF European Championships Budapest 2016,2016-10-18,APOLONIA Tiago/GERALDO Joao,KARAKASEVIC Aleksandar/TOKIC Bojan,4,3,"11,11,9,5,13,11,11|9,7,11,11,15,5,7",R16,OTHER,MD,376,Main Draw,APOLONIA Tiago (POR) / GERALDO Joao (POR),KARAKASEVIC Aleksandar (SRB) / TOKIC Bojan (SLO),APOLONIA Tiago
ITTF European Championships Budapest 2016,2016-10-18,MADARASZ Dora/PERGEL Szandra,FAJMUT Manca/PAVCNIK Tamara,4,0,"11,11,11,11|6,9,3,6",R32,OTHER,WD,376,Main Draw,MADARASZ Dora (HUN) / PERGEL Szandra (HUN),FAJMUT Manca (SLO) / PAVCNIK Tamara (SLO),MADARASZ Dora
ITTF European Championships Budapest 2016,2016-10-18,SHAN Xiaona/SOLJA Petrissa,MAKSUTI Aneta/TODOROVIC Andrea,4,1,"8,11,11,11,11|11,6,7,6,9",R32,OTHER,WD,376,Main Draw,SHAN Xiaona (GER) / SOLJA Petrissa (GER),MAKSUTI Aneta (SRB) / TODOROVIC Andrea (SRB),SHAN Xiaona
ITTF European Championships Budapest 2016,2016-10-18,GALIC Alex/MORET Rachel,MARCHETTI Nathalie/ZAVITSANOU Georgia,4,1,"10,11,11,11,11|12,7,8,9,8",R32,OTHER,WD,376,Main Draw,GALIC Alex (SLO) / MORET Rachel (SUI),MARCHETTI Nathalie (BEL) / ZAVITSANOU Georgia (GRE),GALIC Alex
ITTF European Championships Budapest 2016,2016-10-18,GALIC Alex/MORET Rachel,GRZYBOWSKA-FRANC Katarzyna/PARTYKA Natalia,4,2,"13,7,13,13,5,11|11,11,11,11,11,5",R16,OTHER,WD,376,Main Draw,GALIC Alex (SLO) / MORET Rachel (SUI),GRZYBOWSKA-FRANC Katarzyna (POL) / PARTYKA Natalia (POL),GALIC Alex
ITTF European Championships Budapest 2016,2016-10-18,LI Ahmet/HU Melek,SCHMID Elia/ASCHWANDEN Rahel,3,0,"11,11,11|2,6,6",R32,OTHER,XD,376,Main Draw,LI Ahmet (TUR) / HU Melek (TUR),SCHMID Elia (SUI) / ASCHWANDEN Rahel (SUI),LI Ahmet
ITTF European Championships Budapest 2016,2016-10-18,LAKATOS Tamas/SZUDI Adam,KRASTEV Petyo/VALUCH Alexander,4,2,"10,11,11,11,6,14|12,6,7,6,11,12",R32,OTHER,MD,376,Main Draw,LAKATOS Tamas (HUN) / SZUDI Adam (HUN),KRASTEV Petyo (BUL) / VALUCH Alexander (SVK),LAKATOS Tamas
ITTF European Championships Budapest 2016,2016-10-18,GIONIS Panagiotis/WANG Yang,FLORE Tristan/LEBESSON Emmanuel,4,2,"10,11,9,13,11,12|12,9,11,11,7,10",R16,OTHER,MD,376,Main Draw,GIONIS Panagiotis (GRE) / WANG Yang (SVK),FLORE Tristan (FRA) / LEBESSON Emmanuel (FRA),GIONIS Panagiotis
ITTF European Championships Budapest 2016,2016-10-18,KARLSSON Kristian/KARLSSON Mattias,GIONIS Panagiotis/WANG Yang,4,2,"4,11,12,11,11,11|11,6,14,4,4,2",QF,OTHER,MD,376,Main Draw,KARLSSON Kristian (SWE) / KARLSSON Mattias (SWE),GIONIS Panagiotis (GRE) / WANG Yang (SVK),KARLSSON Kristian
ITTF European Championships Budapest 2016,2016-10-18,STOYANOV Niagol/VIVARELLI Debora,PISTEJ Lubomir/VARADY Barbora,3,0,,R32,OTHER,XD,376,Main Draw,STOYANOV Niagol (ITA) / VIVARELLI Debora (ITA),PISTEJ Lubomir (SVK) / VARADY Barbora (SVK),STOYANOV Niagol
ITTF European Championships Budapest 2016,2016-10-18,GERELL Par/KALLBERG Anton,GARDOS Robert/HABESOHN Daniel,4,2,"8,9,11,11,11,11|11,11,7,8,8,7",R32,OTHER,MD,376,Main Draw,GERELL Par (SWE) / KALLBERG Anton (SWE),GARDOS Robert (AUT) / HABESOHN Daniel (AUT),GERELL Par
ITTF European Championships Budapest 2016,2016-10-18,VARADY Barbora/MATELOVA Hana,BERGSTROM Linda/JONSSON Jennifer,4,1,"11,11,11,4,11|6,0,9,11,4",R32,OTHER,WD,376,Main Draw,VARADY Barbora (SVK) / MATELOVA Hana (CZE),BERGSTROM Linda (SWE) / JONSSON Jennifer (SWE),VARADY Barbora
ITTF European Championships Budapest 2016,2016-10-18,MONTEIRO Joao/DODEAN Daniela,KARLSSON Mattias/EKHOLM Matilda,3,2,"5,10,11,11,14|11,12,5,6,12",F,OTHER,XD,376,Main Draw,MONTEIRO Joao (POR) / DODEAN Daniela (ROU),KARLSSON Mattias (SWE) / EKHOLM Matilda (SWE),MONTEIRO Joao
ITTF European Championships Budapest 2016,2016-10-18,KARLSSON Kristian/KARLSSON Mattias,KOU Lei/LI Ahmet,4,0,"11,11,11,11|2,5,3,3",R16,OTHER,MD,376,Main Draw,KARLSSON Kristian (SWE) / KARLSSON Mattias (SWE),KOU Lei (UKR) / LI Ahmet (TUR),KARLSSON Kristian
ITTF European Championships Budapest 2016,2016-10-18,APOLONIA Tiago/GERALDO Joao,PRYSHCHEPA Ievgen/YEFIMOV Viktor,4,3,"6,11,11,5,13,9,11|11,7,9,11,11,11,8",R32,OTHER,MD,376,Main Draw,APOLONIA Tiago (POR) / GERALDO Joao (POR),PRYSHCHEPA Ievgen (UKR) / YEFIMOV Viktor (UKR),APOLONIA Tiago
