tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
ITTF Asian Championships Wuxi 2017,2017-04-09,PATKAR Madhurika,NYYAZGYLYJOVA Oguljennet,3,0,"11,11,11|6,2,5",R128,OTHER,WS,515,Main Draw,NYYAZGYLYJOVA Oguljennet (TKM),PATKAR Madhurika (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHOU Yu/CHEN Xingtong,TAZOE Kenta/MAEDA Miyu,3,0,"11,12,12|7,10,10",SF,OTHER,XD,515,Main Draw,ZHOU Yu (CHN) / CHEN Xingtong (CHN),TAZOE Kenta (JPN) / MAEDA Miyu (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,MORIZONO Masataka/ITO Mima,FANG Bo/WANG Manyu,3,2,"11,6,11,8,13|6,11,7,11,11",SF,OTHER,XD,515,Main Draw,MORIZONO Masataka (JPN) / ITO Mima (JPN),FANG Bo (KAZ) / WANG Manyu (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHOU Yu/CHEN Xingtong,MORIZONO Masataka/ITO Mima,3,1,"11,11,9,11|9,7,11,8",F,OTHER,XD,515,Main Draw,ZHOU Yu (CHN) / CHEN Xingtong (CHN),MORIZONO Masataka (JPN) / ITO Mima (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHU Yuling/CHEN Meng,MALSEVA Vilena/PLOTKO Mariya,3,0,"11,11,11|2,1,4",R32,OTHER,WD,515,Main Draw,ZHU Yuling (MAC) / CHEN Meng (CHN),MALSEVA Vilena (TKM) / PLOTKO Mariya (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,WANG Manyu/CHEN Ke,SAWETTABUT Suthasini/PARANANG Orawan,3,0,"11,11,11|8,8,8",R32,OTHER,WD,515,Main Draw,WANG Manyu (CHN) / CHEN Ke (CHN),SAWETTABUT Suthasini (THA) / PARANANG Orawan (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHU Yuling/CHEN Meng,NG Sock Khim/CHANG Li Sian,3,0,"11,11,11|1,4,3",R16,OTHER,WD,515,Main Draw,ZHU Yuling (MAC) / CHEN Meng (CHN),NG Sock Khim (MAS) / CHANG Li Sian (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHU Yuling/CHEN Meng,BATRA Manika/DAS Mouma,3,0,"11,11,11|7,3,8",QF,OTHER,WD,515,Main Draw,ZHU Yuling (MAC) / CHEN Meng (CHN),BATRA Manika (IND) / DAS Mouma (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,WANG Manyu/CHEN Ke,YANG Ha Eun/LEE Zion,3,1,"9,12,11,11|11,10,3,5",QF,OTHER,WD,515,Main Draw,WANG Manyu (CHN) / CHEN Ke (CHN),YANG Ha Eun (KOR) / LEE Zion (KOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHU Yuling/CHEN Meng,SATO Hitomi/HASHIMOTO Honoka,3,0,"11,11,11|9,5,8",SF,OTHER,WD,515,Main Draw,ZHU Yuling (MAC) / CHEN Meng (CHN),SATO Hitomi (JPN) / HASHIMOTO Honoka (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,WANG Manyu/CHEN Ke,ITO Mima/HAYATA Hina,3,0,"11,11,11|7,9,8",SF,OTHER,WD,515,Main Draw,WANG Manyu (CHN) / CHEN Ke (CHN),ITO Mima (JPN) / HAYATA Hina (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHU Yuling/CHEN Meng,WANG Manyu/CHEN Ke,3,1,"11,6,11,11|8,11,7,9",F,OTHER,WD,515,Main Draw,ZHU Yuling (MAC) / CHEN Meng (CHN),WANG Manyu (CHN) / CHEN Ke (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,FAN Zhendong/LIN Gaoyuan,CHINBAT Erdenebayar/BATKHISHIG Bilegt,3,0,"11,11,11|4,6,2",R32,OTHER,MD,515,Main Draw,FAN Zhendong (CHN) / LIN Gaoyuan (CHN),CHINBAT Erdenebayar (MGL) / BATKHISHIG Bilegt (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,FAN Zhendong/LIN Gaoyuan,DINH Quang Linh/NGUYEN Anh Tu,3,0,"11,11,12|1,8,10",R16,OTHER,MD,515,Main Draw,FAN Zhendong (CHN) / LIN Gaoyuan (CHN),DINH Quang Linh (VIE) / NGUYEN Anh Tu (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,FAN Zhendong/LIN Gaoyuan,PANG Xue Jie/GAO Ning,3,1,"11,11,7,11|4,7,11,4",QF,OTHER,MD,515,Main Draw,FAN Zhendong (CHN) / LIN Gaoyuan (CHN),PANG Xue Jie (SGP) / GAO Ning (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,FAN Zhendong/LIN Gaoyuan,NIWA Koki/YOSHIMURA Maharu,3,0,"11,11,11|5,9,3",SF,OTHER,MD,515,Main Draw,FAN Zhendong (CHN) / LIN Gaoyuan (CHN),NIWA Koki (JPN) / YOSHIMURA Maharu (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,FAN Zhendong/LIN Gaoyuan,FANG Bo/ZHOU Yu,3,1,"5,11,11,11|11,6,7,6",F,OTHER,MD,515,Main Draw,FAN Zhendong (CHN) / LIN Gaoyuan (CHN),FANG Bo (KAZ) / ZHOU Yu (CHN)
ITTF Asian Championships Wuxi 2017,2017-04-09,WONG Chun Ting/DOO Hoi Kem,DINH Quang Linh/MAI Trang,3,1,"11,4,11,11|7,11,7,3",R32,OTHER,XD,515,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),DINH Quang Linh (VIE) / MAI Trang (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,WONG Chun Ting/DOO Hoi Kem,CHOE Il/RI Mi Gyong,3,1,"11,4,11,11|7,11,9,6",R16,OTHER,XD,515,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),CHOE Il (PRK) / RI Mi Gyong (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHOU Yu/CHEN Xingtong,WONG Chun Ting/DOO Hoi Kem,3,1,"11,10,13,11|8,12,11,9",QF,OTHER,XD,515,Main Draw,ZHOU Yu (CHN) / CHEN Xingtong (CHN),WONG Chun Ting (HKG) / DOO Hoi Kem (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,NG Wing Nam/SOO Wai Yam,AKTER Rahima/ALAM Moumita,3,0,"11,11,11|4,4,5",R32,OTHER,WD,515,Main Draw,NG Wing Nam (HKG) / SOO Wai Yam (HKG),AKTER Rahima (BAN) / ALAM Moumita (BAN)
ITTF Asian Championships Wuxi 2017,2017-04-09,DOO Hoi Kem/LEE Ho Ching,NGUYEN Thi Viet Linh/GIANG Phan Hoang Tuong,3,0,"11,11,11|3,2,6",R32,OTHER,WD,515,Main Draw,DOO Hoi Kem (HKG) / LEE Ho Ching (HKG),NGUYEN Thi Viet Linh (VIE) / GIANG Phan Hoang Tuong (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,KIM Kyungah/SUH Hyo Won,NG Wing Nam/SOO Wai Yam,3,2,"9,11,11,9,11|11,6,5,11,7",R16,OTHER,WD,515,Main Draw,KIM Kyungah (KOR) / SUH Hyo Won (KOR),NG Wing Nam (HKG) / SOO Wai Yam (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,WANG Manyu/CHEN Ke,DOO Hoi Kem/LEE Ho Ching,3,2,"7,11,11,10,11|11,7,8,12,5",R16,OTHER,WD,515,Main Draw,WANG Manyu (CHN) / CHEN Ke (CHN),DOO Hoi Kem (HKG) / LEE Ho Ching (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,WONG Chun Ting/HO Kwan Kit,ACHANTA Sharath/SHETTY Sanil,3,2,"11,7,11,7,11|5,11,4,11,9",R16,OTHER,MD,515,Main Draw,WONG Chun Ting (HKG) / HO Kwan Kit (HKG),ACHANTA Sharath (IND) / SHETTY Sanil (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,WONG Chun Ting/HO Kwan Kit,LEE Sang Su/JANG Woojin,3,0,"11,11,11|7,8,7",QF,OTHER,MD,515,Main Draw,WONG Chun Ting (HKG) / HO Kwan Kit (HKG),LEE Sang Su (KOR) / JANG Woojin (KOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,FANG Bo/ZHOU Yu,WONG Chun Ting/HO Kwan Kit,3,0,"11,11,11|3,8,5",SF,OTHER,MD,515,Main Draw,FANG Bo (KAZ) / ZHOU Yu (CHN),WONG Chun Ting (HKG) / HO Kwan Kit (HKG)
ITTF Asian Championships Wuxi 2017,2017-04-09,AJI Donny/INDRIANI Lilis,ALDMAISY Zeyad/AL-WEDIAN Bara,3,0,"11,11,11|8,4,5",R64,OTHER,XD,515,Main Draw,AJI Donny (INA) / INDRIANI Lilis (INA),ALDMAISY Zeyad (JOR) / AL-WEDIAN Bara (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,TAZOE Kenta/MAEDA Miyu,AJI Donny/INDRIANI Lilis,3,0,"11,11,11|6,5,7",R32,OTHER,XD,515,Main Draw,TAZOE Kenta (JPN) / MAEDA Miyu (JPN),AJI Donny (INA) / INDRIANI Lilis (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,KIM Kyungah/SUH Hyo Won,INDRIANI Lilis/DWIJAYANTI Gustin,3,0,"11,11,11|3,8,5",R64,OTHER,WD,515,Main Draw,KIM Kyungah (KOR) / SUH Hyo Won (KOR),INDRIANI Lilis (INA) / DWIJAYANTI Gustin (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,HAWWA Kharisma Nur/OKTARIYANI Novita,AL ABRI Noora/HUSSAIN Kholoud,3,0,"11,15,11|9,13,4",R64,OTHER,WD,515,Main Draw,HAWWA Kharisma Nur (INA) / OKTARIYANI Novita (INA),AL ABRI Noora (QAT) / HUSSAIN Kholoud (QAT)
ITTF Asian Championships Wuxi 2017,2017-04-09,BHAGWANI Deepash/NEGARA Muhammad,AL-ABBAD Abdulaziz/ALKHAMIS Sultan,3,0,"11,11,11|3,7,5",R64,OTHER,MD,515,Main Draw,BHAGWANI Deepash (INA) / NEGARA Muhammad (INA),AL-ABBAD Abdulaziz (KSA) / ALKHAMIS Sultan (KSA)
ITTF Asian Championships Wuxi 2017,2017-04-09,BATRA Manika/DAS Mouma,ASHTARI Mahshid/SAFARI Saba,3,0,"11,11,11|3,4,6",R32,OTHER,WD,515,Main Draw,BATRA Manika (IND) / DAS Mouma (IND),ASHTARI Mahshid (IRI) / SAFARI Saba (IRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,MUKHERJEE Sutirtha/PATKAR Madhurika,HAWWA Kharisma Nur/OKTARIYANI Novita,3,0,"11,11,11|7,7,7",R32,OTHER,WD,515,Main Draw,MUKHERJEE Sutirtha (IND) / PATKAR Madhurika (IND),HAWWA Kharisma Nur (INA) / OKTARIYANI Novita (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,BATRA Manika/DAS Mouma,KOMWONG Nanthana/KHETKHUAN Tamolwan,3,1,"11,10,11,11|7,12,8,6",R16,OTHER,WD,515,Main Draw,BATRA Manika (IND) / DAS Mouma (IND),KOMWONG Nanthana (THA) / KHETKHUAN Tamolwan (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,YANG Ha Eun/LEE Zion,MUKHERJEE Sutirtha/PATKAR Madhurika,3,2,"11,7,9,11,11|9,11,11,1,6",R16,OTHER,WD,515,Main Draw,YANG Ha Eun (KOR) / LEE Zion (KOR),MUKHERJEE Sutirtha (IND) / PATKAR Madhurika (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,SHAHSAVARI Neda/SAMET Maryam,GUFRANOVA Rimma/KIM Olga,3,0,"11,11,11|7,3,7",R32,OTHER,WD,515,Main Draw,SHAHSAVARI Neda (IRI) / SAMET Maryam (IRI),GUFRANOVA Rimma (UZB) / KIM Olga (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,ITO Mima/HAYATA Hina,SHAHSAVARI Neda/SAMET Maryam,3,0,"11,11,13|5,9,11",R16,OTHER,WD,515,Main Draw,ITO Mima (JPN) / HAYATA Hina (JPN),SHAHSAVARI Neda (IRI) / SAMET Maryam (IRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,TAY Ming Han Maxxe/POH Ethan,TAHERKHANI Hamidreza/AHMADIAN Amin,3,2,"7,12,7,11,12|11,10,11,6,10",R64,OTHER,MD,515,Main Draw,TAY Ming Han Maxxe (SGP) / POH Ethan (SGP),TAHERKHANI Hamidreza (IRI) / AHMADIAN Amin (IRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,SANTOSO Ficky/DWIJAYANTI Gustin,ABO YAMAN Zaid/ABUYAMAN Sewar,3,0,"11,11,11|6,9,8",R64,OTHER,XD,515,Main Draw,SANTOSO Ficky (INA) / DWIJAYANTI Gustin (INA),ABO YAMAN Zaid (JOR) / ABUYAMAN Sewar (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,MAI Trang/NGUYEN Thi Nga,ABUYAMAN Sewar/ABO-YAMAN Taimmaa,3,0,"11,11,11|3,6,4",R64,OTHER,WD,515,Main Draw,MAI Trang (VIE) / NGUYEN Thi Nga (VIE),ABUYAMAN Sewar (JOR) / ABO-YAMAN Taimmaa (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,SALAMEH Mohammad/KHADER Khaled,AHMED Moosa/NASEEM Mohamed,3,0,"11,11,11|9,5,6",R64,OTHER,MD,515,Main Draw,SALAMEH Mohammad (JOR) / KHADER Khaled (JOR),AHMED Moosa (MDV) / NASEEM Mohamed (MDV)
ITTF Asian Championships Wuxi 2017,2017-04-09,ABO YAMAN Zaid/ALDMAISY Zeyad,CHEONG Chi Chon/WANG Chun,3,2,"9,11,11,8,11|11,6,6,11,4",R64,OTHER,MD,515,Main Draw,ABO YAMAN Zaid (JOR) / ALDMAISY Zeyad (JOR),CHEONG Chi Chon (MAC) / WANG Chun (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,DINH Quang Linh/NGUYEN Anh Tu,SALAMEH Mohammad/KHADER Khaled,3,0,"11,11,11|5,3,5",R32,OTHER,MD,515,Main Draw,DINH Quang Linh (VIE) / NGUYEN Anh Tu (VIE),SALAMEH Mohammad (JOR) / KHADER Khaled (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,MORIZONO Masataka/ITO Mima,CHEONG Chi Cheng/WANG Lu,3,0,"11,12,11|5,10,6",R32,OTHER,XD,515,Main Draw,MORIZONO Masataka (JPN) / ITO Mima (JPN),CHEONG Chi Cheng (MAC) / WANG Lu (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,MORIZONO Masataka/ITO Mima,KIM Minseok/LEE Zion,3,2,"11,11,7,10,11|8,1,11,12,4",R16,OTHER,XD,515,Main Draw,MORIZONO Masataka (JPN) / ITO Mima (JPN),KIM Minseok (KOR) / LEE Zion (KOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,TAZOE Kenta/MAEDA Miyu,LEE Sang Su/YANG Ha Eun,3,1,"11,12,9,11|4,10,11,5",QF,OTHER,XD,515,Main Draw,TAZOE Kenta (JPN) / MAEDA Miyu (JPN),LEE Sang Su (KOR) / YANG Ha Eun (KOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,MORIZONO Masataka/ITO Mima,CHEN Chien-An/CHENG I-Ching,3,0,"11,11,11|7,6,7",QF,OTHER,XD,515,Main Draw,MORIZONO Masataka (JPN) / ITO Mima (JPN),CHEN Chien-An (TPE) / CHENG I-Ching (TPE)
ITTF Asian Championships Wuxi 2017,2017-04-09,OSHIMA Yuya/MORIZONO Masataka,ZHOLUDEV Denis/KENZHIGULOV Aidos,3,0,"11,11,11|3,1,3",R32,OTHER,MD,515,Main Draw,OSHIMA Yuya (JPN) / MORIZONO Masataka (JPN),ZHOLUDEV Denis (KAZ) / KENZHIGULOV Aidos (KAZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,OSHIMA Yuya/MORIZONO Masataka,YANG Heng-Wei/HUNG Tzu-Hsiang,3,0,"12,11,11|10,4,5",R16,OTHER,MD,515,Main Draw,OSHIMA Yuya (JPN) / MORIZONO Masataka (JPN),YANG Heng-Wei (TPE) / HUNG Tzu-Hsiang (TPE)
ITTF Asian Championships Wuxi 2017,2017-04-09,FANG Bo/ZHOU Yu,OSHIMA Yuya/MORIZONO Masataka,3,1,"6,11,11,11|11,7,8,7",QF,OTHER,MD,515,Main Draw,FANG Bo (KAZ) / ZHOU Yu (CHN),OSHIMA Yuya (JPN) / MORIZONO Masataka (JPN)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHOLUDEV Denis/SLADKOVA Nataliya,CHINBAT Erdenebayar/MUNKHBAT Undram,3,2,"9,9,11,11,11|11,11,9,9,7",R64,OTHER,XD,515,Main Draw,ZHOLUDEV Denis (KAZ) / SLADKOVA Nataliya (KAZ),CHINBAT Erdenebayar (MGL) / MUNKHBAT Undram (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,KENZHIGULOV Aidos/AKASHEVA Zauresh,PARAG Masud Rana/AKTER Rahima,3,0,"11,11,17|7,9,15",R64,OTHER,XD,515,Main Draw,KENZHIGULOV Aidos (KAZ) / AKASHEVA Zauresh (KAZ),PARAG Masud Rana (BAN) / AKTER Rahima (BAN)
ITTF Asian Championships Wuxi 2017,2017-04-09,NGUYEN Thi Viet Linh/GIANG Phan Hoang Tuong,GATS Yuliya/AKASHEVA Zauresh,3,2,"8,11,11,11,11|11,6,13,6,7",R64,OTHER,WD,515,Main Draw,NGUYEN Thi Viet Linh (VIE) / GIANG Phan Hoang Tuong (VIE),GATS Yuliya (KAZ) / AKASHEVA Zauresh (KAZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHOLUDEV Denis/KENZHIGULOV Aidos,JARGALSAIKHAN Munkhzorig/TULGUUR Chinzorig,3,2,"5,11,11,7,11|11,5,8,11,3",R64,OTHER,MD,515,Main Draw,ZHOLUDEV Denis (KAZ) / KENZHIGULOV Aidos (KAZ),JARGALSAIKHAN Munkhzorig (MGL) / TULGUUR Chinzorig (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,NASEEM Mohamed/NAZIM Aishath,AKHMEDZHANOV Mukhammed/AIAZBEKOVA Nurkyz,3,0,"11,11,11|8,9,9",R64,OTHER,XD,515,Main Draw,NASEEM Mohamed (MDV) / NAZIM Aishath (MDV),AKHMEDZHANOV Mukhammed (KGZ) / AIAZBEKOVA Nurkyz (KGZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,PAK Sin Hyok/RI Hyon Sim,SAGYNDYKOV Talgat/OMURALIEVA Altynai,3,0,"11,11,11|1,5,1",R64,OTHER,XD,515,Main Draw,PAK Sin Hyok (PRK) / RI Hyon Sim (PRK),SAGYNDYKOV Talgat (KGZ) / OMURALIEVA Altynai (KGZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,WANG Manyu/CHEN Ke,MODUBASHOVA Elina/OMURALIEVA Altynai,3,0,"11,11,11|1,1,2",R64,OTHER,WD,515,Main Draw,WANG Manyu (CHN) / CHEN Ke (CHN),MODUBASHOVA Elina (KGZ) / OMURALIEVA Altynai (KGZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,KOMWONG Nanthana/KHETKHUAN Tamolwan,AIAZBEKOVA Zhyldyz/AIAZBEKOVA Nurkyz,3,0,"11,11,11|5,2,4",R32,OTHER,WD,515,Main Draw,KOMWONG Nanthana (THA) / KHETKHUAN Tamolwan (THA),AIAZBEKOVA Zhyldyz (KGZ) / AIAZBEKOVA Nurkyz (KGZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,KIM Kyungah/SUH Hyo Won,LIU Hsing-Yin/CHENG Hsien-Tzu,3,0,"11,11,11|4,7,4",R32,OTHER,WD,515,Main Draw,KIM Kyungah (KOR) / SUH Hyo Won (KOR),LIU Hsing-Yin (TPE) / CHENG Hsien-Tzu (TPE)
ITTF Asian Championships Wuxi 2017,2017-04-09,SATO Hitomi/HASHIMOTO Honoka,KIM Kyungah/SUH Hyo Won,3,1,"11,11,7,12|8,7,11,10",QF,OTHER,WD,515,Main Draw,SATO Hitomi (JPN) / HASHIMOTO Honoka (JPN),KIM Kyungah (KOR) / SUH Hyo Won (KOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,JEONG Sangeun/KIM Minseok,IBRAHIM Muhd Shakirin/CHOONG Javen,3,1,"11,8,11,11|7,11,3,6",R64,OTHER,MD,515,Main Draw,JEONG Sangeun (KOR) / KIM Minseok (KOR),IBRAHIM Muhd Shakirin (MAS) / CHOONG Javen (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,NG Pak Nam/LAM Siu Hang,JEONG Sangeun/KIM Minseok,3,0,"11,11,11|9,8,5",R32,OTHER,MD,515,Main Draw,NG Pak Nam (HKG) / LAM Siu Hang (HKG),JEONG Sangeun (KOR) / KIM Minseok (KOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,YANG Heng-Wei/HUNG Tzu-Hsiang,ALKHADRAWI Ali/BU SHULAYBI Abdulaziz,3,1,"8,11,11,11|11,9,8,3",R32,OTHER,MD,515,Main Draw,YANG Heng-Wei (TPE) / HUNG Tzu-Hsiang (TPE),ALKHADRAWI Ali (KSA) / BU SHULAYBI Abdulaziz (KSA)
ITTF Asian Championships Wuxi 2017,2017-04-09,SULTONOV Islombek/KHALIKOVA Kamila,FAHES Ghaleb/KECHICHIAN Noel,3,1,"8,11,11,11|11,2,7,5",R64,OTHER,XD,515,Main Draw,SULTONOV Islombek (UZB) / KHALIKOVA Kamila (UZB),FAHES Ghaleb (LBN) / KECHICHIAN Noel (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,ITO Mima/HAYATA Hina,KECHICHIAN Noel/SAHAKIAN Mariana,3,0,"11,11,11|5,2,3",R32,OTHER,WD,515,Main Draw,ITO Mima (JPN) / HAYATA Hina (JPN),KECHICHIAN Noel (LBN) / SAHAKIAN Mariana (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,TESHABOEV Kutbidillo/SULTONOV Islombek,FAHES Ghaleb/HARB Ahmad,3,0,"13,13,11|11,11,3",R64,OTHER,MD,515,Main Draw,TESHABOEV Kutbidillo (UZB) / SULTONOV Islombek (UZB),FAHES Ghaleb (LBN) / HARB Ahmad (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHOE Il/RI Mi Gyong,CHANG Hoi Wa/CHONG Weng I,3,0,"11,11,11|7,5,1",R64,OTHER,XD,515,Main Draw,CHOE Il (PRK) / RI Mi Gyong (PRK),CHANG Hoi Wa (MAC) / CHONG Weng I (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHEONG Chi Cheng/WANG Lu,NURGELDIYEV Annaberdi/BALLYYEVA Enejan,3,0,"11,11,11|4,8,4",R64,OTHER,XD,515,Main Draw,CHEONG Chi Cheng (MAC) / WANG Lu (MAC),NURGELDIYEV Annaberdi (TKM) / BALLYYEVA Enejan (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,HAIQAL Muhamad Ashraf/LEE Rou You,NGUYEN Anh Tu/GIANG Phan Hoang Tuong,3,2,"8,11,11,11,11|11,6,7,13,8",R64,OTHER,XD,515,Main Draw,HAIQAL Muhamad Ashraf (MAS) / LEE Rou You (MAS),NGUYEN Anh Tu (VIE) / GIANG Phan Hoang Tuong (VIE)
ITTF Asian Championships Wuxi 2017,2017-04-09,IBRAHIM Muhd Shakirin/NG Sock Khim,TAY Ming Han Maxxe/ZHANG Wanling,3,1,"8,11,11,11|11,8,5,5",R32,OTHER,XD,515,Main Draw,IBRAHIM Muhd Shakirin (MAS) / NG Sock Khim (MAS),TAY Ming Han Maxxe (SGP) / ZHANG Wanling (SGP)
ITTF Asian Championships Wuxi 2017,2017-04-09,KIM Minseok/LEE Zion,HAIQAL Muhamad Ashraf/LEE Rou You,3,0,"11,11,11|7,3,5",R32,OTHER,XD,515,Main Draw,KIM Minseok (KOR) / LEE Zion (KOR),HAIQAL Muhamad Ashraf (MAS) / LEE Rou You (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,LEE Sang Su/YANG Ha Eun,IBRAHIM Muhd Shakirin/NG Sock Khim,3,0,"14,11,11|12,5,9",R16,OTHER,XD,515,Main Draw,LEE Sang Su (KOR) / YANG Ha Eun (KOR),IBRAHIM Muhd Shakirin (MAS) / NG Sock Khim (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,LEONG Chee Feng/HAIQAL Muhamad Ashraf,SANTOSO Ficky/AJI Donny,3,0,"11,11,11|6,7,8",R64,OTHER,MD,515,Main Draw,LEONG Chee Feng (MAS) / HAIQAL Muhamad Ashraf (MAS),SANTOSO Ficky (INA) / AJI Donny (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,DOAN Ba Tuan Anh/NGUYEN Duc Tuan,LEONG Chee Feng/HAIQAL Muhamad Ashraf,3,1,"8,11,12,11|11,8,10,8",R32,OTHER,MD,515,Main Draw,DOAN Ba Tuan Anh (VIE) / NGUYEN Duc Tuan (VIE),LEONG Chee Feng (MAS) / HAIQAL Muhamad Ashraf (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHOU Yu/CHEN Xingtong,NASEEM Mohamed/NAZIM Aishath,3,0,"11,11,11|4,4,3",R32,OTHER,XD,515,Main Draw,ZHOU Yu (CHN) / CHEN Xingtong (CHN),NASEEM Mohamed (MDV) / NAZIM Aishath (MDV)
ITTF Asian Championships Wuxi 2017,2017-04-09,AKTER Rahima/ALAM Moumita,NAZIM Aishath/NIMAL Fathimath,3,1,"11,11,11,12|5,7,13,10",R64,OTHER,WD,515,Main Draw,AKTER Rahima (BAN) / ALAM Moumita (BAN),NAZIM Aishath (MDV) / NIMAL Fathimath (MDV)
ITTF Asian Championships Wuxi 2017,2017-04-09,RI Hyon Sim/RI Mi Gyong,SHAREEF Aminath/RASHEED Aishath Fadhuwa,3,0,"11,11,11|2,2,2",R64,OTHER,WD,515,Main Draw,RI Hyon Sim (PRK) / RI Mi Gyong (PRK),SHAREEF Aminath (MDV) / RASHEED Aishath Fadhuwa (MDV)
ITTF Asian Championships Wuxi 2017,2017-04-09,ASHTARI Mahshid/SAFARI Saba,BATMUNKH Bolor-Erdene/BAYARSAIKHAN Urantogos,3,0,"11,11,11|3,7,7",R64,OTHER,WD,515,Main Draw,ASHTARI Mahshid (IRI) / SAFARI Saba (IRI),BATMUNKH Bolor-Erdene (MGL) / BAYARSAIKHAN Urantogos (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,MUNKHBAT Undram/BATBAYAR Doljinzuu,MADURANGI Ishara/RAJAGURU Bandara,3,2,"11,8,11,9,11|9,11,8,11,7",R64,OTHER,WD,515,Main Draw,MUNKHBAT Undram (MGL) / BATBAYAR Doljinzuu (MGL),MADURANGI Ishara (SRI) / RAJAGURU Bandara (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,YANG Ha Eun/LEE Zion,MUNKHBAT Undram/BATBAYAR Doljinzuu,3,0,"11,11,11|3,6,2",R32,OTHER,WD,515,Main Draw,YANG Ha Eun (KOR) / LEE Zion (KOR),MUNKHBAT Undram (MGL) / BATBAYAR Doljinzuu (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHEONG Chi Cheng/CHANG Hoi Wa,ALRAISI Asad/AL QARANI Said,3,0,"11,11,11|6,7,5",R64,OTHER,MD,515,Main Draw,CHEONG Chi Cheng (MAC) / CHANG Hoi Wa (MAC),ALRAISI Asad (OMA) / AL QARANI Said (OMA)
