tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Team Table Tennis Championships Dortmund 2012,2012-03-25,FREITAS Marcos,PLATONOV Pavel,3,1,"11,11,11,11|13,7,3,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,FREITAS Marcos (POR),PLATONOV Pavel (BLR),FREITAS Marcos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHTCHETININE Evgueni,MENDES Enio,3,0,"11,11,11|7,8,3",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CHTCHETININE Evgueni (BLR),MENDES Enio (POR),CHTCHETININE Evgueni
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PLATONOV Pavel,MONTEIRO Joao,3,2,"11,10,6,11,11|7,12,11,8,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PLATONOV Pavel (BLR),MONTEIRO Joao (POR),PLATONOV Pavel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JIANG Tianyi,KUCHUK Aleksandr,3,0,"11,11,11|7,6,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JIANG Tianyi (HKG),KUCHUK Aleksandr (BLR),JIANG Tianyi
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PLATONOV Pavel,LEUNG Chu Yan,3,1,"11,8,11,11|9,11,9,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PLATONOV Pavel (BLR),LEUNG Chu Yan (HKG),PLATONOV Pavel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LI Ching,BARABANOV Kiryl,3,0,"11,11,11|8,8,2",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,LI Ching (HKG),BARABANOV Kiryl (BLR),LI Ching
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LEUNG Chu Yan,KUCHUK Aleksandr,3,0,"11,11,11|9,3,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,LEUNG Chu Yan (HKG),KUCHUK Aleksandr (BLR),LEUNG Chu Yan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,WANG Zengyi,MENDES Enio,3,2,"8,11,11,13,11|11,9,13,11,2",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,WANG Zengyi (POL),MENDES Enio (POR),WANG Zengyi
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SILVA Andre,KOSOWSKI Jakub,3,2,"12,5,10,11,12|10,11,12,8,10",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SILVA Andre (POR),KOSOWSKI Jakub (POL),SILVA Andre
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MONTEIRO Joao,FLORAS Robert,3,0,"11,12,12|5,10,10",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,MONTEIRO Joao (POR),FLORAS Robert (POL),MONTEIRO Joao
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SILVA Andre,WANG Zengyi,3,2,"9,11,11,3,11|11,7,8,11,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SILVA Andre (POR),WANG Zengyi (POL),SILVA Andre
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BENTSEN Allan,KOLAREK Tomislav,3,1,"11,7,11,11|9,11,9,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,BENTSEN Allan (DEN),KOLAREK Tomislav (CRO),BENTSEN Allan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ZUBCIC Tomislav,STERNBERG Kasper,3,2,"8,11,11,8,11|11,3,4,11,4",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,ZUBCIC Tomislav (CRO),STERNBERG Kasper (DEN),ZUBCIC Tomislav
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HINDERSSON Mikkel,KOJIC Frane,3,2,"15,11,7,11,11|17,4,11,8,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,HINDERSSON Mikkel (DEN),KOJIC Frane (CRO),HINDERSSON Mikkel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KOLAREK Tomislav,STERNBERG Kasper,3,2,"11,6,11,6,11|7,11,9,11,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KOLAREK Tomislav (CRO),STERNBERG Kasper (DEN),KOLAREK Tomislav
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BENTSEN Allan,ZUBCIC Tomislav,3,2,"7,11,14,2,11|11,6,12,11,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,BENTSEN Allan (DEN),ZUBCIC Tomislav (CRO),BENTSEN Allan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KORBEL Petr,KREANGA Kalinikos,3,2,"12,4,11,7,11|10,11,5,11,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KORBEL Petr (CZE),KREANGA Kalinikos (GRE),KORBEL Petr
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GIONIS Panagiotis,GAVLAS Antonin,3,1,"7,11,11,11|11,5,8,2",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GIONIS Panagiotis (GRE),GAVLAS Antonin (CZE),GIONIS Panagiotis
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OBESLO Michal,PAPAGEORGIOU Konstantinos,3,1,"12,11,8,11|10,8,11,4",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,OBESLO Michal (CZE),PAPAGEORGIOU Konstantinos (GRE),OBESLO Michal
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GIONIS Panagiotis,KORBEL Petr,3,0,"11,11,11|2,8,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GIONIS Panagiotis (GRE),KORBEL Petr (CZE),GIONIS Panagiotis
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KREANGA Kalinikos,GAVLAS Antonin,3,2,"11,4,11,9,11|9,11,9,11,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KREANGA Kalinikos (GRE),GAVLAS Antonin (CZE),KREANGA Kalinikos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HE Zhiwen,PISTEJ Lubomir,3,1,"9,11,11,11|11,9,8,4",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,HE Zhiwen (ESP),PISTEJ Lubomir (SVK),HE Zhiwen
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KEINATH Thomas,MACHADO Carlos,3,1,"11,11,8,11|2,9,11,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KEINATH Thomas (SVK),MACHADO Carlos (ESP),KEINATH Thomas
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SEREDA Peter,CANTERO Jesus,3,1,"12,6,11,14|10,11,7,12",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SEREDA Peter (SVK),CANTERO Jesus (ESP),SEREDA Peter
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KEINATH Thomas,HE Zhiwen,3,1,"6,11,12,11|11,6,10,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KEINATH Thomas (SVK),HE Zhiwen (ESP),KEINATH Thomas
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JAKAB Janos,HORVAT Mitja,3,0,"11,11,11|5,6,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JAKAB Janos (HUN),HORVAT Mitja (SLO),JAKAB Janos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PATTANTYUS Adam,ZIBRAT Jan,3,1,"11,11,10,11|9,9,12,4",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PATTANTYUS Adam (HUN),ZIBRAT Jan (SLO),PATTANTYUS Adam
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LASAN Sas,KOSIBA Daniel,3,1,"11,11,7,11|6,8,11,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,LASAN Sas (SLO),KOSIBA Daniel (HUN),LASAN Sas
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ZIBRAT Jan,JAKAB Janos,3,2,"14,3,7,13,16|12,11,11,11,14",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,ZIBRAT Jan (SLO),JAKAB Janos (HUN),ZIBRAT Jan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PATTANTYUS Adam,HORVAT Mitja,3,1,"7,11,11,11|11,4,4,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PATTANTYUS Adam (HUN),HORVAT Mitja (SLO),PATTANTYUS Adam
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JANG Song Man,BENTSEN Allan,3,1,"11,10,11,12|7,12,4,10",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JANG Song Man (PRK),BENTSEN Allan (DEN),JANG Song Man
World Team Table Tennis Championships Dortmund 2012,2012-03-25,STERNBERG Kasper,KIM Hyok Bong,3,2,"3,11,4,11,11|11,4,11,4,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,STERNBERG Kasper (DEN),KIM Hyok Bong (PRK),STERNBERG Kasper
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KIM Chol Jin,HINDERSSON Mikkel,3,2,"11,11,6,11,11|6,13,11,9,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KIM Chol Jin (PRK),HINDERSSON Mikkel (DEN),KIM Chol Jin
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JANG Song Man,STERNBERG Kasper,3,0,"11,11,11|8,2,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JANG Song Man (PRK),STERNBERG Kasper (DEN),JANG Song Man
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GIONIS Panagiotis,LEBESSON Emmanuel,3,2,"12,7,11,9,11|10,11,4,11,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GIONIS Panagiotis (GRE),LEBESSON Emmanuel (FRA),GIONIS Panagiotis
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GAUZY Simon,LAGOGIANNIS Konstantinos,3,1,"11,8,11,11|9,11,6,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GAUZY Simon (FRA),LAGOGIANNIS Konstantinos (GRE),GAUZY Simon
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PAPAGEORGIOU Konstantinos,ROBINOT Quentin,3,2,"11,7,2,12,11|7,11,11,10,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PAPAGEORGIOU Konstantinos (GRE),ROBINOT Quentin (FRA),PAPAGEORGIOU Konstantinos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GIONIS Panagiotis,GAUZY Simon,3,0,"11,11,11|7,4,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GIONIS Panagiotis (GRE),GAUZY Simon (FRA),GIONIS Panagiotis
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PETO Zsolt,BARDON Michal,3,1,"5,11,11,14|11,5,4,12",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PETO Zsolt (SRB),BARDON Michal (SVK),PETO Zsolt
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KARAKASEVIC Aleksandar,KEINATH Thomas,3,2,"11,11,6,8,11|4,6,11,11,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KARAKASEVIC Aleksandar (SRB),KEINATH Thomas (SVK),KARAKASEVIC Aleksandar
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PISTEJ Lubomir,JEVTOVIC Marko,3,0,"13,11,11|11,5,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PISTEJ Lubomir (SVK),JEVTOVIC Marko (SRB),PISTEJ Lubomir
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KARAKASEVIC Aleksandar,BARDON Michal,3,0,"12,11,11|10,8,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KARAKASEVIC Aleksandar (SRB),BARDON Michal (SVK),KARAKASEVIC Aleksandar
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SHIBAEV Alexander,PATTANTYUS Adam,3,1,"10,11,11,11|12,5,9,3",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SHIBAEV Alexander (RUS),PATTANTYUS Adam (HUN),SHIBAEV Alexander
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KUZMIN Fedor,KOSIBA Daniel,3,1,"8,11,11,11|11,6,6,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KUZMIN Fedor (RUS),KOSIBA Daniel (HUN),KUZMIN Fedor
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RUBTSOV Igor,ZWICKL Daniel,3,2,"6,11,6,11,11|11,6,11,9,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,RUBTSOV Igor (RUS),ZWICKL Daniel (HUN),RUBTSOV Igor
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KIM Hyok Bong,PAPAGEORGIOU Konstantinos,3,0,"11,11,11|2,5,1",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KIM Hyok Bong (PRK),PAPAGEORGIOU Konstantinos (GRE),KIM Hyok Bong
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LAGOGIANNIS Konstantinos,JANG Song Man,3,1,"13,11,3,11|11,9,11,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,LAGOGIANNIS Konstantinos (GRE),JANG Song Man (PRK),LAGOGIANNIS Konstantinos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GIONIS Panagiotis,KIM Chol Jin,3,1,"8,11,11,11|11,5,9,2",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GIONIS Panagiotis (GRE),KIM Chol Jin (PRK),GIONIS Panagiotis
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JANG Song Man,PAPAGEORGIOU Konstantinos,3,0,"11,11,11|5,4,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JANG Song Man (PRK),PAPAGEORGIOU Konstantinos (GRE),JANG Song Man
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KIM Hyok Bong,LAGOGIANNIS Konstantinos,3,0,"11,13,13|7,11,11",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KIM Hyok Bong (PRK),LAGOGIANNIS Konstantinos (GRE),KIM Hyok Bong
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JEVTOVIC Marko,KUZMIN Fedor,3,2,"13,11,2,11,14|15,9,11,8,12",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JEVTOVIC Marko (SRB),KUZMIN Fedor (RUS),JEVTOVIC Marko
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SMIRNOV Alexey,PETO Zsolt,3,1,"5,11,11,12|11,8,9,10",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SMIRNOV Alexey (RUS),PETO Zsolt (SRB),SMIRNOV Alexey
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SHIBAEV Alexander,SUBOTIC Dragan,3,0,"11,11,11|2,3,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SHIBAEV Alexander (RUS),SUBOTIC Dragan (SRB),SHIBAEV Alexander
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SMIRNOV Alexey,JEVTOVIC Marko,3,1,"8,12,11,11|11,10,9,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SMIRNOV Alexey (RUS),JEVTOVIC Marko (SRB),SMIRNOV Alexey
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JANG Song Man,KUZMIN Fedor,3,1,"11,2,11,11|8,11,6,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JANG Song Man (PRK),KUZMIN Fedor (RUS),JANG Song Man
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SHIBAEV Alexander,KIM Hyok Bong,3,1,"11,12,10,11|4,10,12,3",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SHIBAEV Alexander (RUS),KIM Hyok Bong (PRK),SHIBAEV Alexander
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SKACHKOV Kirill,KIM Song Nam,3,0,"11,11,13|6,3,11",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SKACHKOV Kirill (RUS),KIM Song Nam (PRK),SKACHKOV Kirill
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JANG Song Man,SHIBAEV Alexander,3,1,"11,11,7,11|9,9,11,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JANG Song Man (PRK),SHIBAEV Alexander (RUS),JANG Song Man
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KIM Hyok Bong,KUZMIN Fedor,3,2,"5,11,9,11,12|11,8,11,9,10",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KIM Hyok Bong (PRK),KUZMIN Fedor (RUS),KIM Hyok Bong
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PAPAGEORGIOU Konstantinos,SUBOTIC Dragan,3,0,"11,11,11|4,3,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PAPAGEORGIOU Konstantinos (GRE),SUBOTIC Dragan (SRB),PAPAGEORGIOU Konstantinos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PETO Zsolt,LAGOGIANNIS Konstantinos,3,0,"13,11,11|11,4,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PETO Zsolt (SRB),LAGOGIANNIS Konstantinos (GRE),PETO Zsolt
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GIONIS Panagiotis,JEVTOVIC Marko,3,1,"11,8,11,11|7,11,3,3",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GIONIS Panagiotis (GRE),JEVTOVIC Marko (SRB),GIONIS Panagiotis
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LAGOGIANNIS Konstantinos,SUBOTIC Dragan,3,2,"8,11,11,8,11|11,7,2,11,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,LAGOGIANNIS Konstantinos (GRE),SUBOTIC Dragan (SRB),LAGOGIANNIS Konstantinos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,STERNBERG Kasper,ROBINOT Quentin,3,1,"5,11,11,11|11,4,4,3",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,STERNBERG Kasper (DEN),ROBINOT Quentin (FRA),STERNBERG Kasper
World Team Table Tennis Championships Dortmund 2012,2012-03-25,FLORE Tristan,BENTSEN Allan,3,1,"8,11,11,11|11,7,8,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,FLORE Tristan (FRA),BENTSEN Allan (DEN),FLORE Tristan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LEBESSON Emmanuel,HINDERSSON Mikkel,3,0,"11,11,11|2,5,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,LEBESSON Emmanuel (FRA),HINDERSSON Mikkel (DEN),LEBESSON Emmanuel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BENTSEN Allan,ROBINOT Quentin,3,2,"11,8,9,11,11|4,11,11,6,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,BENTSEN Allan (DEN),ROBINOT Quentin (FRA),BENTSEN Allan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SEREDA Peter,KOSIBA Daniel,3,1,"7,11,11,11|11,6,8,4",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SEREDA Peter (SVK),KOSIBA Daniel (HUN),SEREDA Peter
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JAKAB Janos,PISTEJ Lubomir,3,0,"11,11,11|9,4,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JAKAB Janos (HUN),PISTEJ Lubomir (SVK),JAKAB Janos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PATTANTYUS Adam,BARDON Michal,3,1,"11,7,11,11|6,11,9,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PATTANTYUS Adam (HUN),BARDON Michal (SVK),PATTANTYUS Adam
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JAKAB Janos,SEREDA Peter,3,2,"11,8,5,11,11|9,11,11,5,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JAKAB Janos (HUN),SEREDA Peter (SVK),JAKAB Janos
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ZWICKL Daniel,ROBINOT Quentin,3,1,"11,11,9,12|5,9,11,10",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,ZWICKL Daniel (HUN),ROBINOT Quentin (FRA),ZWICKL Daniel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PATTANTYUS Adam,FLORE Tristan,3,0,"11,11,11|5,3,4",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PATTANTYUS Adam (HUN),FLORE Tristan (FRA),PATTANTYUS Adam
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LEBESSON Emmanuel,KOSIBA Daniel,3,0,"11,11,11|4,4,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,LEBESSON Emmanuel (FRA),KOSIBA Daniel (HUN),LEBESSON Emmanuel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ZWICKL Daniel,FLORE Tristan,3,2,"3,6,12,11,11|11,11,10,7,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,ZWICKL Daniel (HUN),FLORE Tristan (FRA),ZWICKL Daniel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PISTEJ Lubomir,GROTH Jonathan,3,1,"9,18,12,11|11,16,10,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,PISTEJ Lubomir (SVK),GROTH Jonathan (DEN),PISTEJ Lubomir
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BARDON Michal,STERNBERG Kasper,3,2,"8,15,11,11,11|11,13,13,8,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,BARDON Michal (SVK),STERNBERG Kasper (DEN),BARDON Michal
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SEREDA Peter,HINDERSSON Mikkel,3,1,"9,11,11,11|11,5,6,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,SEREDA Peter (SVK),HINDERSSON Mikkel (DEN),SEREDA Peter
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OBESLO Michal,ZUBCIC Tomislav,3,2,"11,11,7,6,11|6,8,11,11,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,OBESLO Michal (CZE),ZUBCIC Tomislav (CRO),OBESLO Michal
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KOJIC Frane,JANCARIK Lubomir,3,2,"9,11,11,5,11|11,9,8,11,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KOJIC Frane (CRO),JANCARIK Lubomir (CZE),KOJIC Frane
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GACINA Andrej,GAVLAS Antonin,3,0,"12,11,11|10,6,4",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GACINA Andrej (CRO),GAVLAS Antonin (CZE),GACINA Andrej
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JANCARIK Lubomir,ZUBCIC Tomislav,3,1,"11,6,13,11|9,11,11,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JANCARIK Lubomir (CZE),ZUBCIC Tomislav (CRO),JANCARIK Lubomir
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KOJIC Frane,OBESLO Michal,3,2,"12,9,11,6,11|10,11,8,11,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KOJIC Frane (CRO),OBESLO Michal (CZE),KOJIC Frane
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DURAN Marc,LASAN Sas,3,0,"11,11,11|8,6,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,DURAN Marc (ESP),LASAN Sas (SLO),DURAN Marc
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ZIBRAT Jan,CANTERO Jesus,3,1,"13,11,9,12|11,7,11,10",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,ZIBRAT Jan (SLO),CANTERO Jesus (ESP),ZIBRAT Jan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HORVAT Mitja,CARNEROS Alfredo,3,1,"11,11,6,11|4,9,11,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,HORVAT Mitja (SLO),CARNEROS Alfredo (ESP),HORVAT Mitja
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DURAN Marc,ZIBRAT Jan,3,0,"11,11,11|8,8,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,DURAN Marc (ESP),ZIBRAT Jan (SLO),DURAN Marc
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CANTERO Jesus,LASAN Sas,3,1,"13,11,10,11|11,8,12,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CANTERO Jesus (ESP),LASAN Sas (SLO),CANTERO Jesus
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CANTERO Jesus,KOJIC Frane,3,1,"11,9,11,18|9,11,6,16",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,CANTERO Jesus (ESP),KOJIC Frane (CRO),CANTERO Jesus
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DURAN Marc,ZUBCIC Tomislav,3,0,"11,11,11|8,9,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,DURAN Marc (ESP),ZUBCIC Tomislav (CRO),DURAN Marc
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KOLAREK Tomislav,CARNEROS Alfredo,3,0,"11,12,11|5,10,6",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,KOLAREK Tomislav (CRO),CARNEROS Alfredo (ESP),KOLAREK Tomislav
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DURAN Marc,KOJIC Frane,3,1,"3,11,11,11|11,5,5,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,DURAN Marc (ESP),KOJIC Frane (CRO),DURAN Marc
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JANCARIK Lubomir,LASAN Sas,3,0,"11,11,11|6,7,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,JANCARIK Lubomir (CZE),LASAN Sas (SLO),JANCARIK Lubomir
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GAVLAS Antonin,HORVAT Mitja,3,0,"11,14,11|9,12,7",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,GAVLAS Antonin (CZE),HORVAT Mitja (SLO),GAVLAS Antonin
World Team Table Tennis Championships Dortmund 2012,2012-03-25,OBESLO Michal,PERSOLJA Ludvik,3,0,"11,17,11|7,15,8",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,OBESLO Michal (CZE),PERSOLJA Ludvik (SLO),OBESLO Michal
World Team Table Tennis Championships Dortmund 2012,2012-03-25,STOYANOV Niagol,FRANK Robert,3,1,"17,11,5,11|15,3,11,5",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,STOYANOV Niagol (ITA),FRANK Robert (AUS),STOYANOV Niagol
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HENZELL William,RECH DALDOSSO Marco,3,2,"8,11,11,10,11|11,9,7,12,9",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,HENZELL William (AUS),RECH DALDOSSO Marco (ITA),HENZELL William
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TOMASI Stefano,POWELL David,3,0,"11,11,13|8,5,11",,WORLD_CHAMPIONSHIPS,MT,923,Main Draw,TOMASI Stefano (ITA),POWELL David (AUS),TOMASI Stefano
