tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,YU Fu,YAREMCHUK Solomiya,POR,UKR,4,3,"11,12,9,11,10,11,11|7,14,11,5,12,5,7",R32,OTHER,WS,2219,Main Draw,YU Fu (POR),YAREMCHUK Solomiya (UKR),,,3 - 4,7:11 14:12 11:9 5:11 12:10 5:11 7:11,YU Fu,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,BAJOR Natalia,MATELOVA Hana,POL,CZE,4,1,"11,10,11,11,12|7,12,6,5,10",R32,OTHER,WS,2219,Main Draw,BAJOR Natalia (POL),MATELOVA Hana (CZE),,,1 - 4,7:11 12:10 6:11 5:11 10:12,BAJOR Natalia,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,SOLJA Petrissa,HO Tin-Tin,GER,ENG,4,1,"11,11,11,10,11|5,7,4,12,7",R32,OTHER,WS,2219,Main Draw,SOLJA Petrissa (GER),HO Tin-Tin (ENG),,,1 - 4,5:11 7:11 4:11 12:10 7:11,SOLJA Petrissa,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,SHAN Xiaona,DE NUTTE Sarah,GER,LUX,4,0,"11,11,11,11|4,5,5,5",R16,OTHER,WS,2219,Main Draw,SHAN Xiaona (GER),DE NUTTE Sarah (LUX),,,0 - 4,4:11 5:11 5:11 5:11,SHAN Xiaona,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,BERGSTROM Linda,VARADY Barbora,SWE,SVK,4,0,"11,11,11,11|9,8,8,4",R16,OTHER,WS,2219,Main Draw,BERGSTROM Linda (SWE),VARADY Barbora (SVK),,,0 - 4,9:11 8:11 8:11 4:11,BERGSTROM Linda,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,WINTER Sabine,HAN Ying,GER,GER,4,1,"11,12,9,11,12|9,10,11,9,10",R16,OTHER,WS,2219,Main Draw,WINTER Sabine (GER),HAN Ying (GER),,,1 - 4,9:11 10:12 11:9 9:11 10:12,WINTER Sabine,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,SAMARA Elizabeta,KALLBERG Christina,ROU,SWE,4,2,"11,11,6,7,11,11|2,6,11,11,4,8",R16,OTHER,WS,2219,Main Draw,SAMARA Elizabeta (ROU),KALLBERG Christina (SWE),,,2 - 4,2:11 6:11 11:6 11:7 4:11 8:11,SAMARA Elizabeta,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,POLCANOVA Sofia,TODOROVIC Andrea,AUT,SRB,4,2,"11,11,12,9,11,11|13,1,10,11,8,9",R16,OTHER,WS,2219,Main Draw,POLCANOVA Sofia (AUT),TODOROVIC Andrea (SRB),,,4 - 2,11:13 11:1 12:10 9:11 11:8 11:9,POLCANOVA Sofia,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,PESOTSKA Margaryta,NI Xia Lian,UKR,LUX,4,2,"11,11,8,10,11,11|8,7,11,12,8,8",R16,OTHER,WS,2219,Main Draw,PESOTSKA Margaryta (UKR),NI Xia Lian (LUX),,,2 - 4,8:11 7:11 11:8 12:10 8:11 8:11,PESOTSKA Margaryta,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,YU Fu,DODEAN Daniela,POR,ROU,4,0,"11,16,11,11|5,14,5,8",R16,OTHER,WS,2219,Main Draw,YU Fu (POR),DODEAN Daniela (ROU),,,0 - 4,5:11 14:16 5:11 8:11,YU Fu,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,SOLJA Petrissa,BAJOR Natalia,GER,POL,4,3,"16,8,11,11,9,13,11|18,11,2,8,11,11,9",R16,OTHER,WS,2219,Main Draw,SOLJA Petrissa (GER),BAJOR Natalia (POL),,,3 - 4,18:16 11:8 2:11 8:11 11:9 11:13 9:11,SOLJA Petrissa,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,SHAN Xiaona,BERGSTROM Linda,GER,SWE,4,2,"10,9,11,11,11,11|12,11,8,4,8,8",QF,OTHER,WS,2219,Main Draw,SHAN Xiaona (GER),BERGSTROM Linda (SWE),,,4 - 2,10:12 9:11 11:8 11:4 11:8 11:8,SHAN Xiaona,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,SAMARA Elizabeta,WINTER Sabine,ROU,GER,4,2,"7,11,13,8,11,11|11,7,11,11,7,4",QF,OTHER,WS,2219,Main Draw,SAMARA Elizabeta (ROU),WINTER Sabine (GER),,,2 - 4,11:7 7:11 11:13 11:8 7:11 4:11,SAMARA Elizabeta,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,PESOTSKA Margaryta,POLCANOVA Sofia,UKR,AUT,4,1,"11,15,11,11,15|4,17,7,8,13",QF,OTHER,WS,2219,Main Draw,PESOTSKA Margaryta (UKR),POLCANOVA Sofia (AUT),,,1 - 4,4:11 17:15 7:11 8:11 13:15,PESOTSKA Margaryta,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,SOLJA Petrissa,YU Fu,GER,POR,4,3,"11,13,11,8,13,2,11|6,11,2,11,15,11,4",QF,OTHER,WS,2219,Main Draw,SOLJA Petrissa (GER),YU Fu (POR),,,3 - 4,6:11 11:13 2:11 11:8 15:13 11:2 4:11,SOLJA Petrissa,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,SHAN Xiaona,PESOTSKA Margaryta,GER,UKR,4,0,"11,11,11,11|6,9,7,4",SF,OTHER,WS,2219,Main Draw,SHAN Xiaona (GER),PESOTSKA Margaryta (UKR),,,0 - 4,6:11 9:11 7:11 4:11,SHAN Xiaona,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,SOLJA Petrissa,SAMARA Elizabeta,GER,ROU,4,2,"11,14,9,7,11,11|4,12,11,11,8,6",SF,OTHER,WS,2219,Main Draw,SOLJA Petrissa (GER),SAMARA Elizabeta (ROU),,,2 - 4,4:11 12:14 11:9 11:7 8:11 6:11,SOLJA Petrissa,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,SOLJA Petrissa,SHAN Xiaona,GER,GER,4,1,"11,11,11,4,11|7,3,9,11,2",F,OTHER,WS,2219,Main Draw,SOLJA Petrissa (GER),SHAN Xiaona (GER),,,1 - 4,7:11 3:11 9:11 11:4 2:11,SOLJA Petrissa,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,VAINULA Vallot/SOLJA Amelie,MAHMUTI Kreshnik/ZEQIRI Linda,EST,KOS,3,0,"11,11,11|8,5,4",QR64,OTHER,XD,2219,Qualification,VAINULA Vallot (EST) / SOLJA Amelie (AUT),MAHMUTI Kreshnik (KOS) / ZEQIRI Linda (KOS),SOLJA Amelie (AUT),ZEQIRI Linda (KOS),3 - 0,11:8 11:5 11:4,VAINULA Vallot,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,HABESOHN Daniel/LIU Yuan,LUSIN Aleksandr/JAGNENKOVA Alina,AUT,EST,3,0,"11,11,11|5,9,7",QR64,OTHER,XD,2219,Qualification,HABESOHN Daniel (AUT) / LIU Yuan (AUT),LUSIN Aleksandr (EST) / JAGNENKOVA Alina (EST),LIU Yuan (AUT),JAGNENKOVA Alina (EST),3 - 0,11:5 11:9 11:7,HABESOHN Daniel,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,CARVALHO Diogo/OLIVEIRA Leila,HRIBAR Peter/OPEKA Lara,POR,SLO,3,1,"11,8,11,13|5,11,7,11",QR64,OTHER,XD,2219,Qualification,CARVALHO Diogo (POR) / OLIVEIRA Leila (POR),HRIBAR Peter (SLO) / OPEKA Lara (SLO),OLIVEIRA Leila (POR),OPEKA Lara (SLO),3 - 1,11:5 8:11 11:7 13:11,CARVALHO Diogo,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,PUTUNTICA Andrei/PAVLOVIC Andrea,BUCH Martin/BARDSLEY Charlotte,MDA,DEN,3,1,"11,11,4,11|9,3,11,8",QR64,OTHER,XD,2219,Qualification,PUTUNTICA Andrei (MDA) / PAVLOVIC Andrea (CRO),BUCH Martin (DEN) / BARDSLEY Charlotte (ENG),PAVLOVIC Andrea (CRO),BARDSLEY Charlotte (ENG),3 - 1,11:9 11:3 4:11 11:8,PUTUNTICA Andrei,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,ZEIMYS Kestutis/RILISKYTE Kornelija,STAMATOUROS Georgios/PAPADIMITRIOU Malamatenia,LTU,GRE,3,0,"11,11,11|6,4,4",QR64,OTHER,XD,2219,Qualification,ZEIMYS Kestutis (LTU) / RILISKYTE Kornelija (LTU),STAMATOUROS Georgios (GRE) / PAPADIMITRIOU Malamatenia (GRE),RILISKYTE Kornelija (LTU),PAPADIMITRIOU Malamatenia (GRE),0 - 3,6:11 4:11 4:11,ZEIMYS Kestutis,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,ECSEKI Nandor/BALINT Bernadett,KARTUZOVS Olegs/MUSAJEVA Sabina,HUN,LAT,3,0,"11,11,11|7,9,0",QR32,OTHER,XD,2219,Qualification,ECSEKI Nandor (HUN) / BALINT Bernadett (HUN),KARTUZOVS Olegs (LAT) / MUSAJEVA Sabina (LAT),BALINT Bernadett (HUN),MUSAJEVA Sabina (LAT),3 - 0,11:7 11:9 11:0,ECSEKI Nandor,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,KALLBERG Anton/KALLBERG Christina,YIANGOU Marios/MELETIE Foteini,SWE,CYP,3,0,"11,11,11|3,4,3",QR32,OTHER,XD,2219,Qualification,KALLBERG Anton (SWE) / KALLBERG Christina (SWE),YIANGOU Marios (CYP) / MELETIE Foteini (CYP),KALLBERG Christina (SWE),MELETIE Foteini (CYP),0 - 3,3:11 4:11 3:11,KALLBERG Anton,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,JANCARIK Lubomir/MATELOVA Hana,VAINULA Vallot/SOLJA Amelie,CZE,EST,3,0,"11,11,11|8,5,5",QR32,OTHER,XD,2219,Qualification,JANCARIK Lubomir (CZE) / MATELOVA Hana (CZE),VAINULA Vallot (EST) / SOLJA Amelie (AUT),MATELOVA Hana (CZE),SOLJA Amelie (AUT),3 - 0,11:8 11:5 11:5,JANCARIK Lubomir,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,KOZUL Deni/STRAZAR Katarina,KULCZYCKI Samuel/BAJOR Natalia,SLO,POL,3,0,"11,11,11|8,8,6",QR32,OTHER,XD,2219,Qualification,KOZUL Deni (SLO) / STRAZAR Katarina (SLO),KULCZYCKI Samuel (POL) / BAJOR Natalia (POL),STRAZAR Katarina (SLO),BAJOR Natalia (POL),3 - 0,11:8 11:8 11:6,KOZUL Deni,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,PETO Zsolt/LUPULESKU Izabela,TAUBER Michael/HURSEY Anna,SRB,ISR,3,0,"11,11,11|7,5,8",QR32,OTHER,XD,2219,Qualification,PETO Zsolt (SRB) / LUPULESKU Izabela (SRB),TAUBER Michael (ISR) / HURSEY Anna (WAL),LUPULESKU Izabela (SRB),HURSEY Anna (WAL),3 - 0,11:7 11:5 11:8,PETO Zsolt,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,HABESOHN Daniel/LIU Yuan,MOREGARD Truls/JONSSON Jennifer,AUT,SWE,3,1,"11,7,11,11|9,11,9,3",QR32,OTHER,XD,2219,Qualification,HABESOHN Daniel (AUT) / LIU Yuan (AUT),MOREGARD Truls (SWE) / JONSSON Jennifer (SWE),LIU Yuan (AUT),JONSSON Jennifer (SWE),3 - 1,11:9 7:11 11:9 11:3,HABESOHN Daniel,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,KONSTANTINOPOULOS Giorgos/TERPOU Elisavet,LINDHOLM Eskil/CARLSEN Rebekka,GRE,NOR,3,1,"11,6,11,11|4,11,6,9",QR32,OTHER,XD,2219,Qualification,KONSTANTINOPOULOS Giorgos (GRE) / TERPOU Elisavet (GRE),LINDHOLM Eskil (NOR) / CARLSEN Rebekka (NOR),TERPOU Elisavet (GRE),CARLSEN Rebekka (NOR),3 - 1,11:4 6:11 11:6 11:9,KONSTANTINOPOULOS Giorgos,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,GARDOS Robert/SAMARA Elizabeta,STANOJKOVSKI Kristijan/MLADENOVA Biljana,AUT,MKD,3,0,"11,11,11|6,6,4",QR32,OTHER,XD,2219,Qualification,GARDOS Robert (AUT) / SAMARA Elizabeta (ROU),STANOJKOVSKI Kristijan (MKD) / MLADENOVA Biljana (MKD),SAMARA Elizabeta (ROU),MLADENOVA Biljana (MKD),0 - 3,6:11 6:11 4:11,GARDOS Robert,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,ALEXANDROV Teodor/DOBREVA Polina,IONESCU Eduard/BLASKOVA Zdena,BUL,ROU,3,1,"7,12,11,11|11,10,7,7",QR32,OTHER,XD,2219,Qualification,ALEXANDROV Teodor (BUL) / DOBREVA Polina (BUL),IONESCU Eduard (ROU) / BLASKOVA Zdena (CZE),DOBREVA Polina (BUL),BLASKOVA Zdena (CZE),3 - 1,7:11 12:10 11:7 11:7,ALEXANDROV Teodor,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,PUTUNTICA Andrei/PAVLOVIC Andrea,KRASTEV Petyo/YOVKOVA Maria,MDA,BUL,3,1,"11,7,11,11|6,11,9,5",QR32,OTHER,XD,2219,Qualification,PUTUNTICA Andrei (MDA) / PAVLOVIC Andrea (CRO),KRASTEV Petyo (BUL) / YOVKOVA Maria (BUL),PAVLOVIC Andrea (CRO),YOVKOVA Maria (BUL),1 - 3,6:11 11:7 9:11 5:11,PUTUNTICA Andrei,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,OLAH Benedek/EERLAND Britt,REINHOLDS Arturs/BOGDANOVA Baiba,FIN,LAT,3,0,"11,11,16|4,8,14",QR32,OTHER,XD,2219,Qualification,OLAH Benedek (FIN) / EERLAND Britt (NED),REINHOLDS Arturs (LAT) / BOGDANOVA Baiba (LAT),EERLAND Britt (NED),BOGDANOVA Baiba (LAT),0 - 3,4:11 8:11 14:16,OLAH Benedek,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,RUKLETSOV Vladislav/BARAVOK Katsiaryna,WALKER Samuel/HO Tin-Tin,BLR,ENG,3,2,"11,7,7,11,20|5,11,11,9,18",QR32,OTHER,XD,2219,Qualification,RUKLETSOV Vladislav (BLR) / BARAVOK Katsiaryna (BLR),WALKER Samuel (ENG) / HO Tin-Tin (ENG),BARAVOK Katsiaryna (BLR),HO Tin-Tin (ENG),2 - 3,5:11 11:7 11:7 9:11 18:20,RUKLETSOV Vladislav,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,DEVOS Robin/LUNG Lisa,ZEIMYS Kestutis/RILISKYTE Kornelija,BEL,LTU,3,2,"10,11,8,11,11|12,8,11,4,2",QR32,OTHER,XD,2219,Qualification,DEVOS Robin (BEL) / LUNG Lisa (BEL),ZEIMYS Kestutis (LTU) / RILISKYTE Kornelija (LTU),LUNG Lisa (BEL),RILISKYTE Kornelija (LTU),2 - 3,12:10 8:11 11:8 4:11 2:11,DEVOS Robin,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,ZELINKA Jakub/KUKULKOVA Tatiana,URSU Vladislav/CHIRIACOVA Alexandra,SVK,MDA,3,0,"11,11,11|9,5,2",QR32,OTHER,XD,2219,Qualification,ZELINKA Jakub (SVK) / KUKULKOVA Tatiana (SVK),URSU Vladislav (MDA) / CHIRIACOVA Alexandra (MDA),KUKULKOVA Tatiana (SVK),CHIRIACOVA Alexandra (MDA),3 - 0,11:9 11:5 11:2,ZELINKA Jakub,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,ZELJKO Filip/JEGER Mateja,RECH DALDOSSO Marco/VIVARELLI Debora,CRO,ITA,3,1,"7,12,12,11|11,10,10,6",QR32,OTHER,XD,2219,Qualification,ZELJKO Filip (CRO) / JEGER Mateja (CRO),RECH DALDOSSO Marco (ITA) / VIVARELLI Debora (ITA),JEGER Mateja (CRO),VIVARELLI Debora (ITA),3 - 1,7:11 12:10 12:10 11:6,ZELJKO Filip,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,PISTEJ Lubomir/VARADY Barbora,KOZUL Deni/STRAZAR Katarina,SVK,SLO,3,0,"11,11,11|0,0,0",R32,OTHER,XD,2219,Main Draw,PISTEJ Lubomir (SVK) / VARADY Barbora (SVK),KOZUL Deni (SLO) / STRAZAR Katarina (SLO),VARADY Barbora (SVK),STRAZAR Katarina (SLO),3 - 0,11:0 11:0 11:0,PISTEJ Lubomir,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,WEBER Lionel/MORET Rachel,DEVOS Robin/LUNG Lisa,SUI,BEL,3,1,"11,11,9,11|7,7,11,6",R32,OTHER,XD,2219,Main Draw,WEBER Lionel (SUI) / MORET Rachel (SUI),DEVOS Robin (BEL) / LUNG Lisa (BEL),MORET Rachel (SUI),LUNG Lisa (BEL),1 - 3,7:11 7:11 11:9 6:11,WEBER Lionel,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,OLAH Benedek/EERLAND Britt,LAMBIET Florent/MARCHETTI Nathalie,FIN,BEL,3,2,"11,5,11,12,11|9,11,6,14,6",R32,OTHER,XD,2219,Main Draw,OLAH Benedek (FIN) / EERLAND Britt (NED),LAMBIET Florent (BEL) / MARCHETTI Nathalie (BEL),EERLAND Britt (NED),MARCHETTI Nathalie (BEL),2 - 3,9:11 11:5 6:11 14:12 6:11,OLAH Benedek,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,STOYANOV Niagol/PICCOLIN Giorgia,KONSTANTINOPOULOS Giorgos/TERPOU Elisavet,ITA,GRE,3,0,"11,11,11|1,4,4",R32,OTHER,XD,2219,Main Draw,STOYANOV Niagol (ITA) / PICCOLIN Giorgia (ITA),KONSTANTINOPOULOS Giorgos (GRE) / TERPOU Elisavet (GRE),PICCOLIN Giorgia (ITA),TERPOU Elisavet (GRE),0 - 3,1:11 4:11 4:11,STOYANOV Niagol,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,GAUZY Simon/PAVADE Prithika,KHANIN Aleksandr/TRIGOLOS Daria,FRA,BLR,3,0,"11,11,11|5,5,4",R32,OTHER,XD,2219,Main Draw,GAUZY Simon (FRA) / PAVADE Prithika (FRA),KHANIN Aleksandr (BLR) / TRIGOLOS Daria (BLR),PAVADE Prithika (FRA),TRIGOLOS Daria (BLR),0 - 3,5:11 5:11 4:11,GAUZY Simon,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,GLOD Eric/DE NUTTE Sarah,ZELINKA Jakub/KUKULKOVA Tatiana,LUX,SVK,3,1,"11,6,11,11|6,11,6,6",R32,OTHER,XD,2219,Main Draw,GLOD Eric (LUX) / DE NUTTE Sarah (LUX),ZELINKA Jakub (SVK) / KUKULKOVA Tatiana (SVK),DE NUTTE Sarah (LUX),KUKULKOVA Tatiana (SVK),1 - 3,6:11 11:6 6:11 6:11,GLOD Eric,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,ZELJKO Filip/JEGER Mateja,MLADENOVIC Luka/NI Xia Lian,CRO,LUX,3,2,"9,11,11,11,13|11,13,9,5,11",R32,OTHER,XD,2219,Main Draw,ZELJKO Filip (CRO) / JEGER Mateja (CRO),MLADENOVIC Luka (LUX) / NI Xia Lian (LUX),JEGER Mateja (CRO),NI Xia Lian (LUX),2 - 3,11:9 13:11 9:11 5:11 11:13,ZELJKO Filip,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,FRANZISKA Patrick/SOLJA Petrissa,PETO Zsolt/LUPULESKU Izabela,GER,SRB,3,0,"11,11,11|1,7,5",R32,OTHER,XD,2219,Main Draw,FRANZISKA Patrick (GER) / SOLJA Petrissa (GER),PETO Zsolt (SRB) / LUPULESKU Izabela (SRB),SOLJA Petrissa (GER),LUPULESKU Izabela (SRB),0 - 3,1:11 7:11 5:11,FRANZISKA Patrick,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,IONESCU Ovidiu/SZOCS Bernadette,HABESOHN Daniel/LIU Yuan,ROU,AUT,3,2,"11,9,9,11,11|7,11,11,7,6",R32,OTHER,XD,2219,Main Draw,IONESCU Ovidiu (ROU) / SZOCS Bernadette (ROU),HABESOHN Daniel (AUT) / LIU Yuan (AUT),SZOCS Bernadette (ROU),LIU Yuan (AUT),3 - 2,11:7 9:11 9:11 11:7 11:6,IONESCU Ovidiu,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,QIU Dang/MITTELHAM Nina,ECSEKI Nandor/BALINT Bernadett,GER,HUN,3,0,"11,11,11|9,9,9",R32,OTHER,XD,2219,Main Draw,QIU Dang (GER) / MITTELHAM Nina (GER),ECSEKI Nandor (HUN) / BALINT Bernadett (HUN),MITTELHAM Nina (GER),BALINT Bernadett (HUN),0 - 3,9:11 9:11 9:11,QIU Dang,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,YIGENLER Abdullah/YILMAZ Ozge,ALEXANDROV Teodor/DOBREVA Polina,TUR,BUL,3,0,"11,11,11|5,9,9",R32,OTHER,XD,2219,Main Draw,YIGENLER Abdullah (TUR) / YILMAZ Ozge (TUR),ALEXANDROV Teodor (BUL) / DOBREVA Polina (BUL),YILMAZ Ozge (TUR),DOBREVA Polina (BUL),3 - 0,11:5 11:9 11:9,YIGENLER Abdullah,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,SZUDI Adam/PERGEL Szandra,RUKLETSOV Vladislav/BARAVOK Katsiaryna,HUN,BLR,3,0,"11,11,11|6,9,5",R32,OTHER,XD,2219,Main Draw,SZUDI Adam (HUN) / PERGEL Szandra (HUN),RUKLETSOV Vladislav (BLR) / BARAVOK Katsiaryna (BLR),PERGEL Szandra (HUN),BARAVOK Katsiaryna (BLR),0 - 3,6:11 9:11 5:11,SZUDI Adam,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,DYJAS Jakub/PARTYKA Natalia,JANCARIK Lubomir/MATELOVA Hana,POL,CZE,3,1,"11,11,6,11|8,9,11,6",R32,OTHER,XD,2219,Main Draw,DYJAS Jakub (POL) / PARTYKA Natalia (POL),JANCARIK Lubomir (CZE) / MATELOVA Hana (CZE),PARTYKA Natalia (POL),MATELOVA Hana (CZE),3 - 1,11:8 11:9 6:11 11:6,DYJAS Jakub,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,KALLBERG Anton/KALLBERG Christina,GUNDUZ Ibrahim/ALTINKAYA Sibel,SWE,TUR,3,0,"11,11,11|8,6,9",R32,OTHER,XD,2219,Main Draw,KALLBERG Anton (SWE) / KALLBERG Christina (SWE),GUNDUZ Ibrahim (TUR) / ALTINKAYA Sibel (TUR),KALLBERG Christina (SWE),ALTINKAYA Sibel (TUR),3 - 0,11:8 11:6 11:9,KALLBERG Anton,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,GARDOS Robert/SAMARA Elizabeta,JEVTOVIC Marko/SURJAN Sabina,AUT,SRB,3,0,"11,11,11|5,7,4",R32,OTHER,XD,2219,Main Draw,GARDOS Robert (AUT) / SAMARA Elizabeta (ROU),JEVTOVIC Marko (SRB) / SURJAN Sabina (SRB),SAMARA Elizabeta (ROU),SURJAN Sabina (SRB),0 - 3,5:11 7:11 4:11,GARDOS Robert,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,LEBESSON Emmanuel/YUAN Jia Nan,PUTUNTICA Andrei/PAVLOVIC Andrea,FRA,MDA,3,2,"8,6,12,11,11|11,11,10,6,5",R32,OTHER,XD,2219,Main Draw,LEBESSON Emmanuel (FRA) / YUAN Jia Nan (FRA),PUTUNTICA Andrei (MDA) / PAVLOVIC Andrea (CRO),YUAN Jia Nan (FRA),PAVLOVIC Andrea (CRO),2 - 3,11:8 11:6 10:12 6:11 5:11,LEBESSON Emmanuel,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,PISTEJ Lubomir/VARADY Barbora,WEBER Lionel/MORET Rachel,SVK,SUI,3,1,"11,4,11,11|4,11,8,7",R16,OTHER,XD,2219,Main Draw,PISTEJ Lubomir (SVK) / VARADY Barbora (SVK),WEBER Lionel (SUI) / MORET Rachel (SUI),VARADY Barbora (SVK),MORET Rachel (SUI),3 - 1,11:4 4:11 11:8 11:7,PISTEJ Lubomir,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,OLAH Benedek/EERLAND Britt,STOYANOV Niagol/PICCOLIN Giorgia,FIN,ITA,3,1,"11,5,11,11|4,11,8,3",R16,OTHER,XD,2219,Main Draw,OLAH Benedek (FIN) / EERLAND Britt (NED),STOYANOV Niagol (ITA) / PICCOLIN Giorgia (ITA),EERLAND Britt (NED),PICCOLIN Giorgia (ITA),3 - 1,11:4 5:11 11:8 11:3,OLAH Benedek,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,GAUZY Simon/PAVADE Prithika,GLOD Eric/DE NUTTE Sarah,FRA,LUX,3,1,"11,11,9,11|8,6,11,9",R16,OTHER,XD,2219,Main Draw,GAUZY Simon (FRA) / PAVADE Prithika (FRA),GLOD Eric (LUX) / DE NUTTE Sarah (LUX),PAVADE Prithika (FRA),DE NUTTE Sarah (LUX),3 - 1,11:8 11:6 9:11 11:9,GAUZY Simon,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,FRANZISKA Patrick/SOLJA Petrissa,ZELJKO Filip/JEGER Mateja,GER,CRO,3,0,"11,11,11|6,5,4",R16,OTHER,XD,2219,Main Draw,FRANZISKA Patrick (GER) / SOLJA Petrissa (GER),ZELJKO Filip (CRO) / JEGER Mateja (CRO),SOLJA Petrissa (GER),JEGER Mateja (CRO),0 - 3,6:11 5:11 4:11,FRANZISKA Patrick,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,QIU Dang/MITTELHAM Nina,IONESCU Ovidiu/SZOCS Bernadette,GER,ROU,3,2,"7,5,11,11,11|11,11,6,5,5",R16,OTHER,XD,2219,Main Draw,QIU Dang (GER) / MITTELHAM Nina (GER),IONESCU Ovidiu (ROU) / SZOCS Bernadette (ROU),MITTELHAM Nina (GER),SZOCS Bernadette (ROU),2 - 3,11:7 11:5 6:11 5:11 5:11,QIU Dang,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,YIGENLER Abdullah/YILMAZ Ozge,SZUDI Adam/PERGEL Szandra,TUR,HUN,3,2,"11,8,7,11,11|6,11,11,4,8",R16,OTHER,XD,2219,Main Draw,YIGENLER Abdullah (TUR) / YILMAZ Ozge (TUR),SZUDI Adam (HUN) / PERGEL Szandra (HUN),YILMAZ Ozge (TUR),PERGEL Szandra (HUN),3 - 2,11:6 8:11 7:11 11:4 11:8,YIGENLER Abdullah,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,DYJAS Jakub/PARTYKA Natalia,KALLBERG Anton/KALLBERG Christina,POL,SWE,3,1,"11,11,13,11|4,3,15,7",R16,OTHER,XD,2219,Main Draw,DYJAS Jakub (POL) / PARTYKA Natalia (POL),KALLBERG Anton (SWE) / KALLBERG Christina (SWE),PARTYKA Natalia (POL),KALLBERG Christina (SWE),3 - 1,11:4 11:3 13:15 11:7,DYJAS Jakub,2021
