tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
ITTF-Oceania Cup 2022,2022-12-17,YEE Grace Rosi,WANEGUI Julie,FIJ,NCL,4,3,"11,9,11,11,9,9,11|4,11,8,6,11,11,6",QUAL,OTHER,WS,2670,Qualification,YEE Grace Rosi (FIJ),WANEGUI Julie (NCL),,,4 - 3,11:4 9:11 11:8 11:6 9:11 9:11 11:6,YEE Grace Rosi,2022
European Championships 2022,2022-08-13,KAUFMANN Annett/SCHREINER Franziska,BILENKO Tetyana/HAPONOVA Hanna,GER,UKR,3,0,"11,11,11|5,7,9",R32,OTHER,WD,2617,Main Draw,KAUFMANN Annett (GER) / SCHREINER Franziska (GER),BILENKO Tetyana (UKR) / HAPONOVA Hanna (UKR),SCHREINER Franziska (GER),HAPONOVA Hanna (UKR),0 - 3,5:11 7:11 9:11,KAUFMANN Annett,2022
European Championships 2022,2022-08-13,DE NUTTE Sarah/NI Xia Lian,LUPULESKU Izabela/VIGNJEVIC Dragana,LUX,SRB,3,1,"11,11,10,11|7,3,12,8",R16,OTHER,WD,2617,Main Draw,DE NUTTE Sarah (LUX) / NI Xia Lian (LUX),LUPULESKU Izabela (SRB) / VIGNJEVIC Dragana (SRB),NI Xia Lian (LUX),VIGNJEVIC Dragana (SRB),3 - 1,11:7 11:3 10:12 11:8,DE NUTTE Sarah,2022
European Championships 2022,2022-08-13,BERGSTROM Linda/KALLBERG Christina,BERGAND Filippa/MUSKANTOR Rebecca,SWE,SWE,3,1,"7,11,11,11|11,3,3,7",R16,OTHER,WD,2617,Main Draw,BERGSTROM Linda (SWE) / KALLBERG Christina (SWE),BERGAND Filippa (SWE) / MUSKANTOR Rebecca (SWE),KALLBERG Christina (SWE),MUSKANTOR Rebecca (SWE),1 - 3,11:7 3:11 3:11 7:11,BERGSTROM Linda,2022
European Championships 2022,2022-08-13,DRAGOMAN Andreea/SAMARA Elizabeta,PUCHOVANOVA Nikoleta/YILMAZ Ozge,ROU,SVK,3,0,"11,11,11|9,7,5",R16,OTHER,WD,2617,Main Draw,DRAGOMAN Andreea (ROU) / SAMARA Elizabeta (ROU),PUCHOVANOVA Nikoleta (SVK) / YILMAZ Ozge (TUR),SAMARA Elizabeta (ROU),YILMAZ Ozge (TUR),3 - 0,11:9 11:7 11:5,DRAGOMAN Andreea,2022
European Championships 2022,2022-08-13,MATELOVA Hana/VARADY Barbora,MISCHEK-COLUCCI Karoline/HO Tin-Tin,CZE,AUT,3,0,"11,11,11|8,4,5",R16,OTHER,WD,2617,Main Draw,MATELOVA Hana (CZE) / VARADY Barbora (SVK),MISCHEK-COLUCCI Karoline (AUT) / HO Tin-Tin (ENG),VARADY Barbora (SVK),HO Tin-Tin (ENG),0 - 3,8:11 4:11 5:11,MATELOVA Hana,2022
European Championships 2022,2022-08-13,POLCANOVA Sofia/SZOCS Bernadette,BAJOR Natalia/PARTYKA Natalia,AUT,POL,3,0,"11,11,11|7,9,4",R16,OTHER,WD,2617,Main Draw,POLCANOVA Sofia (AUT) / SZOCS Bernadette (ROU),BAJOR Natalia (POL) / PARTYKA Natalia (POL),SZOCS Bernadette (ROU),PARTYKA Natalia (POL),3 - 0,11:7 11:9 11:4,POLCANOVA Sofia,2022
European Championships 2022,2022-08-13,SHAO Jieni/YU Fu,KUKULKOVA Tatiana/LABOSOVA Ema,POR,SVK,3,1,"11,11,8,11|6,9,11,8",R16,OTHER,WD,2617,Main Draw,SHAO Jieni (POR) / YU Fu (POR),KUKULKOVA Tatiana (SVK) / LABOSOVA Ema (SVK),YU Fu (POR),LABOSOVA Ema (SVK),3 - 1,11:6 11:9 8:11 11:8,SHAO Jieni,2022
European Championships 2022,2022-08-13,XIAO Maria/DIACONU Adina,PICCOLIN Giorgia/VIVARELLI Debora,ESP,ITA,3,1,"12,11,9,11|10,8,11,7",R16,OTHER,WD,2617,Main Draw,XIAO Maria (ESP) / DIACONU Adina (ROU),PICCOLIN Giorgia (ITA) / VIVARELLI Debora (ITA),DIACONU Adina (ROU),VIVARELLI Debora (ITA),3 - 1,12:10 11:8 9:11 11:7,XIAO Maria,2022
European Championships 2022,2022-08-13,MITTELHAM Nina/WINTER Sabine,KAUFMANN Annett/SCHREINER Franziska,GER,GER,3,0,"11,11,12|5,8,10",R16,OTHER,WD,2617,Main Draw,MITTELHAM Nina (GER) / WINTER Sabine (GER),KAUFMANN Annett (GER) / SCHREINER Franziska (GER),WINTER Sabine (GER),SCHREINER Franziska (GER),0 - 3,5:11 8:11 10:12,MITTELHAM Nina,2022
European Championships 2022,2022-08-13,POLCANOVA Sofia/SZOCS Bernadette,SHAO Jieni/YU Fu,AUT,POR,3,0,"11,11,11|8,6,9",QF,OTHER,WD,2617,Main Draw,POLCANOVA Sofia (AUT) / SZOCS Bernadette (ROU),SHAO Jieni (POR) / YU Fu (POR),SZOCS Bernadette (ROU),YU Fu (POR),3 - 0,11:8 11:6 11:9,POLCANOVA Sofia,2022
European Championships 2022,2022-08-13,XIAO Maria/DIACONU Adina,MITTELHAM Nina/WINTER Sabine,ESP,GER,3,1,"11,11,11,11|9,13,8,7",QF,OTHER,WD,2617,Main Draw,XIAO Maria (ESP) / DIACONU Adina (ROU),MITTELHAM Nina (GER) / WINTER Sabine (GER),DIACONU Adina (ROU),WINTER Sabine (GER),3 - 1,11:9 11:13 11:8 11:7,XIAO Maria,2022
European Championships 2022,2022-08-13,DE NUTTE Sarah/NI Xia Lian,BERGSTROM Linda/KALLBERG Christina,LUX,SWE,3,1,"11,13,7,11|6,11,11,8",QF,OTHER,WD,2617,Main Draw,DE NUTTE Sarah (LUX) / NI Xia Lian (LUX),BERGSTROM Linda (SWE) / KALLBERG Christina (SWE),NI Xia Lian (LUX),KALLBERG Christina (SWE),3 - 1,11:6 13:11 7:11 11:8,DE NUTTE Sarah,2022
European Championships 2022,2022-08-13,DRAGOMAN Andreea/SAMARA Elizabeta,MATELOVA Hana/VARADY Barbora,ROU,CZE,3,0,"12,11,11|10,7,4",QF,OTHER,WD,2617,Main Draw,DRAGOMAN Andreea (ROU) / SAMARA Elizabeta (ROU),MATELOVA Hana (CZE) / VARADY Barbora (SVK),SAMARA Elizabeta (ROU),VARADY Barbora (SVK),3 - 0,12:10 11:7 11:4,DRAGOMAN Andreea,2022
European Championships 2022,2022-08-13,DRAGOMAN Andreea/SAMARA Elizabeta,DE NUTTE Sarah/NI Xia Lian,ROU,LUX,3,1,"6,11,11,11|11,6,9,6",SF,OTHER,WD,2617,Main Draw,DRAGOMAN Andreea (ROU) / SAMARA Elizabeta (ROU),DE NUTTE Sarah (LUX) / NI Xia Lian (LUX),SAMARA Elizabeta (ROU),NI Xia Lian (LUX),1 - 3,11:6 6:11 9:11 6:11,DRAGOMAN Andreea,2022
European Championships 2022,2022-08-13,POLCANOVA Sofia/SZOCS Bernadette,XIAO Maria/DIACONU Adina,AUT,ESP,3,0,"11,11,11|2,7,6",SF,OTHER,WD,2617,Main Draw,POLCANOVA Sofia (AUT) / SZOCS Bernadette (ROU),XIAO Maria (ESP) / DIACONU Adina (ROU),SZOCS Bernadette (ROU),DIACONU Adina (ROU),3 - 0,11:2 11:7 11:6,POLCANOVA Sofia,2022
European Championships 2022,2022-08-13,POLCANOVA Sofia/SZOCS Bernadette,DRAGOMAN Andreea/SAMARA Elizabeta,AUT,ROU,3,0,"18,11,11|16,6,9",F,OTHER,WD,2617,Main Draw,POLCANOVA Sofia (AUT) / SZOCS Bernadette (ROU),DRAGOMAN Andreea (ROU) / SAMARA Elizabeta (ROU),SZOCS Bernadette (ROU),SAMARA Elizabeta (ROU),0 - 3,16:18 6:11 9:11,POLCANOVA Sofia,2022
European Championships 2022,2022-08-13,MUNNE Mariona/RODRIGUEZ Angela,BOGDANOVA Baiba/JANKAUSKIENE Egle,ESP,LAT,3,2,"11,10,9,11,11|4,12,11,4,9",QR64,OTHER,WD,2617,Qualification,MUNNE Mariona (ESP) / RODRIGUEZ Angela (ESP),BOGDANOVA Baiba (LAT) / JANKAUSKIENE Egle (LTU),RODRIGUEZ Angela (ESP),JANKAUSKIENE Egle (LTU),2 - 3,4:11 12:10 11:9 4:11 9:11,MUNNE Mariona,2022
European Championships 2022,2022-08-13,MATOS Ines/PINTO Matilde,BIOGRADLIC Dzana/GNJATIC Marija,POR,BIH,3,0,"11,11,11|4,3,7",QR32,OTHER,WD,2617,Qualification,MATOS Ines (POR) / PINTO Matilde (POR),BIOGRADLIC Dzana (BIH) / GNJATIC Marija (BIH),PINTO Matilde (POR),GNJATIC Marija (BIH),3 - 0,11:4 11:3 11:7,MATOS Ines,2022
European Championships 2022,2022-08-13,LUPULESKU Izabela/VIGNJEVIC Dragana,AVAMERI Airi/HANSON Reelica,SRB,EST,3,1,"11,15,6,11|6,13,11,7",QR32,OTHER,WD,2617,Qualification,LUPULESKU Izabela (SRB) / VIGNJEVIC Dragana (SRB),AVAMERI Airi (EST) / HANSON Reelica (EST),VIGNJEVIC Dragana (SRB),HANSON Reelica (EST),3 - 1,11:6 15:13 6:11 11:7,LUPULESKU Izabela,2022
European Championships 2022,2022-08-13,MALOBABIC Ivana/YAREMCHUK Solomiya,ERNST Emine/MEN Shuohan,CRO,NED,3,0,"12,12,11|10,10,9",QR32,OTHER,WD,2617,Qualification,MALOBABIC Ivana (CRO) / YAREMCHUK Solomiya (UKR),ERNST Emine (NED) / MEN Shuohan (NED),YAREMCHUK Solomiya (UKR),MEN Shuohan (NED),0 - 3,10:12 10:12 9:11,MALOBABIC Ivana,2022
European Championships 2022,2022-08-13,ARLIA Nicole/MONFARDINI Gaia,PARIDI Konstantina/TERPOU Elisavet,ITA,GRE,3,1,"9,11,12,11|11,7,10,5",QR32,OTHER,WD,2617,Qualification,ARLIA Nicole (ITA) / MONFARDINI Gaia (ITA),PARIDI Konstantina (GRE) / TERPOU Elisavet (GRE),MONFARDINI Gaia (ITA),TERPOU Elisavet (GRE),3 - 1,9:11 11:7 12:10 11:5,ARLIA Nicole,2022
European Championships 2022,2022-08-13,GUISNEL Oceane/LUTZ Charlotte,CARLSEN Rebekka/TOFTAKER Martine,FRA,NOR,3,2,"12,8,11,7,11|10,11,4,11,7",QR32,OTHER,WD,2617,Qualification,GUISNEL Oceane (FRA) / LUTZ Charlotte (FRA),CARLSEN Rebekka (NOR) / TOFTAKER Martine (NOR),LUTZ Charlotte (FRA),TOFTAKER Martine (NOR),2 - 3,10:12 11:8 4:11 11:7 7:11,GUISNEL Oceane,2022
European Championships 2022,2022-08-13,KAUFMANN Annett/SCHREINER Franziska,BARBOSA Ariel/GONDERINGER Tessy,GER,LUX,3,1,"11,9,11,11|7,11,7,6",QR32,OTHER,WD,2617,Qualification,KAUFMANN Annett (GER) / SCHREINER Franziska (GER),BARBOSA Ariel (LUX) / GONDERINGER Tessy (LUX),SCHREINER Franziska (GER),GONDERINGER Tessy (LUX),3 - 1,11:7 9:11 11:7 11:6,KAUFMANN Annett,2022
European Championships 2022,2022-08-13,XIAO Maria/DIACONU Adina,HRISTOVA Kalina/SKATTET Rikke,ESP,BUL,3,1,"12,11,11,11|14,9,7,8",QR32,OTHER,WD,2617,Qualification,XIAO Maria (ESP) / DIACONU Adina (ROU),HRISTOVA Kalina (BUL) / SKATTET Rikke (NOR),DIACONU Adina (ROU),SKATTET Rikke (NOR),1 - 3,14:12 9:11 7:11 8:11,XIAO Maria,2022
European Championships 2022,2022-08-13,DOBREVA Polina/YOVKOVA Maria,MESETOVIC Harisa/MELETIE Foteini,BUL,BIH,3,0,"11,11,11|6,3,6",QR32,OTHER,WD,2617,Qualification,DOBREVA Polina (BUL) / YOVKOVA Maria (BUL),MESETOVIC Harisa (BIH) / MELETIE Foteini (CYP),YOVKOVA Maria (BUL),MELETIE Foteini (CYP),3 - 0,11:6 11:3 11:6,DOBREVA Polina,2022
European Championships 2022,2022-08-13,MUNNE Mariona/RODRIGUEZ Angela,LUTZ Camille/PAVADE Prithika,ESP,FRA,3,0,"11,11,11|0,0,0",QR32,OTHER,WD,2617,Qualification,MUNNE Mariona (ESP) / RODRIGUEZ Angela (ESP),LUTZ Camille (FRA) / PAVADE Prithika (FRA),RODRIGUEZ Angela (ESP),PAVADE Prithika (FRA),0 - 3,0:11 0:11 0:11,MUNNE Mariona,2022
European Championships 2022,2022-08-13,SURJAN Sabina/TODOROVIC Andrea,RILISKYTE Emilija/RILISKYTE Kornelija,SRB,LTU,3,1,"11,11,9,11|9,6,11,4",QR32,OTHER,WD,2617,Qualification,SURJAN Sabina (SRB) / TODOROVIC Andrea (SRB),RILISKYTE Emilija (LTU) / RILISKYTE Kornelija (LTU),TODOROVIC Andrea (SRB),RILISKYTE Kornelija (LTU),1 - 3,9:11 6:11 11:9 4:11,SURJAN Sabina,2022
European Championships 2022,2022-08-13,TOLIOU Aikaterini/MORET Rachel,BETZ Ramona Maarit/KIRICHENKO Anna,GRE,FIN,3,1,"9,11,11,11|11,7,6,7",QR32,OTHER,WD,2617,Qualification,TOLIOU Aikaterini (GRE) / MORET Rachel (SUI),BETZ Ramona Maarit (FIN) / KIRICHENKO Anna (FIN),MORET Rachel (SUI),KIRICHENKO Anna (FIN),3 - 1,9:11 11:7 11:6 11:7,TOLIOU Aikaterini,2022
European Championships 2022,2022-08-13,BALINT Bernadett/HARTBRICH Leonie,MUSAJEVA Sabina/CHIRIACOVA Alexandra,HUN,LAT,3,2,"11,11,9,14,11|4,13,11,12,5",QR32,OTHER,WD,2617,Qualification,BALINT Bernadett (HUN) / HARTBRICH Leonie (HUN),MUSAJEVA Sabina (LAT) / CHIRIACOVA Alexandra (MDA),HARTBRICH Leonie (HUN),CHIRIACOVA Alexandra (MDA),2 - 3,4:11 13:11 11:9 12:14 5:11,BALINT Bernadett,2022
European Championships 2022,2022-08-13,SOLJA Amelie/SEVCIKOVA Marketa,ZHANG Sofia-Xuan/DEGRAEF Margo,AUT,ESP,3,0,"11,11,11|5,7,1",QR32,OTHER,WD,2617,Qualification,SOLJA Amelie (AUT) / SEVCIKOVA Marketa (CZE),ZHANG Sofia-Xuan (ESP) / DEGRAEF Margo (BEL),SEVCIKOVA Marketa (CZE),DEGRAEF Margo (BEL),3 - 0,11:5 11:7 11:1,SOLJA Amelie,2022
European Championships 2022,2022-08-13,BAJOR Natalia/PARTYKA Natalia,DE HOOP Sanne/TOKIC Sara,POL,NED,3,0,"11,11,11|8,4,3",QR32,OTHER,WD,2617,Qualification,BAJOR Natalia (POL) / PARTYKA Natalia (POL),DE HOOP Sanne (NED) / TOKIC Sara (SLO),PARTYKA Natalia (POL),TOKIC Sara (SLO),3 - 0,11:8 11:4 11:3,BAJOR Natalia,2022
European Championships 2022,2022-08-13,PUCHOVANOVA Nikoleta/YILMAZ Ozge,ZEQIRI Linda/NIKOLOV Amelia,SVK,KOS,3,0,"11,11,11|3,8,7",QR32,OTHER,WD,2617,Qualification,PUCHOVANOVA Nikoleta (SVK) / YILMAZ Ozge (TUR),ZEQIRI Linda (KOS) / NIKOLOV Amelia (MKD),YILMAZ Ozge (TUR),NIKOLOV Amelia (MKD),0 - 3,3:11 8:11 7:11,PUCHOVANOVA Nikoleta,2022
European Championships 2022,2022-08-13,WEGRZYN Anna/WEGRZYN Katarzyna,ALTINKAYA Sibel/KULAKCEKEN Simay,POL,TUR,3,1,"6,11,11,11|11,7,6,6",QR32,OTHER,WD,2617,Qualification,WEGRZYN Anna (POL) / WEGRZYN Katarzyna (POL),ALTINKAYA Sibel (TUR) / KULAKCEKEN Simay (TUR),WEGRZYN Katarzyna (POL),KULAKCEKEN Simay (TUR),1 - 3,11:6 7:11 6:11 6:11,WEGRZYN Anna,2022
European Championships 2022,2022-08-13,SOLJA Amelie,PINTO Matilde,AUT,POR,3,0,"11,11,11|9,5,3",QUAL,OTHER,WS,2617,Qualification,SOLJA Amelie (AUT),PINTO Matilde (POR),,,3 - 0,11:9 11:5 11:3,SOLJA Amelie,2022
European Championships 2022,2022-08-13,SOLJA Amelie,TOKIC Sara,AUT,SLO,3,0,"11,11,11|6,6,3",QUAL,OTHER,WS,2617,Qualification,SOLJA Amelie (AUT),TOKIC Sara (SLO),,,3 - 0,11:6 11:6 11:3,SOLJA Amelie,2022
European Championships 2022,2022-08-13,PINTO Matilde,TOKIC Sara,POR,SLO,3,2,"10,5,11,11,13|12,11,6,6,11",QUAL,OTHER,WS,2617,Qualification,PINTO Matilde (POR),TOKIC Sara (SLO),,,2 - 3,12:10 11:5 6:11 6:11 11:13,PINTO Matilde,2022
European Championships 2022,2022-08-13,MORET Rachel,SKATTET Rikke,SUI,NOR,3,0,"11,11,11|3,5,6",QUAL,OTHER,WS,2617,Qualification,MORET Rachel (SUI),SKATTET Rikke (NOR),,,3 - 0,11:3 11:5 11:6,MORET Rachel,2022
European Championships 2022,2022-08-13,MORET Rachel,ERNST Emine,SUI,NED,3,2,"11,6,9,11,11|5,11,11,3,7",QUAL,OTHER,WS,2617,Qualification,MORET Rachel (SUI),ERNST Emine (NED),,,3 - 2,11:5 6:11 9:11 11:3 11:7,MORET Rachel,2022
European Championships 2022,2022-08-13,SKATTET Rikke,ERNST Emine,NOR,NED,3,0,"11,11,11|9,6,2",QUAL,OTHER,WS,2617,Qualification,SKATTET Rikke (NOR),ERNST Emine (NED),,,0 - 3,9:11 6:11 2:11,SKATTET Rikke,2022
European Championships 2022,2022-08-13,DRAGOMAN Andreea,RILISKYTE Kornelija,ROU,LTU,3,0,"11,11,11|7,5,7",QUAL,OTHER,WS,2617,Qualification,DRAGOMAN Andreea (ROU),RILISKYTE Kornelija (LTU),,,3 - 0,11:7 11:5 11:7,DRAGOMAN Andreea,2022
European Championships 2022,2022-08-13,DRAGOMAN Andreea,VIGNJEVIC Dragana,ROU,SRB,3,1,"11,11,6,11|8,8,11,6",QUAL,OTHER,WS,2617,Qualification,DRAGOMAN Andreea (ROU),VIGNJEVIC Dragana (SRB),,,3 - 1,11:8 11:8 6:11 11:6,DRAGOMAN Andreea,2022
European Championships 2022,2022-08-13,VIGNJEVIC Dragana,RILISKYTE Kornelija,SRB,LTU,3,1,"11,11,11,11|13,6,6,5",QUAL,OTHER,WS,2617,Qualification,VIGNJEVIC Dragana (SRB),RILISKYTE Kornelija (LTU),,,3 - 1,11:13 11:6 11:6 11:5,VIGNJEVIC Dragana,2022
European Championships 2022,2022-08-13,KAUFMANN Annett,AVAMERI Airi,GER,EST,3,1,"6,11,11,11|11,9,5,3",QUAL,OTHER,WS,2617,Qualification,KAUFMANN Annett (GER),AVAMERI Airi (EST),,,3 - 1,6:11 11:9 11:5 11:3,KAUFMANN Annett,2022
European Championships 2022,2022-08-13,KAUFMANN Annett,TERPOU Elisavet,GER,GRE,3,0,"11,11,11|8,2,9",QUAL,OTHER,WS,2617,Qualification,KAUFMANN Annett (GER),TERPOU Elisavet (GRE),,,3 - 0,11:8 11:2 11:9,KAUFMANN Annett,2022
European Championships 2022,2022-08-13,AVAMERI Airi,TERPOU Elisavet,EST,GRE,3,1,"11,11,6,11|7,7,11,7",QUAL,OTHER,WS,2617,Qualification,AVAMERI Airi (EST),TERPOU Elisavet (GRE),,,1 - 3,7:11 7:11 11:6 7:11,AVAMERI Airi,2022
European Championships 2022,2022-08-13,SEVCIKOVA Marketa,SURJAN Sabina,CZE,SRB,3,1,"11,6,11,11|9,11,5,5",QUAL,OTHER,WS,2617,Qualification,SEVCIKOVA Marketa (CZE),SURJAN Sabina (SRB),,,1 - 3,9:11 11:6 5:11 5:11,SEVCIKOVA Marketa,2022
European Championships 2022,2022-08-13,SURJAN Sabina,MONFARDINI Gaia,SRB,ITA,3,1,"9,11,12,11|11,8,10,4",QUAL,OTHER,WS,2617,Qualification,SURJAN Sabina (SRB),MONFARDINI Gaia (ITA),,,3 - 1,9:11 11:8 12:10 11:4,SURJAN Sabina,2022
European Championships 2022,2022-08-13,SEVCIKOVA Marketa,MONFARDINI Gaia,CZE,ITA,3,0,"11,11,11|2,6,8",QUAL,OTHER,WS,2617,Qualification,SEVCIKOVA Marketa (CZE),MONFARDINI Gaia (ITA),,,0 - 3,2:11 6:11 8:11,SEVCIKOVA Marketa,2022
European Championships 2022,2022-08-13,BARDSLEY Charlotte,ARLIA Nicole,ENG,ITA,3,2,"9,4,11,11,11|11,11,8,6,4",QUAL,OTHER,WS,2617,Qualification,BARDSLEY Charlotte (ENG),ARLIA Nicole (ITA),,,2 - 3,11:9 11:4 8:11 6:11 4:11,BARDSLEY Charlotte,2022
European Championships 2022,2022-08-13,ARLIA Nicole,HANSON Reelica,ITA,EST,3,1,"8,11,11,11|11,5,5,3",QUAL,OTHER,WS,2617,Qualification,ARLIA Nicole (ITA),HANSON Reelica (EST),,,3 - 1,8:11 11:5 11:5 11:3,ARLIA Nicole,2022
European Championships 2022,2022-08-13,BARDSLEY Charlotte,HANSON Reelica,ENG,EST,3,0,"11,11,11|3,8,7",QUAL,OTHER,WS,2617,Qualification,BARDSLEY Charlotte (ENG),HANSON Reelica (EST),,,0 - 3,3:11 8:11 7:11,BARDSLEY Charlotte,2022
European Championships 2022,2022-08-13,HARTBRICH Leonie,KIRICHENKO Anna,HUN,FIN,3,0,"11,11,11|9,6,4",QUAL,OTHER,WS,2617,Qualification,HARTBRICH Leonie (HUN),KIRICHENKO Anna (FIN),,,3 - 0,11:9 11:6 11:4,HARTBRICH Leonie,2022
European Championships 2022,2022-08-13,HARTBRICH Leonie,BARBOSA Ariel,HUN,LUX,3,1,"11,9,11,11|8,11,3,6",QUAL,OTHER,WS,2617,Qualification,HARTBRICH Leonie (HUN),BARBOSA Ariel (LUX),,,3 - 1,11:8 9:11 11:3 11:6,HARTBRICH Leonie,2022
European Championships 2022,2022-08-13,KIRICHENKO Anna,BARBOSA Ariel,FIN,LUX,3,0,"11,12,11|8,10,8",QUAL,OTHER,WS,2617,Qualification,KIRICHENKO Anna (FIN),BARBOSA Ariel (LUX),,,0 - 3,8:11 10:12 8:11,KIRICHENKO Anna,2022
European Championships 2022,2022-08-13,JEGER Mateja,SANTOS Patricia,CRO,POR,3,0,"11,11,11|6,1,4",QUAL,OTHER,WS,2617,Qualification,JEGER Mateja (CRO),SANTOS Patricia (POR),,,3 - 0,11:6 11:1 11:4,JEGER Mateja,2022
European Championships 2022,2022-08-13,WEGRZYN Katarzyna,JEGER Mateja,POL,CRO,3,0,"11,11,11|4,5,2",QUAL,OTHER,WS,2617,Qualification,WEGRZYN Katarzyna (POL),JEGER Mateja (CRO),,,0 - 3,4:11 5:11 2:11,WEGRZYN Katarzyna,2022
European Championships 2022,2022-08-13,WEGRZYN Katarzyna,SANTOS Patricia,POL,POR,3,2,"11,11,7,5,11|4,7,11,11,7",QUAL,OTHER,WS,2617,Qualification,WEGRZYN Katarzyna (POL),SANTOS Patricia (POR),,,3 - 2,11:4 11:7 7:11 5:11 11:7,WEGRZYN Katarzyna,2022
European Championships 2022,2022-08-13,MEN Shuohan,BETZ Ramona Maarit,NED,FIN,3,1,"5,14,11,11|11,12,8,6",QUAL,OTHER,WS,2617,Qualification,MEN Shuohan (NED),BETZ Ramona Maarit (FIN),,,3 - 1,5:11 14:12 11:8 11:6,MEN Shuohan,2022
European Championships 2022,2022-08-13,MEN Shuohan,DEGRAEF Margo,NED,BEL,3,0,"11,11,11|8,6,9",QUAL,OTHER,WS,2617,Qualification,MEN Shuohan (NED),DEGRAEF Margo (BEL),,,3 - 0,11:8 11:6 11:9,MEN Shuohan,2022
European Championships 2022,2022-08-13,DEGRAEF Margo,BETZ Ramona Maarit,BEL,FIN,3,0,"11,11,11|8,8,8",QUAL,OTHER,WS,2617,Qualification,DEGRAEF Margo (BEL),BETZ Ramona Maarit (FIN),,,3 - 0,11:8 11:8 11:8,DEGRAEF Margo,2022
European Championships 2022,2022-08-13,MALOBABIC Ivana,YOVKOVA Maria,CRO,BUL,3,0,"14,11,11|12,7,7",QUAL,OTHER,WS,2617,Qualification,MALOBABIC Ivana (CRO),YOVKOVA Maria (BUL),,,3 - 0,14:12 11:7 11:7,MALOBABIC Ivana,2022
European Championships 2022,2022-08-13,MALOBABIC Ivana,KULAKCEKEN Simay,CRO,TUR,3,0,"11,11,11|6,3,6",QUAL,OTHER,WS,2617,Qualification,MALOBABIC Ivana (CRO),KULAKCEKEN Simay (TUR),,,3 - 0,11:6 11:3 11:6,MALOBABIC Ivana,2022
European Championships 2022,2022-08-13,KULAKCEKEN Simay,YOVKOVA Maria,TUR,BUL,3,1,"2,11,11,11|11,9,6,6",QUAL,OTHER,WS,2617,Qualification,KULAKCEKEN Simay (TUR),YOVKOVA Maria (BUL),,,3 - 1,2:11 11:9 11:6 11:6,KULAKCEKEN Simay,2022
European Championships 2022,2022-08-13,HO Tin-Tin,DE HOOP Sanne,ENG,NED,3,0,"11,11,11|5,6,5",QUAL,OTHER,WS,2617,Qualification,HO Tin-Tin (ENG),DE HOOP Sanne (NED),,,3 - 0,11:5 11:6 11:5,HO Tin-Tin,2022
European Championships 2022,2022-08-13,HO Tin-Tin,WEGRZYN Anna,ENG,POL,3,0,"11,11,14|4,3,12",QUAL,OTHER,WS,2617,Qualification,HO Tin-Tin (ENG),WEGRZYN Anna (POL),,,3 - 0,11:4 11:3 14:12,HO Tin-Tin,2022
European Championships 2022,2022-08-13,WEGRZYN Anna,DE HOOP Sanne,POL,NED,3,0,"11,11,11|6,5,4",QUAL,OTHER,WS,2617,Qualification,WEGRZYN Anna (POL),DE HOOP Sanne (NED),,,3 - 0,11:6 11:5 11:4,WEGRZYN Anna,2022
European Championships 2022,2022-08-13,VIVARELLI Debora,TOFTAKER Martine,ITA,NOR,3,1,"11,11,7,12|8,7,11,10",QUAL,OTHER,WS,2617,Qualification,VIVARELLI Debora (ITA),TOFTAKER Martine (NOR),,,3 - 1,11:8 11:7 7:11 12:10,VIVARELLI Debora,2022
European Championships 2022,2022-08-13,GONDERINGER Tessy,VIVARELLI Debora,LUX,ITA,3,1,"11,9,11,11|9,11,5,5",QUAL,OTHER,WS,2617,Qualification,GONDERINGER Tessy (LUX),VIVARELLI Debora (ITA),,,1 - 3,9:11 11:9 5:11 5:11,GONDERINGER Tessy,2022
European Championships 2022,2022-08-13,TOFTAKER Martine,GONDERINGER Tessy,NOR,LUX,3,1,"9,11,13,11|11,9,11,5",QUAL,OTHER,WS,2617,Qualification,TOFTAKER Martine (NOR),GONDERINGER Tessy (LUX),,,1 - 3,11:9 9:11 11:13 5:11,TOFTAKER Martine,2022
European Championships 2022,2022-08-13,ARAPOVIC Hana,PARIDI Konstantina,CRO,GRE,3,2,"11,7,9,11,11|5,11,11,8,5",QUAL,OTHER,WS,2617,Qualification,ARAPOVIC Hana (CRO),PARIDI Konstantina (GRE),,,3 - 2,11:5 7:11 9:11 11:8 11:5,ARAPOVIC Hana,2022
European Championships 2022,2022-08-13,ARAPOVIC Hana,PLAIAN Tania,CRO,ROU,3,2,"17,7,12,9,11|15,11,10,11,4",QUAL,OTHER,WS,2617,Qualification,ARAPOVIC Hana (CRO),PLAIAN Tania (ROU),,,3 - 2,17:15 7:11 12:10 9:11 11:4,ARAPOVIC Hana,2022
European Championships 2022,2022-08-13,PLAIAN Tania,PARIDI Konstantina,ROU,GRE,3,1,"9,11,11,11|11,6,7,8",QUAL,OTHER,WS,2617,Qualification,PLAIAN Tania (ROU),PARIDI Konstantina (GRE),,,3 - 1,9:11 11:6 11:7 11:8,PLAIAN Tania,2022
