tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
2020 ITTF Finals Zhengzhou 2020,2020-11-19,SUH Hyo Won,ISHIKAWA Kasumi,KOR,JPN,4,1,"11,3,11,11,11|8,11,9,5,5",R16,GRAND_SLAM,WS,2266,Main Draw,SUH Hyo Won (KOR),ISHIKAWA Kasumi (JPN),,,1 - 4,8:11 11:3 9:11 5:11 5:11,SUH Hyo Won,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,SHETTY Sanil,RUMGAY Gavin,IND,SCO,4,1,"11,8,13,11,11|6,11,11,5,9",QR64,OLYMPICS,MS,2245,Qualification,RUMGAY Gavin (SCO),SHETTY Sanil (IND),,,1 - 4,6:11 11:8 11:13 5:11 9:11,SHETTY Sanil,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,FENG Yi-Hsin,HIPPLER Tobias,TPE,GER,4,2,"11,14,12,4,12,11|7,12,10,11,14,6",QR64,OLYMPICS,MS,2245,Qualification,HIPPLER Tobias (GER),FENG Yi-Hsin (TPE),,,2 - 4,7:11 12:14 10:12 11:4 14:12 6:11,FENG Yi-Hsin,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,SIDORENKO Vladimir,TSUBOI Yuma,RUS,JPN,4,2,"11,7,11,8,11,12|7,11,3,11,8,10",QR64,OLYMPICS,MS,2245,Qualification,SIDORENKO Vladimir (RUS),TSUBOI Yuma (JPN),,,4 - 2,11:7 7:11 11:3 8:11 11:8 12:10,SIDORENKO Vladimir,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,THAKKAR Manav,DEVOS Laurens,IND,BEL,4,2,"12,15,3,10,12,14|10,13,11,12,10,12",QR64,OLYMPICS,MS,2245,Qualification,DEVOS Laurens (BEL),THAKKAR Manav (IND),,,2 - 4,10:12 13:15 11:3 12:10 10:12 12:14,THAKKAR Manav,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,BOBOCICA Mihai,PICCOLIN Jordy,ITA,ITA,4,2,"11,11,9,9,11,11|9,1,11,11,6,6",QR64,OLYMPICS,MS,2245,Qualification,BOBOCICA Mihai (ITA),PICCOLIN Jordy (ITA),,,4 - 2,11:9 11:1 9:11 9:11 11:6 11:6,BOBOCICA Mihai,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,ISMAILOV Sadi,TIO Nicholas,RUS,USA,4,2,"11,11,11,11,11,11|7,13,13,9,9,8",QR64,OLYMPICS,MS,2245,Qualification,TIO Nicholas (USA),ISMAILOV Sadi (RUS),,,2 - 4,7:11 13:11 13:11 9:11 9:11 8:11,ISMAILOV Sadi,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,TOGAMI Shunsuke,TIUTRIUMOV Aleksandr,JPN,RUS,4,2,"9,11,5,11,11,12|11,0,11,5,5,10",QR64,OLYMPICS,MS,2245,Qualification,TOGAMI Shunsuke (JPN),TIUTRIUMOV Aleksandr (RUS),,,4 - 2,9:11 11:0 5:11 11:5 11:5 12:10,TOGAMI Shunsuke,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,PRYSHCHEPA Ievgen,YARASHENKA Vadim,UKR,BLR,4,0,"13,11,11,11|11,4,8,7",QR64,OLYMPICS,MS,2245,Qualification,YARASHENKA Vadim (BLR),PRYSHCHEPA Ievgen (UKR),,,0 - 4,11:13 4:11 8:11 7:11,PRYSHCHEPA Ievgen,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,CAZACU Alexandru,MANHANI Humberto,ROU,BRA,4,1,"11,11,16,7,11|3,5,14,11,8",QR64,OLYMPICS,MS,2245,Qualification,MANHANI Humberto (BRA),CAZACU Alexandru (ROU),,,1 - 4,3:11 5:11 14:16 11:7 8:11,CAZACU Alexandru,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,MCBEATH David,LORENZO Santiago,ENG,ARG,4,0,"11,11,11,11|9,5,6,6",QR64,OLYMPICS,MS,2245,Qualification,LORENZO Santiago (ARG),MCBEATH David (ENG),,,0 - 4,9:11 5:11 6:11 6:11,MCBEATH David,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,CARVALHO Diogo,SERDAROGLU David,POR,AUT,4,2,"11,3,15,10,13,11|7,11,13,12,11,3",QR64,OLYMPICS,MS,2245,Qualification,CARVALHO Diogo (POR),SERDAROGLU David (AUT),,,4 - 2,11:7 3:11 15:13 10:12 13:11 11:3,CARVALHO Diogo,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,ECSEKI Nandor,PINTO Daniele,HUN,ITA,4,1,"11,12,5,11,11|1,10,11,3,9",QR64,OLYMPICS,MS,2245,Qualification,PINTO Daniele (ITA),ECSEKI Nandor (HUN),,,1 - 4,1:11 10:12 11:5 3:11 9:11,ECSEKI Nandor,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,RANEFUR Elias,MARTINKO Jiri,SWE,CZE,4,1,"11,6,11,11,11|6,11,4,3,9",QR64,OLYMPICS,MS,2245,Qualification,MARTINKO Jiri (CZE),RANEFUR Elias (SWE),,,1 - 4,6:11 11:6 4:11 3:11 9:11,RANEFUR Elias,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,CHEN Diogo,POLANSKY Tomas,POR,CZE,4,1,"9,11,11,11,11|11,9,6,2,9",QR64,OLYMPICS,MS,2245,Qualification,CHEN Diogo (POR),POLANSKY Tomas (CZE),,,4 - 1,9:11 11:9 11:6 11:2 11:9,CHEN Diogo,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,TANVIRIYAVECHAKUL Padasak,BORO Birdie,THA,IND,4,1,"8,11,11,11,11|11,6,5,5,5",QR64,OLYMPICS,MS,2245,Qualification,TANVIRIYAVECHAKUL Padasak (THA),BORO Birdie (IND),,,4 - 1,8:11 11:6 11:5 11:5 11:5,TANVIRIYAVECHAKUL Padasak,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,PARK Chan-Hyeok,WEBER Lionel,KOR,SUI,4,1,"11,10,11,11,11|5,12,9,8,4",QR64,OLYMPICS,MS,2245,Qualification,PARK Chan-Hyeok (KOR),WEBER Lionel (SUI),,,4 - 1,11:5 10:12 11:9 11:8 11:4,PARK Chan-Hyeok,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,ZHMUDENKO Yaroslav,DANI Mudit,UKR,IND,4,0,"11,11,11,11|3,6,9,3",QR64,OLYMPICS,MS,2245,Qualification,ZHMUDENKO Yaroslav (UKR),DANI Mudit (IND),,,4 - 0,11:3 11:6 11:9 11:3,ZHMUDENKO Yaroslav,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,MUTTI Leonardo,LEE Chia-Sheng,ITA,TPE,4,1,"6,13,13,12,11|11,11,11,10,4",QR64,OLYMPICS,MS,2245,Qualification,LEE Chia-Sheng (TPE),MUTTI Leonardo (ITA),,,1 - 4,11:6 11:13 11:13 10:12 4:11,MUTTI Leonardo,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,BENTANCOR Martin,OOSTWOUDER Ewout,ARG,NED,4,1,"11,11,11,9,11|8,9,9,11,9",QR64,OLYMPICS,MS,2245,Qualification,OOSTWOUDER Ewout (NED),BENTANCOR Martin (ARG),,,1 - 4,8:11 9:11 9:11 11:9 9:11,BENTANCOR Martin,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,IVONIN Denis,LANDRIEU Andrea,RUS,FRA,4,2,"11,10,11,11,9,11|9,12,8,8,11,8",QR64,OLYMPICS,MS,2245,Qualification,IVONIN Denis (RUS),LANDRIEU Andrea (FRA),,,4 - 2,11:9 10:12 11:8 11:8 9:11 11:8,IVONIN Denis,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,DRAGOMAN Andreea,LUTZ Camille,ROU,FRA,3,2,"7,11,11,10,11|11,7,9,12,4",R16,OLYMPICS,U21WS,2245,Main Draw,LUTZ Camille (FRA),DRAGOMAN Andreea (ROU),,,2 - 3,11:7 7:11 9:11 12:10 4:11,DRAGOMAN Andreea,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,FORT Nolwenn,HARTBRICH Leonie,FRA,HUN,3,1,"11,11,9,11|8,7,11,8",R16,OLYMPICS,U21WS,2245,Main Draw,HARTBRICH Leonie (HUN),FORT Nolwenn (FRA),,,1 - 3,8:11 7:11 11:9 8:11,FORT Nolwenn,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,WANG Amy,MATOS Ines,USA,POR,3,1,"5,12,12,14|11,10,10,12",R16,OLYMPICS,U21WS,2245,Main Draw,WANG Amy (USA),MATOS Ines (POR),,,3 - 1,5:11 12:10 12:10 14:12,WANG Amy,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,TRIGOLOS Daria,ABRAAMIAN Elizabet,BLR,RUS,3,2,"11,9,8,11,11|7,11,11,8,7",R16,OLYMPICS,U21WS,2245,Main Draw,TRIGOLOS Daria (BLR),ABRAAMIAN Elizabet (RUS),,,3 - 2,11:7 9:11 8:11 11:8 11:7,TRIGOLOS Daria,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,DIACONU Adina,KOLISH Anastasia,ROU,RUS,3,1,"11,11,3,11|9,8,11,9",R16,OLYMPICS,U21WS,2245,Main Draw,KOLISH Anastasia (RUS),DIACONU Adina (ROU),,,1 - 3,9:11 8:11 11:3 9:11,DIACONU Adina,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,LUNG Lisa,KUKULKOVA Tatiana,BEL,SVK,3,0,"11,15,11|9,13,8",R16,OLYMPICS,U21WS,2245,Main Draw,LUNG Lisa (BEL),KUKULKOVA Tatiana (SVK),,,3 - 0,11:9 15:13 11:8,LUNG Lisa,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,TOFANT Ana,SELVAKUMAR Selena,SLO,IND,3,2,"11,9,11,9,11|9,11,7,11,8",R16,OLYMPICS,U21WS,2245,Main Draw,SELVAKUMAR Selena (IND),TOFANT Ana (SLO),,,2 - 3,9:11 11:9 7:11 11:9 8:11,TOFANT Ana,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,SHIOMI Maki,PAVADE Prithika,JPN,FRA,3,1,"11,11,11,11|13,8,3,5",R16,OLYMPICS,U21WS,2245,Main Draw,SHIOMI Maki (JPN),PAVADE Prithika (FRA),,,3 - 1,11:13 11:8 11:3 11:5,SHIOMI Maki,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,JARVIS Tom,REMBERT Bastien,ENG,FRA,3,1,"13,6,12,11|11,11,10,8",R16,OLYMPICS,U21MS,2245,Main Draw,JARVIS Tom (ENG),REMBERT Bastien (FRA),,,3 - 1,13:11 6:11 12:10 11:8,JARVIS Tom,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,KUMAR Nikhil,DEVOS Laurens,USA,BEL,3,0,"11,11,11|7,9,7",R16,OLYMPICS,U21MS,2245,Main Draw,DEVOS Laurens (BEL),KUMAR Nikhil (USA),,,0 - 3,7:11 9:11 7:11,KUMAR Nikhil,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,FENG Yi-Hsin,GREBNEV Maksim,TPE,RUS,3,0,"11,11,11|7,4,5",R16,OLYMPICS,U21MS,2245,Main Draw,GREBNEV Maksim (RUS),FENG Yi-Hsin (TPE),,,0 - 3,7:11 4:11 5:11,FENG Yi-Hsin,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,SIDORENKO Vladimir,OSIRO Pedro,RUS,SUI,3,1,"9,11,11,11|11,7,5,5",R16,OLYMPICS,U21MS,2245,Main Draw,OSIRO Pedro (SUI),SIDORENKO Vladimir (RUS),,,1 - 3,11:9 7:11 5:11 5:11,SIDORENKO Vladimir,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,HIPPLER Tobias,ROLLAND Jules,GER,FRA,3,0,"11,11,11|7,9,2",R16,OLYMPICS,U21MS,2245,Main Draw,ROLLAND Jules (FRA),HIPPLER Tobias (GER),,,0 - 3,7:11 9:11 2:11,HIPPLER Tobias,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,KIM Woojin,CHIRITA Iulian,KOR,ROU,3,0,"11,11,11|9,8,3",R16,OLYMPICS,U21MS,2245,Main Draw,CHIRITA Iulian (ROU),KIM Woojin (KOR),,,0 - 3,9:11 8:11 3:11,KIM Woojin,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,BURGOS Nicolas,TIO Nicholas,CHI,USA,3,0,"11,11,11|4,7,8",R16,OLYMPICS,U21MS,2245,Main Draw,BURGOS Nicolas (CHI),TIO Nicholas (USA),,,3 - 0,11:4 11:7 11:8,BURGOS Nicolas,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,DOVAL Ilka/TOFANT Ana,PARIDI Konstantina/TOLIOU Aikaterini,NOR,GRE,3,2,"11,7,11,8,11|6,11,9,11,6",QR32,OLYMPICS,WD,2245,Qualification,DOVAL Ilka (NOR) / TOFANT Ana (SLO),PARIDI Konstantina (GRE) / TOLIOU Aikaterini (GRE),TOFANT Ana (SLO),TOLIOU Aikaterini (GRE),3 - 2,11:6 7:11 11:9 8:11 11:6,DOVAL Ilka,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,LE Thi Hong Loan/MOSCONI Veronica,KHUSSEINOVA Gulchekhra/LAVROVA Anastassiya,ITA,KAZ,3,2,"9,14,11,9,11|11,12,4,11,7",QR32,OLYMPICS,WD,2245,Qualification,LE Thi Hong Loan (ITA) / MOSCONI Veronica (ITA),KHUSSEINOVA Gulchekhra (KAZ) / LAVROVA Anastassiya (KAZ),MOSCONI Veronica (ITA),LAVROVA Anastassiya (KAZ),3 - 2,9:11 14:12 11:4 9:11 11:7,LE Thi Hong Loan,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,TAKAHASHI Bruna/TODOROVIC Andrea,LABOSOVA Ema/PUCHOVANOVA Nikoleta,BRA,SVK,3,0,"11,11,11|2,9,5",QR32,OLYMPICS,WD,2245,Qualification,TAKAHASHI Bruna (BRA) / TODOROVIC Andrea (SRB),LABOSOVA Ema (SVK) / PUCHOVANOVA Nikoleta (SVK),TODOROVIC Andrea (SRB),PUCHOVANOVA Nikoleta (SVK),0 - 3,2:11 9:11 5:11,TAKAHASHI Bruna,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,LUPULESKU Izabela/REUST Celine,BERGAND Filippa/JONSSON Jennifer,SRB,SWE,3,1,"12,12,5,11|10,10,11,7",QR32,OLYMPICS,WD,2245,Qualification,LUPULESKU Izabela (SRB) / REUST Celine (SUI),BERGAND Filippa (SWE) / JONSSON Jennifer (SWE),REUST Celine (SUI),JONSSON Jennifer (SWE),3 - 1,12:10 12:10 5:11 11:7,LUPULESKU Izabela,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,DEGRAEF Margo/LUNG Lisa,DUTTA Moumita/SELVAKUMAR Selena,BEL,IND,3,0,"11,11,11|4,5,4",QR32,OLYMPICS,WD,2245,Qualification,DEGRAEF Margo (BEL) / LUNG Lisa (BEL),DUTTA Moumita (IND) / SELVAKUMAR Selena (IND),LUNG Lisa (BEL),SELVAKUMAR Selena (IND),0 - 3,4:11 5:11 4:11,DEGRAEF Margo,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,BAEK Kwangil/PARK Chan-Hyeok,HRIBAR Peter/KOZUL Deni,KOR,SLO,3,0,"11,11,11|5,1,9",QR32,OLYMPICS,MD,2245,Qualification,BAEK Kwangil (KOR) / PARK Chan-Hyeok (KOR),HRIBAR Peter (SLO) / KOZUL Deni (SLO),PARK Chan-Hyeok (KOR),KOZUL Deni (SLO),3 - 0,11:5 11:1 11:9,BAEK Kwangil,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,MARTINKO Jiri/PUTUNTICA Andrei,SHAH Manush/THAKKAR Manav,CZE,IND,3,1,"11,10,11,11|7,12,8,8",QR32,OLYMPICS,MD,2245,Qualification,MARTINKO Jiri (CZE) / PUTUNTICA Andrei (MDA),SHAH Manush (IND) / THAKKAR Manav (IND),PUTUNTICA Andrei (MDA),THAKKAR Manav (IND),1 - 3,7:11 12:10 8:11 8:11,MARTINKO Jiri,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,KUMAR Nikhil/TIO Nicholas,KALUZNY Samuel/NOVOTA Samuel,USA,SVK,3,1,"11,11,10,11|3,8,12,7",QR32,OLYMPICS,MD,2245,Qualification,KUMAR Nikhil (USA) / TIO Nicholas (USA),KALUZNY Samuel (SVK) / NOVOTA Samuel (SVK),TIO Nicholas (USA),NOVOTA Samuel (SVK),3 - 1,11:3 11:8 10:12 11:7,KUMAR Nikhil,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,ARVIDSSON Simon/RANEFUR Elias,KHANIN Aleksandr/PLATONOV Pavel,SWE,BLR,3,1,"9,11,11,12|11,3,7,10",QR32,OLYMPICS,MD,2245,Qualification,ARVIDSSON Simon (SWE) / RANEFUR Elias (SWE),KHANIN Aleksandr (BLR) / PLATONOV Pavel (BLR),RANEFUR Elias (SWE),PLATONOV Pavel (BLR),1 - 3,11:9 3:11 7:11 10:12,ARVIDSSON Simon,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,CHANDRA Jeet/SURAVAJJULA Snehit,MUTTI Leonardo/PICCOLIN Jordy,IND,ITA,3,0,"0,0,0|0,0,0",QR32,OLYMPICS,MD,2245,Qualification,CHANDRA Jeet (IND) / SURAVAJJULA Snehit (IND),MUTTI Leonardo (ITA) / PICCOLIN Jordy (ITA),SURAVAJJULA Snehit (IND),PICCOLIN Jordy (ITA),3 - 0,0:0 0:0 0:0,CHANDRA Jeet,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,LEE Chia-Sheng/YANG Heng-Wei,KANG Jinho/KIM Woojin,TPE,KOR,3,1,"11,11,5,11|6,7,11,7",QR32,OLYMPICS,MD,2245,Qualification,LEE Chia-Sheng (TPE) / YANG Heng-Wei (TPE),KANG Jinho (KOR) / KIM Woojin (KOR),YANG Heng-Wei (TPE),KIM Woojin (KOR),3 - 1,11:6 11:7 5:11 11:7,LEE Chia-Sheng,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,ABIODUN Bode/OMOTAYO Olajide,PRYSHCHEPA Ievgen/ZHMUDENKO Yaroslav,NGR,UKR,3,1,"11,11,11,11|13,8,4,7",QR32,OLYMPICS,MD,2245,Qualification,ABIODUN Bode (NGR) / OMOTAYO Olajide (NGR),PRYSHCHEPA Ievgen (UKR) / ZHMUDENKO Yaroslav (UKR),OMOTAYO Olajide (NGR),ZHMUDENKO Yaroslav (UKR),1 - 3,13:11 8:11 4:11 7:11,ABIODUN Bode,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,REMBERT Bastien/ROLLAND Jules,MEDINA Jan/VILLANUEVA Nelson,FRA,VEN,3,0,"11,11,11|8,5,8",QR32,OLYMPICS,MD,2245,Qualification,REMBERT Bastien (FRA) / ROLLAND Jules (FRA),MEDINA Jan (VEN) / VILLANUEVA Nelson (VEN),ROLLAND Jules (FRA),VILLANUEVA Nelson (VEN),3 - 0,11:8 11:5 11:8,REMBERT Bastien,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,FENG Yi-Hsin/LI Hsin-Yang,AYUSO Angel/DE LAS HERAS Rafael,TPE,ESP,3,1,"13,9,11,11|11,11,6,8",QR32,OLYMPICS,MD,2245,Qualification,FENG Yi-Hsin (TPE) / LI Hsin-Yang (TPE),AYUSO Angel (ESP) / DE LAS HERAS Rafael (ESP),LI Hsin-Yang (TPE),DE LAS HERAS Rafael (ESP),1 - 3,11:13 11:9 6:11 8:11,FENG Yi-Hsin,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,CHEN Alexander/SERDAROGLU David,JARVIS Tom/MCBEATH David,AUT,ENG,3,1,"11,6,11,12|9,11,9,10",QR32,OLYMPICS,MD,2245,Qualification,CHEN Alexander (AUT) / SERDAROGLU David (AUT),JARVIS Tom (ENG) / MCBEATH David (ENG),SERDAROGLU David (AUT),MCBEATH David (ENG),3 - 1,11:9 6:11 11:9 12:10,CHEN Alexander,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,CNUDDE Florian/DEVOS Laurens,RUKLETSOV Vladislav/YARASHENKA Vadim,BEL,BLR,3,0,"11,11,11|9,8,4",QR32,OLYMPICS,MD,2245,Qualification,CNUDDE Florian (BEL) / DEVOS Laurens (BEL),RUKLETSOV Vladislav (BLR) / YARASHENKA Vadim (BLR),DEVOS Laurens (BEL),YARASHENKA Vadim (BLR),0 - 3,9:11 8:11 4:11,CNUDDE Florian,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,POSCH Lars/TSCHANZ Cedric,GONZALEZ Daniel/PEREZ Gabriel,SUI,PUR,3,1,"15,8,11,11|13,11,7,8",QR32,OLYMPICS,MD,2245,Qualification,POSCH Lars (SUI) / TSCHANZ Cedric (SUI),GONZALEZ Daniel (PUR) / PEREZ Gabriel (PUR),TSCHANZ Cedric (SUI),PEREZ Gabriel (PUR),1 - 3,13:15 11:8 7:11 8:11,POSCH Lars,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,PINTO Daniele/ROSSI Carlo,LEVINSKI Mishel/ZHANG Kai,ITA,USA,3,2,"12,13,11,6,11|10,11,13,11,5",QR32,OLYMPICS,MD,2245,Qualification,PINTO Daniele (ITA) / ROSSI Carlo (ITA),LEVINSKI Mishel (USA) / ZHANG Kai (USA),ROSSI Carlo (ITA),ZHANG Kai (USA),3 - 2,12:10 13:11 11:13 6:11 11:5,PINTO Daniele,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,ISMAILOV Sadi/IVONIN Denis,KONSTANTINOPOULOS Giorgos/KONSTANTINOPOULOS Konstantinos,RUS,GRE,3,0,"11,11,11|3,5,6",QR32,OLYMPICS,MD,2245,Qualification,ISMAILOV Sadi (RUS) / IVONIN Denis (RUS),KONSTANTINOPOULOS Giorgos (GRE) / KONSTANTINOPOULOS Konstantinos (GRE),IVONIN Denis (RUS),KONSTANTINOPOULOS Konstantinos (GRE),3 - 0,11:3 11:5 11:6,ISMAILOV Sadi,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,DEVOS Robin/OOSTWOUDER Ewout,PIERAERT Valentin/RASSENFOSSE Adrien,BEL,BEL,3,1,"9,11,12,11|11,5,10,5",QR32,OLYMPICS,MD,2245,Qualification,DEVOS Robin (BEL) / OOSTWOUDER Ewout (NED),PIERAERT Valentin (BEL) / RASSENFOSSE Adrien (BEL),OOSTWOUDER Ewout (NED),RASSENFOSSE Adrien (BEL),1 - 3,11:9 5:11 10:12 5:11,DEVOS Robin,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,GASNIER Laura/ZARIF Audrey,GRIGELOVA Natalia/KUKULKOVA Tatiana,FRA,SVK,3,1,"11,9,11,11|8,11,5,9",QR16,OLYMPICS,WD,2245,Qualification,GASNIER Laura (FRA) / ZARIF Audrey (FRA),GRIGELOVA Natalia (SVK) / KUKULKOVA Tatiana (SVK),ZARIF Audrey (FRA),KUKULKOVA Tatiana (SVK),1 - 3,8:11 11:9 5:11 9:11,GASNIER Laura,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,DIACONU Adina/DRAGOMAN Andreea,DEGRAEF Margo/LUNG Lisa,ROU,BEL,3,1,"11,11,9,11|3,1,11,9",QR16,OLYMPICS,WD,2245,Qualification,DIACONU Adina (ROU) / DRAGOMAN Andreea (ROU),DEGRAEF Margo (BEL) / LUNG Lisa (BEL),DRAGOMAN Andreea (ROU),LUNG Lisa (BEL),3 - 1,11:3 11:1 9:11 11:9,DIACONU Adina,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,KAZANTSEVA Kristina/TAILAKOVA Mariia,LUPULESKU Izabela/REUST Celine,RUS,SRB,3,0,"11,11,11|6,6,7",QR16,OLYMPICS,WD,2245,Qualification,KAZANTSEVA Kristina (RUS) / TAILAKOVA Mariia (RUS),LUPULESKU Izabela (SRB) / REUST Celine (SUI),TAILAKOVA Mariia (RUS),REUST Celine (SUI),0 - 3,6:11 6:11 7:11,KAZANTSEVA Kristina,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,TAKAHASHI Bruna/TODOROVIC Andrea,ORTEGA Daniela/VEGA Paulina,BRA,CHI,3,1,"11,11,7,11|9,4,11,5",QR16,OLYMPICS,WD,2245,Qualification,TAKAHASHI Bruna (BRA) / TODOROVIC Andrea (SRB),ORTEGA Daniela (CHI) / VEGA Paulina (CHI),TODOROVIC Andrea (SRB),VEGA Paulina (CHI),1 - 3,9:11 4:11 11:7 5:11,TAKAHASHI Bruna,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,PICCOLIN Giorgia/VIVARELLI Debora,RIOS Daniely/SINGEORZAN Arina,ITA,PUR,3,0,"11,11,11|7,7,6",QR16,OLYMPICS,WD,2245,Qualification,PICCOLIN Giorgia (ITA) / VIVARELLI Debora (ITA),RIOS Daniely (PUR) / SINGEORZAN Arina (ROU),VIVARELLI Debora (ITA),SINGEORZAN Arina (ROU),0 - 3,7:11 7:11 6:11,PICCOLIN Giorgia,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,KUMAHARA Luca/YAMADA Jessica,LE Thi Hong Loan/MOSCONI Veronica,BRA,ITA,3,0,"11,11,11|6,9,7",QR16,OLYMPICS,WD,2245,Qualification,KUMAHARA Luca (BRA) / YAMADA Jessica (BRA),LE Thi Hong Loan (ITA) / MOSCONI Veronica (ITA),YAMADA Jessica (BRA),MOSCONI Veronica (ITA),3 - 0,11:6 11:9 11:7,KUMAHARA Luca,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,KOMWONG Nanthana/SAWETTABUT Jinnipa,DOVAL Ilka/TOFANT Ana,THA,NOR,3,0,"13,11,12|11,9,10",QR16,OLYMPICS,WD,2245,Qualification,KOMWONG Nanthana (THA) / SAWETTABUT Jinnipa (THA),DOVAL Ilka (NOR) / TOFANT Ana (SLO),SAWETTABUT Jinnipa (THA),TOFANT Ana (SLO),0 - 3,11:13 9:11 10:12,KOMWONG Nanthana,2020
ITTF Challenge Plus Portugal Open Lisbon 2020,2020-02-12,CODINA Ana/KIRICHENKO Anna,BOGDANOVA Nadezhda/TRIGOLOS Daria,ARG,BLR,3,2,"5,11,11,4,12|11,9,9,11,10",QR16,OLYMPICS,WD,2245,Qualification,CODINA Ana (ARG) / KIRICHENKO Anna (FIN),BOGDANOVA Nadezhda (BLR) / TRIGOLOS Daria (BLR),KIRICHENKO Anna (FIN),TRIGOLOS Daria (BLR),2 - 3,11:5 9:11 9:11 11:4 10:12,CODINA Ana,2020
