tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Volkswagen China vs. World Team Challenge Match Shanghai 2004,2004-12-14,JOO Saehyuk,MA Long,KOR,CHN,3,1,"11,12,11,11|8,14,6,8",,WTT_FEEDER,MT,1928,Main Draw,JOO Saehyuk (KOR),MA Long (CHN),,,1 - 3,8:11 14:12 6:11 8:11,JOO Saehyuk,2009
Olympic Games Athens 2004,2004-08-14,WANG Liqin,WALDNER Jan-Ove,CHN,SWE,4,1,"10,11,11,11,11|12,3,8,7,9",2,OLYMPICS,MS,918,Position Draw,WANG Liqin (CHN),WALDNER Jan-Ove (SWE),,,4 - 1,10:12 11:3 11:8 11:7 11:9,WANG Liqin,2004
Olympic Games Athens 2004,2004-08-14,COTON Flavien,PANTOJA Miguel,FRA,ESP,3,0,"11,12,11|6,10,9",,OLYMPICS,U21MS,918,Qualification,COTON Flavien (FRA),PANTOJA Miguel (ESP),,,3 - 0,11:6 12:10 11:9,COTON Flavien,2024
Olympic Games Athens 2004,2004-08-14,GILTIA Tim,PODOBNIK Miha,BEL,SLO,3,1,"7,11,11,11|11,8,3,8",,OLYMPICS,U21MS,918,Qualification,GILTIA Tim (BEL),PODOBNIK Miha (SLO),,,1 - 3,11:7 8:11 3:11 8:11,GILTIA Tim,2024
Olympic Games Athens 2004,2004-08-14,COTON Flavien,PODOBNIK Miha,FRA,SLO,3,0,"14,11,11|12,9,6",,OLYMPICS,U21MS,918,Qualification,COTON Flavien (FRA),PODOBNIK Miha (SLO),,,3 - 0,14:12 11:9 11:6,COTON Flavien,2024
Olympic Games Athens 2004,2004-08-14,PANTOJA Miguel,GILTIA Tim,ESP,BEL,3,0,"13,11,13|11,6,11",,OLYMPICS,U21MS,918,Qualification,PANTOJA Miguel (ESP),GILTIA Tim (BEL),,,3 - 0,13:11 11:6 13:11,PANTOJA Miguel,2024
Olympic Games Athens 2004,2004-08-14,PANTOJA Miguel,PODOBNIK Miha,ESP,SLO,3,2,"11,8,11,10,11|5,11,2,12,8",,OLYMPICS,U21MS,918,Qualification,PANTOJA Miguel (ESP),PODOBNIK Miha (SLO),,,2 - 3,5:11 11:8 2:11 12:10 8:11,PANTOJA Miguel,2024
Olympic Games Athens 2004,2004-08-14,COTON Flavien,GILTIA Tim,FRA,BEL,3,2,"13,11,9,13,11|11,8,11,15,4",,OLYMPICS,U21MS,918,Qualification,COTON Flavien (FRA),GILTIA Tim (BEL),,,3 - 2,13:11 11:8 9:11 13:15 11:4,COTON Flavien,2024
Olympic Games Athens 2004,2004-08-14,BELIK Simon,BERZOSA Daniel,CZE,ESP,3,0,"11,11,14|9,9,12",,OLYMPICS,U21MS,918,Qualification,BELIK Simon (CZE),BERZOSA Daniel (ESP),,,3 - 0,11:9 11:9 14:12,BELIK Simon,2024
Olympic Games Athens 2004,2004-08-14,ZELENGOWSKI Mateusz,ELIA Sharpel,POL,CYP,3,2,"8,11,11,6,11|11,2,8,11,8",,OLYMPICS,U21MS,918,Qualification,ZELENGOWSKI Mateusz (POL),ELIA Sharpel (CYP),,,3 - 2,8:11 11:2 11:8 6:11 11:8,ZELENGOWSKI Mateusz,2024
Olympic Games Athens 2004,2004-08-14,BELIK Simon,ZELENGOWSKI Mateusz,CZE,POL,3,1,"11,11,6,14|8,8,11,12",,OLYMPICS,U21MS,918,Qualification,BELIK Simon (CZE),ZELENGOWSKI Mateusz (POL),,,3 - 1,11:8 11:8 6:11 14:12,BELIK Simon,2024
Olympic Games Athens 2004,2004-08-14,BERZOSA Daniel,ELIA Sharpel,ESP,CYP,3,0,"11,11,11|8,9,8",,OLYMPICS,U21MS,918,Qualification,BERZOSA Daniel (ESP),ELIA Sharpel (CYP),,,3 - 0,11:8 11:9 11:8,BERZOSA Daniel,2024
Olympic Games Athens 2004,2004-08-14,BERZOSA Daniel,ZELENGOWSKI Mateusz,ESP,POL,3,1,"11,5,11,11|3,11,7,9",,OLYMPICS,U21MS,918,Qualification,BERZOSA Daniel (ESP),ZELENGOWSKI Mateusz (POL),,,1 - 3,3:11 11:5 7:11 9:11,BERZOSA Daniel,2024
Olympic Games Athens 2004,2004-08-14,BELIK Simon,ELIA Sharpel,CZE,CYP,3,0,"11,11,11|8,1,7",,OLYMPICS,U21MS,918,Qualification,BELIK Simon (CZE),ELIA Sharpel (CYP),,,3 - 0,11:8 11:1 11:7,BELIK Simon,2024
Olympic Games Athens 2004,2004-08-14,ZALEWSKI Mateusz,DEGROS Nicolas,POL,BEL,3,0,"11,11,11|6,7,8",,OLYMPICS,U21MS,918,Qualification,ZALEWSKI Mateusz (POL),DEGROS Nicolas (BEL),,,3 - 0,11:6 11:7 11:8,ZALEWSKI Mateusz,2024
Olympic Games Athens 2004,2004-08-14,GREBENIUK Andrii,JAKIMOVSKI Aleksandar,UKR,MKD,3,0,"11,11,11|1,6,6",,OLYMPICS,U21MS,918,Qualification,GREBENIUK Andrii (UKR),JAKIMOVSKI Aleksandar (MKD),,,3 - 0,11:1 11:6 11:6,GREBENIUK Andrii,2024
Olympic Games Athens 2004,2004-08-14,ZALEWSKI Mateusz,GREBENIUK Andrii,POL,UKR,3,0,"15,12,11|13,10,9",,OLYMPICS,U21MS,918,Qualification,ZALEWSKI Mateusz (POL),GREBENIUK Andrii (UKR),,,3 - 0,15:13 12:10 11:9,ZALEWSKI Mateusz,2024
Olympic Games Athens 2004,2004-08-14,DEGROS Nicolas,JAKIMOVSKI Aleksandar,BEL,MKD,3,0,"11,11,11|6,5,4",,OLYMPICS,U21MS,918,Qualification,DEGROS Nicolas (BEL),JAKIMOVSKI Aleksandar (MKD),,,3 - 0,11:6 11:5 11:4,DEGROS Nicolas,2024
Olympic Games Athens 2004,2004-08-14,GREBENIUK Andrii,DEGROS Nicolas,UKR,BEL,3,0,"11,11,11|8,8,5",,OLYMPICS,U21MS,918,Qualification,GREBENIUK Andrii (UKR),DEGROS Nicolas (BEL),,,3 - 0,11:8 11:8 11:5,GREBENIUK Andrii,2024
Olympic Games Athens 2004,2004-08-14,ZALEWSKI Mateusz,JAKIMOVSKI Aleksandar,POL,MKD,3,0,"11,11,11|2,7,2",,OLYMPICS,U21MS,918,Qualification,ZALEWSKI Mateusz (POL),JAKIMOVSKI Aleksandar (MKD),,,3 - 0,11:2 11:7 11:2,ZALEWSKI Mateusz,2024
Olympic Games Athens 2004,2004-08-14,BAN Ivor,MORAVEK Radim,CRO,CZE,3,0,"11,11,11|8,8,4",,OLYMPICS,U21MS,918,Qualification,BAN Ivor (CRO),MORAVEK Radim (CZE),,,3 - 0,11:8 11:8 11:4,BAN Ivor,2024
Olympic Games Athens 2004,2004-08-14,TRETIAK Nazar,STOJCHEV Luka,UKR,MKD,3,0,"11,11,11|3,5,4",,OLYMPICS,U21MS,918,Qualification,TRETIAK Nazar (UKR),STOJCHEV Luka (MKD),,,3 - 0,11:3 11:5 11:4,TRETIAK Nazar,2024
Olympic Games Athens 2004,2004-08-14,BAN Ivor,TRETIAK Nazar,CRO,UKR,3,0,"11,11,11|9,3,5",,OLYMPICS,U21MS,918,Qualification,BAN Ivor (CRO),TRETIAK Nazar (UKR),,,3 - 0,11:9 11:3 11:5,BAN Ivor,2024
Olympic Games Athens 2004,2004-08-14,MORAVEK Radim,STOJCHEV Luka,CZE,MKD,3,0,"11,11,11|6,2,3",,OLYMPICS,U21MS,918,Qualification,MORAVEK Radim (CZE),STOJCHEV Luka (MKD),,,3 - 0,11:6 11:2 11:3,MORAVEK Radim,2024
Olympic Games Athens 2004,2004-08-14,TRETIAK Nazar,MORAVEK Radim,UKR,CZE,3,2,"9,11,8,11,12|11,9,11,6,10",,OLYMPICS,U21MS,918,Qualification,TRETIAK Nazar (UKR),MORAVEK Radim (CZE),,,3 - 2,9:11 11:9 8:11 11:6 12:10,TRETIAK Nazar,2024
Olympic Games Athens 2004,2004-08-14,BAN Ivor,STOJCHEV Luka,CRO,MKD,3,0,"11,12,11|8,10,4",,OLYMPICS,U21MS,918,Qualification,BAN Ivor (CRO),STOJCHEV Luka (MKD),,,3 - 0,11:8 12:10 11:4,BAN Ivor,2024
Olympic Games Athens 2004,2004-08-14,GIOVANNETTI Tommaso,PONS Arnau,ITA,ESP,3,2,"9,11,13,6,11|11,7,11,11,8",,OLYMPICS,U21MS,918,Qualification,GIOVANNETTI Tommaso (ITA),PONS Arnau (ESP),,,3 - 2,9:11 11:7 13:11 6:11 11:8,GIOVANNETTI Tommaso,2024
Olympic Games Athens 2004,2004-08-14,DELINCAK Filip,KASES Andre Pierre,SVK,AUT,3,1,"11,5,11,12|8,11,8,10",,OLYMPICS,U21MS,918,Qualification,DELINCAK Filip (SVK),KASES Andre Pierre (AUT),,,3 - 1,11:8 5:11 11:8 12:10,DELINCAK Filip,2024
Olympic Games Athens 2004,2004-08-14,GIOVANNETTI Tommaso,DELINCAK Filip,ITA,SVK,3,0,"11,11,11|4,2,8",,OLYMPICS,U21MS,918,Qualification,GIOVANNETTI Tommaso (ITA),DELINCAK Filip (SVK),,,3 - 0,11:4 11:2 11:8,GIOVANNETTI Tommaso,2024
Olympic Games Athens 2004,2004-08-14,KASES Andre Pierre,PONS Arnau,AUT,ESP,3,0,"11,11,13|7,7,11",,OLYMPICS,U21MS,918,Qualification,KASES Andre Pierre (AUT),PONS Arnau (ESP),,,0 - 3,7:11 7:11 11:13,KASES Andre Pierre,2024
Olympic Games Athens 2004,2004-08-14,PONS Arnau,DELINCAK Filip,ESP,SVK,3,1,"9,11,11,15|11,9,3,13",,OLYMPICS,U21MS,918,Qualification,PONS Arnau (ESP),DELINCAK Filip (SVK),,,1 - 3,11:9 9:11 3:11 13:15,PONS Arnau,2024
Olympic Games Athens 2004,2004-08-14,GIOVANNETTI Tommaso,KASES Andre Pierre,ITA,AUT,3,1,"11,11,6,11|9,7,11,9",,OLYMPICS,U21MS,918,Qualification,GIOVANNETTI Tommaso (ITA),KASES Andre Pierre (AUT),,,3 - 1,11:9 11:7 6:11 11:9,GIOVANNETTI Tommaso,2024
Olympic Games Athens 2004,2004-08-14,VERDONSCHOT Wim,CLOSSET Tom,GER,BEL,3,1,"9,11,11,11|11,9,5,7",,OLYMPICS,U21MS,918,Qualification,VERDONSCHOT Wim (GER),CLOSSET Tom (BEL),,,1 - 3,11:9 9:11 5:11 7:11,VERDONSCHOT Wim,2024
Olympic Games Athens 2004,2004-08-14,BERGENBLOCK William,ARPAS Samuel,SWE,SVK,3,2,"9,10,11,11,18|11,12,9,6,16",,OLYMPICS,U21MS,918,Qualification,BERGENBLOCK William (SWE),ARPAS Samuel (SVK),,,2 - 3,11:9 12:10 9:11 6:11 16:18,BERGENBLOCK William,2024
Olympic Games Athens 2004,2004-08-14,CLOSSET Tom,ARPAS Samuel,BEL,SVK,3,0,"11,11,11|6,5,7",,OLYMPICS,U21MS,918,Qualification,CLOSSET Tom (BEL),ARPAS Samuel (SVK),,,3 - 0,11:6 11:5 11:7,CLOSSET Tom,2024
Olympic Games Athens 2004,2004-08-14,BERGENBLOCK William,VERDONSCHOT Wim,SWE,GER,3,2,"7,11,7,11,13|11,9,11,9,11",,OLYMPICS,U21MS,918,Qualification,BERGENBLOCK William (SWE),VERDONSCHOT Wim (GER),,,2 - 3,11:7 9:11 11:7 9:11 11:13,BERGENBLOCK William,2024
Olympic Games Athens 2004,2004-08-14,VERDONSCHOT Wim,ARPAS Samuel,GER,SVK,3,2,"7,11,6,11,11|11,9,11,8,7",,OLYMPICS,U21MS,918,Qualification,VERDONSCHOT Wim (GER),ARPAS Samuel (SVK),,,2 - 3,11:7 9:11 11:6 8:11 7:11,VERDONSCHOT Wim,2024
Olympic Games Athens 2004,2004-08-14,BERGENBLOCK William,CLOSSET Tom,SWE,BEL,3,0,"16,11,11|14,9,8",,OLYMPICS,U21MS,918,Qualification,BERGENBLOCK William (SWE),CLOSSET Tom (BEL),,,0 - 3,14:16 9:11 8:11,BERGENBLOCK William,2024
Olympic Games Athens 2004,2004-08-14,PETEK Borna,KLAJBER Adam,CRO,SVK,3,1,"11,11,8,14|6,7,11,12",,OLYMPICS,U21MS,918,Qualification,PETEK Borna (CRO),KLAJBER Adam (SVK),,,1 - 3,6:11 7:11 11:8 12:14,PETEK Borna,2024
Olympic Games Athens 2004,2004-08-14,LAFFINEUR Louis,ISIK Hakan,BEL,TUR,3,0,"11,11,11|7,9,8",,OLYMPICS,U21MS,918,Qualification,LAFFINEUR Louis (BEL),ISIK Hakan (TUR),,,3 - 0,11:7 11:9 11:8,LAFFINEUR Louis,2024
Olympic Games Athens 2004,2004-08-14,LAFFINEUR Louis,KLAJBER Adam,BEL,SVK,3,1,"11,6,11,12|5,11,5,10",,OLYMPICS,U21MS,918,Qualification,LAFFINEUR Louis (BEL),KLAJBER Adam (SVK),,,1 - 3,5:11 11:6 5:11 10:12,LAFFINEUR Louis,2024
Olympic Games Athens 2004,2004-08-14,PETEK Borna,ISIK Hakan,CRO,TUR,3,2,"11,5,9,11,11|6,11,11,7,7",,OLYMPICS,U21MS,918,Qualification,PETEK Borna (CRO),ISIK Hakan (TUR),,,3 - 2,11:6 5:11 9:11 11:7 11:7,PETEK Borna,2024
Olympic Games Athens 2004,2004-08-14,PETEK Borna,LAFFINEUR Louis,CRO,BEL,3,0,"12,11,11|10,7,5",,OLYMPICS,U21MS,918,Qualification,PETEK Borna (CRO),LAFFINEUR Louis (BEL),,,0 - 3,10:12 7:11 5:11,PETEK Borna,2024
Olympic Games Athens 2004,2004-08-14,KLAJBER Adam,ISIK Hakan,SVK,TUR,3,0,"11,11,11|6,5,6",,OLYMPICS,U21MS,918,Qualification,KLAJBER Adam (SVK),ISIK Hakan (TUR),,,3 - 0,11:6 11:5 11:6,KLAJBER Adam,2024
Olympic Games Athens 2004,2004-08-14,PALUSEK Samuel,LINDSO Daniel,SVK,SWE,3,2,"9,7,12,11,11|11,11,10,5,7",,OLYMPICS,U21MS,918,Qualification,PALUSEK Samuel (SVK),LINDSO Daniel (SWE),,,2 - 3,11:9 11:7 10:12 5:11 7:11,PALUSEK Samuel,2024
Olympic Games Athens 2004,2004-08-14,BERTELSMEIER Andre,ABIODUN Tiago,GER,POR,3,2,"9,5,11,11,11|11,11,6,6,9",,OLYMPICS,U21MS,918,Qualification,BERTELSMEIER Andre (GER),ABIODUN Tiago (POR),,,3 - 2,9:11 5:11 11:6 11:6 11:9,BERTELSMEIER Andre,2024
Olympic Games Athens 2004,2004-08-14,BERTELSMEIER Andre,LINDSO Daniel,GER,SWE,3,0,"11,11,11|9,8,4",,OLYMPICS,U21MS,918,Qualification,BERTELSMEIER Andre (GER),LINDSO Daniel (SWE),,,0 - 3,9:11 8:11 4:11,BERTELSMEIER Andre,2024
Olympic Games Athens 2004,2004-08-14,ABIODUN Tiago,PALUSEK Samuel,POR,SVK,3,1,"11,11,9,11|7,9,11,8",,OLYMPICS,U21MS,918,Qualification,ABIODUN Tiago (POR),PALUSEK Samuel (SVK),,,1 - 3,7:11 9:11 11:9 8:11,ABIODUN Tiago,2024
Olympic Games Athens 2004,2004-08-14,BERTELSMEIER Andre,PALUSEK Samuel,GER,SVK,3,2,"5,11,12,9,11|11,9,10,11,5",,OLYMPICS,U21MS,918,Qualification,BERTELSMEIER Andre (GER),PALUSEK Samuel (SVK),,,3 - 2,5:11 11:9 12:10 9:11 11:5,BERTELSMEIER Andre,2024
Olympic Games Athens 2004,2004-08-14,ABIODUN Tiago,LINDSO Daniel,POR,SWE,3,2,"14,11,11,7,11|16,9,6,11,6",,OLYMPICS,U21MS,918,Qualification,ABIODUN Tiago (POR),LINDSO Daniel (SWE),,,2 - 3,16:14 9:11 6:11 11:7 6:11,ABIODUN Tiago,2024
Olympic Games Athens 2004,2004-08-14,PUPPO Andrea,STALZER Adam,ITA,CZE,3,2,"11,16,6,5,12|8,14,11,11,10",,OLYMPICS,U21MS,918,Qualification,PUPPO Andrea (ITA),STALZER Adam (CZE),,,3 - 2,11:8 16:14 6:11 5:11 12:10,PUPPO Andrea,2024
Olympic Games Athens 2004,2004-08-14,SCHWEIGER Tom,SCHARRER Mauro,GER,SUI,3,0,"12,11,11|10,7,7",,OLYMPICS,U21MS,918,Qualification,SCHWEIGER Tom (GER),SCHARRER Mauro (SUI),,,0 - 3,10:12 7:11 7:11,SCHWEIGER Tom,2024
Olympic Games Athens 2004,2004-08-14,PUPPO Andrea,SCHARRER Mauro,ITA,SUI,3,2,"11,11,7,3,11|6,6,11,11,7",,OLYMPICS,U21MS,918,Qualification,PUPPO Andrea (ITA),SCHARRER Mauro (SUI),,,3 - 2,11:6 11:6 7:11 3:11 11:7,PUPPO Andrea,2024
Olympic Games Athens 2004,2004-08-14,SCHWEIGER Tom,STALZER Adam,GER,CZE,3,2,"11,7,8,14,11|7,11,11,12,3",,OLYMPICS,U21MS,918,Qualification,SCHWEIGER Tom (GER),STALZER Adam (CZE),,,2 - 3,7:11 11:7 11:8 12:14 3:11,SCHWEIGER Tom,2024
Olympic Games Athens 2004,2004-08-14,SCHARRER Mauro,STALZER Adam,SUI,CZE,3,0,"11,14,11|8,12,6",,OLYMPICS,U21MS,918,Qualification,SCHARRER Mauro (SUI),STALZER Adam (CZE),,,3 - 0,11:8 14:12 11:6,SCHARRER Mauro,2024
Olympic Games Athens 2004,2004-08-14,PUPPO Andrea,SCHWEIGER Tom,ITA,GER,3,1,"12,11,8,11|10,9,11,7",,OLYMPICS,U21MS,918,Qualification,PUPPO Andrea (ITA),SCHWEIGER Tom (GER),,,3 - 1,12:10 11:9 8:11 11:7,PUPPO Andrea,2024
Olympic Games Athens 2004,2004-08-14,GODEC Aljaz,VAN OOST Kas,SLO,NED,3,0,"11,12,11|6,10,7",,OLYMPICS,U21MS,918,Qualification,GODEC Aljaz (SLO),VAN OOST Kas (NED),,,0 - 3,6:11 10:12 7:11,GODEC Aljaz,2024
Olympic Games Athens 2004,2004-08-14,LEI Balazs,SARIEV Stoyan,HUN,BUL,3,0,"11,11,11|5,7,6",,OLYMPICS,U21MS,918,Qualification,LEI Balazs (HUN),SARIEV Stoyan (BUL),,,3 - 0,11:5 11:7 11:6,LEI Balazs,2024
Olympic Games Athens 2004,2004-08-14,VAN OOST Kas,LEI Balazs,NED,HUN,3,0,"11,11,11|8,5,9",,OLYMPICS,U21MS,918,Qualification,VAN OOST Kas (NED),LEI Balazs (HUN),,,3 - 0,11:8 11:5 11:9,VAN OOST Kas,2024
Olympic Games Athens 2004,2004-08-14,GODEC Aljaz,SARIEV Stoyan,SLO,BUL,3,0,"11,11,11|4,8,8",,OLYMPICS,U21MS,918,Qualification,GODEC Aljaz (SLO),SARIEV Stoyan (BUL),,,3 - 0,11:4 11:8 11:8,GODEC Aljaz,2024
Olympic Games Athens 2004,2004-08-14,LEI Balazs,GODEC Aljaz,HUN,SLO,3,0,"11,11,11|7,6,6",,OLYMPICS,U21MS,918,Qualification,LEI Balazs (HUN),GODEC Aljaz (SLO),,,3 - 0,11:7 11:6 11:6,LEI Balazs,2024
Olympic Games Athens 2004,2004-08-14,VAN OOST Kas,SARIEV Stoyan,NED,BUL,3,0,"12,11,11|10,5,6",,OLYMPICS,U21MS,918,Qualification,VAN OOST Kas (NED),SARIEV Stoyan (BUL),,,3 - 0,12:10 11:5 11:6,VAN OOST Kas,2024
Olympic Games Athens 2004,2004-08-14,KOGANS Daniels,VOVK PETROVSKI Brin,LAT,SLO,3,2,"11,9,11,10,14|9,11,7,12,12",,OLYMPICS,U21MS,918,Qualification,KOGANS Daniels (LAT),VOVK PETROVSKI Brin (SLO),,,3 - 2,11:9 9:11 11:7 10:12 14:12,KOGANS Daniels,2024
Olympic Games Athens 2004,2004-08-14,GREEN Connor,HENCL Ivan,ENG,CRO,3,0,"11,11,11|4,7,6",,OLYMPICS,U21MS,918,Qualification,GREEN Connor (ENG),HENCL Ivan (CRO),,,3 - 0,11:4 11:7 11:6,GREEN Connor,2024
Olympic Games Athens 2004,2004-08-14,GREEN Connor,KOGANS Daniels,ENG,LAT,3,2,"7,8,11,11,11|11,11,5,5,5",,OLYMPICS,U21MS,918,Qualification,GREEN Connor (ENG),KOGANS Daniels (LAT),,,2 - 3,11:7 11:8 5:11 5:11 5:11,GREEN Connor,2024
Olympic Games Athens 2004,2004-08-14,VOVK PETROVSKI Brin,HENCL Ivan,SLO,CRO,3,1,"13,11,9,11|11,7,11,4",,OLYMPICS,U21MS,918,Qualification,VOVK PETROVSKI Brin (SLO),HENCL Ivan (CRO),,,3 - 1,13:11 11:7 9:11 11:4,VOVK PETROVSKI Brin,2024
Olympic Games Athens 2004,2004-08-14,GREEN Connor,VOVK PETROVSKI Brin,ENG,SLO,3,1,"11,11,9,11|7,6,11,7",,OLYMPICS,U21MS,918,Qualification,GREEN Connor (ENG),VOVK PETROVSKI Brin (SLO),,,3 - 1,11:7 11:6 9:11 11:7,GREEN Connor,2024
Olympic Games Athens 2004,2004-08-14,HENCL Ivan,KOGANS Daniels,CRO,LAT,3,0,"11,11,11|7,8,9",,OLYMPICS,U21MS,918,Qualification,HENCL Ivan (CRO),KOGANS Daniels (LAT),,,0 - 3,7:11 8:11 9:11,HENCL Ivan,2024
Olympic Games Athens 2004,2004-08-14,DANZER Matthias,CAMARA Gabrielius,GER,NED,3,2,"7,8,12,11,12|11,11,10,8,10",,OLYMPICS,U21MS,918,Qualification,DANZER Matthias (GER),CAMARA Gabrielius (NED),,,3 - 2,7:11 8:11 12:10 11:8 12:10,DANZER Matthias,2024
Olympic Games Athens 2004,2004-08-14,BENKO Leon,KVETON Ondrej,CRO,CZE,3,2,"13,11,4,9,11|11,8,11,11,4",,OLYMPICS,U21MS,918,Qualification,BENKO Leon (CRO),KVETON Ondrej (CZE),,,2 - 3,11:13 8:11 11:4 11:9 4:11,BENKO Leon,2024
Olympic Games Athens 2004,2004-08-14,DANZER Matthias,KVETON Ondrej,GER,CZE,3,1,"11,11,7,11|9,9,11,4",,OLYMPICS,U21MS,918,Qualification,DANZER Matthias (GER),KVETON Ondrej (CZE),,,3 - 1,11:9 11:9 7:11 11:4,DANZER Matthias,2024
Olympic Games Athens 2004,2004-08-14,BENKO Leon,CAMARA Gabrielius,CRO,NED,3,1,"11,11,5,12|9,7,11,10",,OLYMPICS,U21MS,918,Qualification,BENKO Leon (CRO),CAMARA Gabrielius (NED),,,1 - 3,9:11 7:11 11:5 10:12,BENKO Leon,2024
Olympic Games Athens 2004,2004-08-14,CAMARA Gabrielius,KVETON Ondrej,NED,CZE,3,2,"9,8,12,11,11|11,11,10,5,7",,OLYMPICS,U21MS,918,Qualification,CAMARA Gabrielius (NED),KVETON Ondrej (CZE),,,2 - 3,11:9 11:8 10:12 5:11 7:11,CAMARA Gabrielius,2024
Olympic Games Athens 2004,2004-08-14,BENKO Leon,DANZER Matthias,CRO,GER,3,0,"11,11,11|4,3,4",,OLYMPICS,U21MS,918,Qualification,BENKO Leon (CRO),DANZER Matthias (GER),,,0 - 3,4:11 3:11 4:11,BENKO Leon,2024
Olympic Games Athens 2004,2004-08-14,IONESCU Eduard,VAN OOST Kas,ROU,NED,4,2,"6,10,11,11,11,11|11,12,6,8,7,2",,OLYMPICS,U21MS,918,Qualification,IONESCU Eduard (ROU),VAN OOST Kas (NED),,,4 - 2,6:11 10:12 11:6 11:8 11:7 11:2,IONESCU Eduard,2024
Olympic Games Athens 2004,2004-08-14,LAFFINEUR Louis,BERGENBLOCK William,BEL,SWE,4,1,"11,11,11,10,11|2,6,6,12,8",,OLYMPICS,U21MS,918,Qualification,LAFFINEUR Louis (BEL),BERGENBLOCK William (SWE),,,1 - 4,2:11 6:11 6:11 12:10 8:11,LAFFINEUR Louis,2024
Olympic Games Athens 2004,2004-08-14,IONESCU Eduard,BERGENBLOCK William,ROU,SWE,4,1,"11,11,7,11,11|7,8,11,7,3",,OLYMPICS,U21MS,918,Qualification,IONESCU Eduard (ROU),BERGENBLOCK William (SWE),,,4 - 1,11:7 11:8 7:11 11:7 11:3,IONESCU Eduard,2024
Olympic Games Athens 2004,2004-08-14,LAFFINEUR Louis,VAN OOST Kas,BEL,NED,4,1,"10,12,16,11,11|12,10,14,6,9",,OLYMPICS,U21MS,918,Qualification,LAFFINEUR Louis (BEL),VAN OOST Kas (NED),,,1 - 4,12:10 10:12 14:16 6:11 9:11,LAFFINEUR Louis,2024
Olympic Games Athens 2004,2004-08-14,VAN OOST Kas,BERGENBLOCK William,NED,SWE,4,0,"11,11,11,11|0,0,0,0",,OLYMPICS,U21MS,918,Qualification,VAN OOST Kas (NED),BERGENBLOCK William (SWE),,,0 - 4,0:11 0:11 0:11 0:11,VAN OOST Kas,2024
Olympic Games Athens 2004,2004-08-14,LAFFINEUR Louis,IONESCU Eduard,BEL,ROU,4,0,"11,11,11,13|8,9,9,11",,OLYMPICS,U21MS,918,Qualification,LAFFINEUR Louis (BEL),IONESCU Eduard (ROU),,,0 - 4,8:11 9:11 9:11 11:13,LAFFINEUR Louis,2024
Olympic Games Athens 2004,2004-08-14,REDZIMSKI Milosz,HENCL Ivan,POL,CRO,4,1,"9,11,11,11,11|11,6,4,8,5",,OLYMPICS,U21MS,918,Qualification,REDZIMSKI Milosz (POL),HENCL Ivan (CRO),,,4 - 1,9:11 11:6 11:4 11:8 11:5,REDZIMSKI Milosz,2024
Olympic Games Athens 2004,2004-08-14,COTON Flavien,GREBENIUK Andrii,FRA,UKR,4,1,"11,11,11,6,11|4,7,9,11,8",,OLYMPICS,U21MS,918,Qualification,COTON Flavien (FRA),GREBENIUK Andrii (UKR),,,4 - 1,11:4 11:7 11:9 6:11 11:8,COTON Flavien,2024
Olympic Games Athens 2004,2004-08-14,REDZIMSKI Milosz,COTON Flavien,POL,FRA,4,3,"11,9,11,11,11,9,11|9,11,3,7,13,11,9",,OLYMPICS,U21MS,918,Qualification,REDZIMSKI Milosz (POL),COTON Flavien (FRA),,,4 - 3,11:9 9:11 11:3 11:7 11:13 9:11 11:9,REDZIMSKI Milosz,2024
Olympic Games Athens 2004,2004-08-14,GREBENIUK Andrii,HENCL Ivan,UKR,CRO,4,1,"8,11,14,11,11|11,4,12,8,7",,OLYMPICS,U21MS,918,Qualification,GREBENIUK Andrii (UKR),HENCL Ivan (CRO),,,1 - 4,11:8 4:11 12:14 8:11 7:11,GREBENIUK Andrii,2024
Olympic Games Athens 2004,2004-08-14,COTON Flavien,HENCL Ivan,FRA,CRO,4,3,"11,11,8,5,8,11,11|8,8,11,11,11,9,8",,OLYMPICS,U21MS,918,Qualification,COTON Flavien (FRA),HENCL Ivan (CRO),,,4 - 3,11:8 11:8 8:11 5:11 8:11 11:9 11:8,COTON Flavien,2024
Olympic Games Athens 2004,2004-08-14,REDZIMSKI Milosz,GREBENIUK Andrii,POL,UKR,4,0,"11,13,15,11|9,11,13,8",,OLYMPICS,U21MS,918,Qualification,REDZIMSKI Milosz (POL),GREBENIUK Andrii (UKR),,,4 - 0,11:9 13:11 15:13 11:8,REDZIMSKI Milosz,2024
Olympic Games Athens 2004,2004-08-14,KUBIK Maciej,DANZER Matthias,POL,GER,4,2,"8,13,12,12,11,16|11,11,10,14,9,14",,OLYMPICS,U21MS,918,Qualification,KUBIK Maciej (POL),DANZER Matthias (GER),,,4 - 2,8:11 13:11 12:10 12:14 11:9 16:14,KUBIK Maciej,2024
Olympic Games Athens 2004,2004-08-14,ABIODUN Tiago,BAN Ivor,POR,CRO,4,3,"11,12,5,13,8,8,12|4,10,11,11,11,11,10",,OLYMPICS,U21MS,918,Qualification,ABIODUN Tiago (POR),BAN Ivor (CRO),,,3 - 4,4:11 10:12 11:5 11:13 11:8 11:8 10:12,ABIODUN Tiago,2024
