tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Tournament of Champions Changsha 2008,2009-01-09,MA Lin,KREANGA Kalinikos,CHN,GRE,4,0,"11,11,11,11|7,5,8,4",QuarterFinal,OTHER,MS,807,Main Draw,MA Lin (CHN),KREANGA Kalinikos (GRE),,,4 - 0,11:7 11:5 11:8 11:4,MA Lin,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,KEINATH Thomas/SEREDA Peter,KUCHUK Aleksandr/NEKHVEDOVICH Vitaly,SVK,BLR,3,1,"11,11,8,11|9,7,11,8",QR32,GRAND_SLAM,MD,790,Qualification,KEINATH Thomas (SVK) / SEREDA Peter (SVK),KUCHUK Aleksandr (BLR) / NEKHVEDOVICH Vitaly (BLR),SEREDA Peter (SVK),NEKHVEDOVICH Vitaly (BLR),1 - 3,9:11 7:11 11:8 8:11,KEINATH Thomas,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,DIDUKH Viktor/KOLAREK Tomislav,CIOTI Constantin/GARDOS Robert,UKR,ROU,3,0,"11,11,11|6,8,5",QR64,GRAND_SLAM,MD,790,Qualification,DIDUKH Viktor (UKR) / KOLAREK Tomislav (CRO),CIOTI Constantin (ROU) / GARDOS Robert (AUT),KOLAREK Tomislav (CRO),GARDOS Robert (AUT),3 - 0,11:6 11:8 11:5,DIDUKH Viktor,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,GAVLAS Antonin/KORBEL Petr,KARAKASEVIC Aleksandar/TOKIC Bojan,CZE,SRB,4,3,"14,6,11,11,11,6,11|12,11,5,13,5,11,5",R16,GRAND_SLAM,MD,790,Main Draw,GAVLAS Antonin (CZE) / KORBEL Petr (CZE),KARAKASEVIC Aleksandar (SRB) / TOKIC Bojan (SLO),KORBEL Petr (CZE),TOKIC Bojan (SLO),4 - 3,14:12 6:11 11:5 11:13 11:5 6:11 11:5,GAVLAS Antonin,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,GAVLAS Antonin/KORBEL Petr,HABESOHN Mathias/IONESCU Ovidiu,CZE,AUT,3,0,"11,11,11|9,6,5",QR64,GRAND_SLAM,MD,790,Qualification,GAVLAS Antonin (CZE) / KORBEL Petr (CZE),HABESOHN Mathias (AUT) / IONESCU Ovidiu (ROU),KORBEL Petr (CZE),IONESCU Ovidiu (ROU),3 - 0,11:9 11:6 11:5,GAVLAS Antonin,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,JANCARIK Lubomir/KONECNY Tomas,MALICKI Szymon/SZARMACH Bartosz,CZE,POL,3,2,"11,11,11,9,13|13,1,5,11,11",QR64,GRAND_SLAM,MD,790,Qualification,JANCARIK Lubomir (CZE) / KONECNY Tomas (CZE),MALICKI Szymon (POL) / SZARMACH Bartosz (POL),KONECNY Tomas (CZE),SZARMACH Bartosz (POL),3 - 2,11:13 11:1 11:5 9:11 13:11,JANCARIK Lubomir,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,CARNEROS Alfredo/MACHADO Carlos,GOLOVANOV Stanislav/KLEPRLIK Michal,ESP,BUL,3,0,"11,11,11|6,7,3",QR64,GRAND_SLAM,MD,790,Qualification,CARNEROS Alfredo (ESP) / MACHADO Carlos (ESP),GOLOVANOV Stanislav (BUL) / KLEPRLIK Michal (CZE),MACHADO Carlos (ESP),KLEPRLIK Michal (CZE),0 - 3,6:11 7:11 3:11,CARNEROS Alfredo,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,GAVLAS Antonin/KORBEL Petr,REED Daniel/RUMGAY Gavin,CZE,ENG,3,0,"11,11,11|7,6,4",QR32,GRAND_SLAM,MD,790,Qualification,GAVLAS Antonin (CZE) / KORBEL Petr (CZE),REED Daniel (ENG) / RUMGAY Gavin (SCO),KORBEL Petr (CZE),RUMGAY Gavin (SCO),3 - 0,11:7 11:6 11:4,GAVLAS Antonin,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,MENGEL Steffen/TAKAKIWA Taku,DAVID Petr/VRABLIK Jiri,GER,CZE,3,1,"12,8,11,12|10,11,8,10",QR32,GRAND_SLAM,MD,790,Qualification,MENGEL Steffen (GER) / TAKAKIWA Taku (JPN),DAVID Petr (CZE) / VRABLIK Jiri (CZE),TAKAKIWA Taku (JPN),VRABLIK Jiri (CZE),1 - 3,10:12 11:8 8:11 10:12,MENGEL Steffen,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,JANCARIK Lubomir/KONECNY Tomas,FEGERL Stefan/FENG Xiaoquan,CZE,AUT,3,1,"11,6,11,11|9,11,4,9",QR32,GRAND_SLAM,MD,790,Qualification,JANCARIK Lubomir (CZE) / KONECNY Tomas (CZE),FEGERL Stefan (AUT) / FENG Xiaoquan (AUT),KONECNY Tomas (CZE),FENG Xiaoquan (AUT),3 - 1,11:9 6:11 11:4 11:9,JANCARIK Lubomir,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,GAVLAS Antonin/KORBEL Petr,ASMUSSEN Jakob/KONGSGAARD Christian,CZE,DEN,3,2,"11,10,11,9,11|7,12,9,11,7",QR16,GRAND_SLAM,MD,790,Qualification,GAVLAS Antonin (CZE) / KORBEL Petr (CZE),ASMUSSEN Jakob (DEN) / KONGSGAARD Christian (DEN),KORBEL Petr (CZE),KONGSGAARD Christian (DEN),3 - 2,11:7 10:12 11:9 9:11 11:7,GAVLAS Antonin,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,KARLSSON Kristian/PERSSON Jon,PROKOPCOV Dmitrij/SIMONCIK Josef,SWE,CZE,3,2,"4,3,11,11,11|11,11,1,8,9",QR16,GRAND_SLAM,MD,790,Qualification,KARLSSON Kristian (SWE) / PERSSON Jon (SWE),PROKOPCOV Dmitrij (CZE) / SIMONCIK Josef (CZE),PERSSON Jon (SWE),SIMONCIK Josef (CZE),2 - 3,11:4 11:3 1:11 8:11 9:11,KARLSSON Kristian,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,CARNEROS Alfredo/MACHADO Carlos,JANCARIK Lubomir/KONECNY Tomas,ESP,CZE,3,2,"5,11,11,7,11|11,8,9,11,9",QR16,GRAND_SLAM,MD,790,Qualification,CARNEROS Alfredo (ESP) / MACHADO Carlos (ESP),JANCARIK Lubomir (CZE) / KONECNY Tomas (CZE),MACHADO Carlos (ESP),KONECNY Tomas (CZE),2 - 3,11:5 8:11 9:11 11:7 9:11,CARNEROS Alfredo,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,GROTH Jonathan/RASMUSSEN Morten,CRHA Jakub/SIRUCEK Pavel,DEN,CZE,3,1,"11,11,10,11|2,8,12,8",QR128,GRAND_SLAM,MD,790,Qualification,GROTH Jonathan (DEN) / RASMUSSEN Morten (DEN),CRHA Jakub (CZE) / SIRUCEK Pavel (CZE),RASMUSSEN Morten (DEN),SIRUCEK Pavel (CZE),3 - 1,11:2 11:8 10:12 11:8,GROTH Jonathan,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,GROTH Jonathan/RASMUSSEN Morten,HOTZ Christian/MICHELY Gilles,DEN,SUI,3,0,"11,11,11|7,7,7",QR64,GRAND_SLAM,MD,790,Qualification,GROTH Jonathan (DEN) / RASMUSSEN Morten (DEN),HOTZ Christian (SUI) / MICHELY Gilles (LUX),RASMUSSEN Morten (DEN),MICHELY Gilles (LUX),3 - 0,11:7 11:7 11:7,GROTH Jonathan,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,CARNEROS Alfredo/MACHADO Carlos,LIU Zhongze/MA Liang,ESP,SGP,4,2,"11,9,11,11,11,15|5,11,5,6,13,13",R16,GRAND_SLAM,MD,790,Main Draw,CARNEROS Alfredo (ESP) / MACHADO Carlos (ESP),LIU Zhongze (SGP) / MA Liang (SGP),MACHADO Carlos (ESP),MA Liang (SGP),4 - 2,11:5 9:11 11:5 11:6 11:13 15:13,CARNEROS Alfredo,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,OBESLO Michal/TREGLER Tomas,JEAN Lauric/REYES Julio,CZE,BEL,3,0,"11,11,11|7,9,5",QR64,GRAND_SLAM,MD,790,Qualification,OBESLO Michal (CZE) / TREGLER Tomas (CZE),JEAN Lauric (BEL) / REYES Julio (ESP),TREGLER Tomas (CZE),REYES Julio (ESP),0 - 3,7:11 9:11 5:11,OBESLO Michal,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,ROBERTSON Adam/VOSTES Yannick,BRUGADA Ferran/ROBLES Alvaro,WAL,ESP,3,1,"12,11,5,11|10,6,11,3",QR32,GRAND_SLAM,MD,790,Qualification,ROBERTSON Adam (WAL) / VOSTES Yannick (BEL),BRUGADA Ferran (ESP) / ROBLES Alvaro (ESP),VOSTES Yannick (BEL),ROBLES Alvaro (ESP),1 - 3,10:12 6:11 11:5 3:11,ROBERTSON Adam,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,BAUBET Vincent/PETIOT Jeremy,BUBA Ondrej/HOLAN Jan,FRA,CZE,3,1,"11,11,5,11|5,5,11,6",QR128,GRAND_SLAM,MD,790,Qualification,BAUBET Vincent (FRA) / PETIOT Jeremy (FRA),BUBA Ondrej (CZE) / HOLAN Jan (CZE),PETIOT Jeremy (FRA),HOLAN Jan (CZE),3 - 1,11:5 11:5 5:11 11:6,BAUBET Vincent,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,KEINATH Thomas/SEREDA Peter,BAUBET Vincent/PETIOT Jeremy,SVK,FRA,3,1,"11,7,11,11|8,11,2,4",QR64,GRAND_SLAM,MD,790,Qualification,KEINATH Thomas (SVK) / SEREDA Peter (SVK),BAUBET Vincent (FRA) / PETIOT Jeremy (FRA),SEREDA Peter (SVK),PETIOT Jeremy (FRA),1 - 3,8:11 11:7 2:11 4:11,KEINATH Thomas,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,GACINA Andrej/TOSIC Roko,FILUS Ruwen/LO Dany,CRO,GER,3,2,"11,11,9,9,11|5,2,11,11,6",QR64,GRAND_SLAM,MD,790,Qualification,GACINA Andrej (CRO) / TOSIC Roko (CRO),FILUS Ruwen (GER) / LO Dany (FRA),TOSIC Roko (CRO),LO Dany (FRA),2 - 3,5:11 2:11 11:9 11:9 6:11,GACINA Andrej,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,JIANG Pengfei/MENGE Gencay,FEJER-KONNERTH Zoltan/WOSIK Torben,TUR,GER,3,0,,QR64,GRAND_SLAM,MD,790,Qualification,JIANG Pengfei (TUR) / MENGE Gencay (TUR),FEJER-KONNERTH Zoltan (GER) / WOSIK Torben (GER),MENGE Gencay (TUR),WOSIK Torben (GER),0 - 3,,JIANG Pengfei,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,JENDRZEJEWSKI Patryk/TANG Yu,GIONIS Panagiotis/PAPAGEORGIOU Konstantinos,POL,GRE,3,0,"16,12,11|14,10,5",QR64,GRAND_SLAM,MD,790,Qualification,JENDRZEJEWSKI Patryk (POL) / TANG Yu (POL),GIONIS Panagiotis (GRE) / PAPAGEORGIOU Konstantinos (GRE),TANG Yu (POL),PAPAGEORGIOU Konstantinos (GRE),0 - 3,14:16 10:12 5:11,JENDRZEJEWSKI Patryk,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,APOLONIA Tiago/MONTEIRO Joao,CHEUNG Yuk/JIANG Tianyi,POR,HKG,4,2,"11,7,11,9,11,11|8,11,4,11,4,7",R16,GRAND_SLAM,MD,790,Main Draw,APOLONIA Tiago (POR) / MONTEIRO Joao (POR),CHEUNG Yuk (HKG) / JIANG Tianyi (HKG),MONTEIRO Joao (POR),JIANG Tianyi (HKG),2 - 4,8:11 11:7 4:11 11:9 4:11 7:11,APOLONIA Tiago,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,ANTHONY Amalraj/KUMAR Jubin,BEN ARI Omri/CONTRERAS Matias,IND,ISR,3,1,"11,11,9,11|8,8,11,7",QR128,GRAND_SLAM,MD,790,Qualification,ANTHONY Amalraj (IND) / KUMAR Jubin (IND),BEN ARI Omri (ISR) / CONTRERAS Matias (CHI),KUMAR Jubin (IND),CONTRERAS Matias (CHI),3 - 1,11:8 11:8 9:11 11:7,ANTHONY Amalraj,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,ASMUSSEN Jakob/KONGSGAARD Christian,KARIA Devesh/SHETTY Sanil,DEN,IND,3,2,"7,11,12,7,11|11,8,10,11,3",QR64,GRAND_SLAM,MD,790,Qualification,ASMUSSEN Jakob (DEN) / KONGSGAARD Christian (DEN),KARIA Devesh (IND) / SHETTY Sanil (IND),KONGSGAARD Christian (DEN),SHETTY Sanil (IND),2 - 3,11:7 8:11 10:12 11:7 3:11,ASMUSSEN Jakob,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,ACHANTA Sharath/SAHA Subhajit,BRODD Viktor/SODERLUND Hampus,IND,SWE,3,0,"11,11,11|8,7,6",QR64,GRAND_SLAM,MD,790,Qualification,ACHANTA Sharath (IND) / SAHA Subhajit (IND),BRODD Viktor (SWE) / SODERLUND Hampus (SWE),SAHA Subhajit (IND),SODERLUND Hampus (SWE),3 - 0,11:8 11:7 11:6,ACHANTA Sharath,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,KLEPRLIK Jakub/OLEJNIK Martin,ANTHONY Amalraj/KUMAR Jubin,CZE,IND,3,2,"11,6,11,5,11|7,11,8,11,5",QR64,GRAND_SLAM,MD,790,Qualification,KLEPRLIK Jakub (CZE) / OLEJNIK Martin (CZE),ANTHONY Amalraj (IND) / KUMAR Jubin (IND),OLEJNIK Martin (CZE),KUMAR Jubin (IND),2 - 3,7:11 11:6 8:11 11:5 5:11,KLEPRLIK Jakub,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,ACHANTA Sharath/SAHA Subhajit,GROTH Jonathan/RASMUSSEN Morten,IND,DEN,3,0,"11,11,11|9,6,6",QR32,GRAND_SLAM,MD,790,Qualification,ACHANTA Sharath (IND) / SAHA Subhajit (IND),GROTH Jonathan (DEN) / RASMUSSEN Morten (DEN),SAHA Subhajit (IND),RASMUSSEN Morten (DEN),3 - 0,11:9 11:6 11:6,ACHANTA Sharath,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,APOLONIA Tiago/MONTEIRO Joao,CHAKRABORTY Sourav/MEHTA Pathik,POR,IND,3,0,"11,11,11|7,1,8",QR32,GRAND_SLAM,MD,790,Qualification,APOLONIA Tiago (POR) / MONTEIRO Joao (POR),CHAKRABORTY Sourav (IND) / MEHTA Pathik (IND),MONTEIRO Joao (POR),MEHTA Pathik (IND),0 - 3,7:11 1:11 8:11,APOLONIA Tiago,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,ACHANTA Sharath/SAHA Subhajit,ROBERTSON Adam/VOSTES Yannick,IND,WAL,3,2,"11,6,11,10,11|7,11,9,12,7",QR16,GRAND_SLAM,MD,790,Qualification,ACHANTA Sharath (IND) / SAHA Subhajit (IND),ROBERTSON Adam (WAL) / VOSTES Yannick (BEL),SAHA Subhajit (IND),VOSTES Yannick (BEL),3 - 2,11:7 6:11 11:9 10:12 11:7,ACHANTA Sharath,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,MENGEL Steffen/TAKAKIWA Taku,AKHLAGHPASAND Mohammadreza/YAGHOUBI Seyedmasoud,GER,USA,3,0,,QR64,GRAND_SLAM,MD,790,Qualification,MENGEL Steffen (GER) / TAKAKIWA Taku (JPN),AKHLAGHPASAND Mohammadreza (USA) / YAGHOUBI Seyedmasoud (IRI),TAKAKIWA Taku (JPN),YAGHOUBI Seyedmasoud (IRI),0 - 3,,MENGEL Steffen,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,LAKEEV Vasily/VLASOV Grigory,NOROOZASL Jamshid/NOROOZI Afshin,RUS,IRI,3,0,,QR64,GRAND_SLAM,MD,790,Qualification,LAKEEV Vasily (RUS) / VLASOV Grigory (RUS),NOROOZASL Jamshid (IRI) / NOROOZI Afshin (IRI),VLASOV Grigory (RUS),NOROOZI Afshin (IRI),0 - 3,,LAKEEV Vasily,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,KAN Yo/MATSUDAIRA Kenta,HINDERSSON Mikkel/STERNBERG Kasper,JPN,DEN,3,0,"11,11,11|5,9,3",QR64,GRAND_SLAM,MD,790,Qualification,KAN Yo (JPN) / MATSUDAIRA Kenta (JPN),HINDERSSON Mikkel (DEN) / STERNBERG Kasper (DEN),MATSUDAIRA Kenta (JPN),STERNBERG Kasper (DEN),3 - 0,11:5 11:9 11:3,KAN Yo,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,KAN Yo/MATSUDAIRA Kenta,KLEPRLIK Jakub/OLEJNIK Martin,JPN,CZE,3,1,"11,12,11,11|8,10,13,4",QR32,GRAND_SLAM,MD,790,Qualification,KAN Yo (JPN) / MATSUDAIRA Kenta (JPN),KLEPRLIK Jakub (CZE) / OLEJNIK Martin (CZE),MATSUDAIRA Kenta (JPN),OLEJNIK Martin (CZE),3 - 1,11:8 12:10 11:13 11:4,KAN Yo,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,AKERSTROM Fabian/TORNKVIST Andreas,KAN Yo/MATSUDAIRA Kenta,SWE,JPN,3,1,"11,8,11,11|8,11,5,5",QR16,GRAND_SLAM,MD,790,Qualification,AKERSTROM Fabian (SWE) / TORNKVIST Andreas (SWE),KAN Yo (JPN) / MATSUDAIRA Kenta (JPN),TORNKVIST Andreas (SWE),MATSUDAIRA Kenta (JPN),1 - 3,8:11 11:8 5:11 5:11,AKERSTROM Fabian,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,APOLONIA Tiago/MONTEIRO Joao,MENGEL Steffen/TAKAKIWA Taku,POR,GER,3,0,"11,11,12|7,8,10",QR16,GRAND_SLAM,MD,790,Qualification,APOLONIA Tiago (POR) / MONTEIRO Joao (POR),MENGEL Steffen (GER) / TAKAKIWA Taku (JPN),MONTEIRO Joao (POR),TAKAKIWA Taku (JPN),0 - 3,7:11 8:11 10:12,APOLONIA Tiago,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,BLASZCZYK Lucjan/WANG Zengyi,ACHANTA Sharath/SAHA Subhajit,POL,IND,4,0,"11,11,11,11|7,8,6,6",R16,GRAND_SLAM,MD,790,Main Draw,BLASZCZYK Lucjan (POL) / WANG Zengyi (POL),ACHANTA Sharath (IND) / SAHA Subhajit (IND),WANG Zengyi (POL),SAHA Subhajit (IND),4 - 0,11:7 11:8 11:6 11:6,BLASZCZYK Lucjan,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,LIVENTSOV Alexey/RUBTSOV Igor,JENDRZEJEWSKI Patryk/TANG Yu,RUS,POL,4,1,"11,5,11,11,11|6,11,6,7,8",R16,GRAND_SLAM,MD,790,Main Draw,LIVENTSOV Alexey (RUS) / RUBTSOV Igor (RUS),JENDRZEJEWSKI Patryk (POL) / TANG Yu (POL),RUBTSOV Igor (RUS),TANG Yu (POL),1 - 4,6:11 11:5 6:11 7:11 8:11,LIVENTSOV Alexey,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,BLASZCZYK Lucjan/WANG Zengyi,LIVENTSOV Alexey/RUBTSOV Igor,POL,RUS,4,3,"9,8,11,13,8,13,11|11,11,8,11,11,11,5",QuarterFinal,GRAND_SLAM,MD,790,Main Draw,BLASZCZYK Lucjan (POL) / WANG Zengyi (POL),LIVENTSOV Alexey (RUS) / RUBTSOV Igor (RUS),WANG Zengyi (POL),RUBTSOV Igor (RUS),4 - 3,9:11 8:11 11:8 13:11 8:11 13:11 11:5,BLASZCZYK Lucjan,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,GORAK Daniel/KOSOWSKI Jakub,KOVAC Borna/ZUBCIC Tomislav,POL,CRO,3,0,"11,11,12|8,4,10",QR64,GRAND_SLAM,MD,790,Qualification,GORAK Daniel (POL) / KOSOWSKI Jakub (POL),KOVAC Borna (CRO) / ZUBCIC Tomislav (CRO),KOSOWSKI Jakub (POL),ZUBCIC Tomislav (CRO),3 - 0,11:8 11:4 12:10,GORAK Daniel,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,CHMIEL Pawel/LEWANDOWSKI Tomasz,PLACEK Frantisek/URBANEK Jan,POL,CZE,3,2,"11,11,5,8,11|7,6,11,11,8",QR64,GRAND_SLAM,MD,790,Qualification,CHMIEL Pawel (POL) / LEWANDOWSKI Tomasz (POL),PLACEK Frantisek (CZE) / URBANEK Jan (CZE),LEWANDOWSKI Tomasz (POL),URBANEK Jan (CZE),3 - 2,11:7 11:6 5:11 8:11 11:8,CHMIEL Pawel,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,AKERSTROM Fabian/TORNKVIST Andreas,CHODORSKI Piotr/GOLEBIOWSKI Mateusz,SWE,POL,3,1,"11,10,11,11|5,12,4,6",QR64,GRAND_SLAM,MD,790,Qualification,AKERSTROM Fabian (SWE) / TORNKVIST Andreas (SWE),CHODORSKI Piotr (POL) / GOLEBIOWSKI Mateusz (POL),TORNKVIST Andreas (SWE),GOLEBIOWSKI Mateusz (POL),1 - 3,5:11 12:10 4:11 6:11,AKERSTROM Fabian,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,CHAKRABORTY Sourav/MEHTA Pathik,CHOJNOWSKI Patryk/FERTIKOWSKI Pawel,IND,POL,3,1,"11,12,7,11|0,10,11,4",QR64,GRAND_SLAM,MD,790,Qualification,CHAKRABORTY Sourav (IND) / MEHTA Pathik (IND),CHOJNOWSKI Patryk (POL) / FERTIKOWSKI Pawel (POL),MEHTA Pathik (IND),FERTIKOWSKI Pawel (POL),1 - 3,0:11 10:12 11:7 4:11,CHAKRABORTY Sourav,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,PROKOPCOV Dmitrij/SIMONCIK Josef,BOBILLIER Loic/SZYMANSKI Filip,CZE,FRA,3,0,"11,11,11|9,9,9",QR64,GRAND_SLAM,MD,790,Qualification,PROKOPCOV Dmitrij (CZE) / SIMONCIK Josef (CZE),BOBILLIER Loic (FRA) / SZYMANSKI Filip (POL),SIMONCIK Josef (CZE),SZYMANSKI Filip (POL),0 - 3,9:11 9:11 9:11,PROKOPCOV Dmitrij,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,CHMIEL Piotr/PEREK Jakub,HABESOHN Daniel/PICHLER Michael,POL,AUT,3,1,"11,14,9,12|9,12,11,10",QR64,GRAND_SLAM,MD,790,Qualification,CHMIEL Piotr (POL) / PEREK Jakub (POL),HABESOHN Daniel (AUT) / PICHLER Michael (AUT),PEREK Jakub (POL),PICHLER Michael (AUT),3 - 1,11:9 14:12 9:11 12:10,CHMIEL Piotr,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,ASMUSSEN Jakob/KONGSGAARD Christian,GORAK Daniel/KOSOWSKI Jakub,DEN,POL,3,2,"11,11,6,7,11|8,8,11,11,9",QR32,GRAND_SLAM,MD,790,Qualification,ASMUSSEN Jakob (DEN) / KONGSGAARD Christian (DEN),GORAK Daniel (POL) / KOSOWSKI Jakub (POL),KONGSGAARD Christian (DEN),KOSOWSKI Jakub (POL),2 - 3,8:11 8:11 11:6 11:7 9:11,ASMUSSEN Jakob,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,CHAN Kazuhiro/YOSHIDA Kaii,CHMIEL Pawel/LEWANDOWSKI Tomasz,JPN,POL,3,0,"11,16,13|8,14,11",QR32,GRAND_SLAM,MD,790,Qualification,CHAN Kazuhiro (JPN) / YOSHIDA Kaii (JPN),CHMIEL Pawel (POL) / LEWANDOWSKI Tomasz (POL),YOSHIDA Kaii (JPN),LEWANDOWSKI Tomasz (POL),0 - 3,8:11 14:16 11:13,CHAN Kazuhiro,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,JENDRZEJEWSKI Patryk/TANG Yu,OBESLO Michal/TREGLER Tomas,POL,CZE,3,1,"11,11,4,11|7,9,11,9",QR32,GRAND_SLAM,MD,790,Qualification,JENDRZEJEWSKI Patryk (POL) / TANG Yu (POL),OBESLO Michal (CZE) / TREGLER Tomas (CZE),TANG Yu (POL),TREGLER Tomas (CZE),3 - 1,11:7 11:9 4:11 11:9,JENDRZEJEWSKI Patryk,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,JENDRZEJEWSKI Patryk/TANG Yu,DIDUKH Viktor/KOLAREK Tomislav,POL,UKR,3,0,"16,11,11|14,6,3",QR16,GRAND_SLAM,MD,790,Qualification,JENDRZEJEWSKI Patryk (POL) / TANG Yu (POL),DIDUKH Viktor (UKR) / KOLAREK Tomislav (CRO),TANG Yu (POL),KOLAREK Tomislav (CRO),3 - 0,16:14 11:6 11:3,JENDRZEJEWSKI Patryk,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,APOLONIA Tiago/MONTEIRO Joao,GAVLAS Antonin/KORBEL Petr,POR,CZE,4,3,"11,8,11,14,6,11,11|7,11,8,16,11,7,9",QuarterFinal,GRAND_SLAM,MD,790,Main Draw,APOLONIA Tiago (POR) / MONTEIRO Joao (POR),GAVLAS Antonin (CZE) / KORBEL Petr (CZE),MONTEIRO Joao (POR),KORBEL Petr (CZE),4 - 3,11:7 8:11 11:8 14:16 6:11 11:7 11:9,APOLONIA Tiago,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,BLASZCZYK Lucjan/WANG Zengyi,APOLONIA Tiago/MONTEIRO Joao,POL,POR,4,3,"9,9,15,5,11,11,11|11,11,13,11,9,6,6",SemiFinal,GRAND_SLAM,MD,790,Main Draw,BLASZCZYK Lucjan (POL) / WANG Zengyi (POL),APOLONIA Tiago (POR) / MONTEIRO Joao (POR),WANG Zengyi (POL),MONTEIRO Joao (POR),3 - 4,11:9 11:9 13:15 11:5 9:11 6:11 6:11,BLASZCZYK Lucjan,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,HABESOHN Mathias/IONESCU Ovidiu,PYSAR Dmytro/RUBAN Mykyta,AUT,UKR,3,1,"12,11,9,14|10,6,11,12",QR128,GRAND_SLAM,MD,790,Qualification,HABESOHN Mathias (AUT) / IONESCU Ovidiu (ROU),PYSAR Dmytro (UKR) / RUBAN Mykyta (UKR),IONESCU Ovidiu (ROU),RUBAN Mykyta (UKR),3 - 1,12:10 11:6 9:11 14:12,HABESOHN Mathias,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,LEVIS Bruno/OLIVARES Felipe,HARTEL Pavol/PETRESCU Alexandru,CHI,SVK,3,0,"11,11,11|2,4,3",QR128,GRAND_SLAM,MD,790,Qualification,LEVIS Bruno (CHI) / OLIVARES Felipe (CHI),HARTEL Pavol (SVK) / PETRESCU Alexandru (ROU),OLIVARES Felipe (CHI),PETRESCU Alexandru (ROU),0 - 3,2:11 4:11 3:11,LEVIS Bruno,2008
Pro Tour Polish Open Warsaw 2008,2008-11-26,KUZMIN Fedor/SKACHKOV Kirill,AKERSTROM Fabian/TORNKVIST Andreas,RUS,SWE,4,1,"11,11,10,11,11|9,8,12,8,9",R16,GRAND_SLAM,MD,790,Main Draw,KUZMIN Fedor (RUS) / SKACHKOV Kirill (RUS),AKERSTROM Fabian (SWE) / TORNKVIST Andreas (SWE),SKACHKOV Kirill (RUS),TORNKVIST Andreas (SWE),4 - 1,11:9 11:8 10:12 11:8 11:9,KUZMIN Fedor,2008
