tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Pro Tour Grand Finals Stockholm 2002,2002-12-12,MA Lin,SMIRNOV Alexey,CHN,RUS,4,2,"11,11,5,11,1,11|9,7,11,9,11,4",R16,GRAND_SLAM,MS,1509,Main Draw,MA Lin (CHN),SMIRNOV Alexey (RUS),,,4 - 2,11:9 11:7 5:11 11:9 1:11 11:4,MA Lin,2002
Qatar Open Doha 2002,2002-03-04,WANG Liqin/YAN Sen,BOLL Timo/FEJER-KONNERTH Zoltan,CHN,GER,4,0,"11,11,11,13|9,9,6,11",SemiFinal,GRAND_SLAM,MD,1297,Main Draw,WANG Liqin (CHN) / YAN Sen (CHN),BOLL Timo (GER) / FEJER-KONNERTH Zoltan (GER),YAN Sen (CHN),FEJER-KONNERTH Zoltan (GER),4 - 0,11:9 11:9 11:6 13:11,WANG Liqin,2002
Qatar Open Doha 2002,2002-03-04,WANG Liqin/YAN Sen,KIM Taeksoo/OH Sangeun,CHN,KOR,4,1,"11,4,11,11,11|3,11,6,9,5",Final,GRAND_SLAM,MD,1297,Main Draw,WANG Liqin (CHN) / YAN Sen (CHN),KIM Taeksoo (KOR) / OH Sangeun (KOR),YAN Sen (CHN),OH Sangeun (KOR),4 - 1,11:3 4:11 11:6 11:9 11:5,WANG Liqin,2002
Qatar Open Doha 2002,2002-03-04,TASEI Kunihito/TAKAMORI Hidero,PRIMORAC Zoran/TOSIC Roko,JPN,CRO,3,1,"10,11,11,11|12,4,7,8",QR32,GRAND_SLAM,MD,1297,Qualification,TASEI Kunihito (JPN) / TAKAMORI Hidero (JPN),PRIMORAC Zoran (CRO) / TOSIC Roko (CRO),TAKAMORI Hidero (JPN),TOSIC Roko (CRO),1 - 3,12:10 4:11 7:11 8:11,TASEI Kunihito,2002
Qatar Open Doha 2002,2002-03-04,BENTSEN Allan/TUGWELL Finn,AL-JUMAN Mohamed/AL-MOHANNADI Ahmad Khalil,DEN,QAT,3,0,"11,11,11|8,4,4",QR32,GRAND_SLAM,MD,1297,Qualification,BENTSEN Allan (DEN) / TUGWELL Finn (DEN),AL-JUMAN Mohamed (QAT) / AL-MOHANNADI Ahmad Khalil (QAT),TUGWELL Finn (DEN),AL-MOHANNADI Ahmad Khalil (QAT),3 - 0,11:8 11:4 11:4,BENTSEN Allan,2002
Qatar Open Doha 2002,2002-03-04,BENTSEN Allan/TUGWELL Finn,MARZOLLA Elisa/KUZMIN Fedor,DEN,ITA,3,0,"11,11,11|2,6,4",QR16,GRAND_SLAM,MD,1297,Qualification,BENTSEN Allan (DEN) / TUGWELL Finn (DEN),MARZOLLA Elisa (ITA) / KUZMIN Fedor (RUS),TUGWELL Finn (DEN),KUZMIN Fedor (RUS),3 - 0,11:2 11:6 11:4,BENTSEN Allan,2002
Qatar Open Doha 2002,2002-03-04,BOLL Timo/FEJER-KONNERTH Zoltan,CHEUNG Yuk/LEUNG Chu Yan,GER,HKG,3,1,"7,11,11,11|11,5,9,8",R16,GRAND_SLAM,MD,1297,Main Draw,BOLL Timo (GER) / FEJER-KONNERTH Zoltan (GER),CHEUNG Yuk (HKG) / LEUNG Chu Yan (HKG),FEJER-KONNERTH Zoltan (GER),LEUNG Chu Yan (HKG),3 - 1,7:11 11:5 11:9 11:8,BOLL Timo,2002
Qatar Open Doha 2002,2002-03-04,KO Lai Chak/LI Ching,LEE Chulseung/RYU Seungmin,HKG,KOR,3,0,"12,11,12|10,5,10",R16,GRAND_SLAM,MD,1297,Main Draw,KO Lai Chak (HKG) / LI Ching (HKG),LEE Chulseung (KOR) / RYU Seungmin (KOR),LI Ching (HKG),RYU Seungmin (KOR),3 - 0,12:10 11:5 12:10,KO Lai Chak,2002
Qatar Open Doha 2002,2002-03-04,KIM Taeksoo/OH Sangeun,KO Lai Chak/LI Ching,KOR,HKG,4,3,"12,9,11,6,11,9,11|10,11,5,11,5,11,8",SemiFinal,GRAND_SLAM,MD,1297,Main Draw,KIM Taeksoo (KOR) / OH Sangeun (KOR),KO Lai Chak (HKG) / LI Ching (HKG),OH Sangeun (KOR),LI Ching (HKG),3 - 4,10:12 11:9 5:11 11:6 5:11 11:9 8:11,KIM Taeksoo,2002
Qatar Open Doha 2002,2002-03-04,KORBEL Petr/SANADA Koji,AHADI Mehran/BAHMANI Akbar,CZE,IRI,3,0,"11,11,11|0,3,6",QR32,GRAND_SLAM,MD,1297,Qualification,KORBEL Petr (CZE) / SANADA Koji (JPN),AHADI Mehran (IRI) / BAHMANI Akbar (IRI),SANADA Koji (JPN),BAHMANI Akbar (IRI),0 - 3,0:11 3:11 6:11,KORBEL Petr,2002
Qatar Open Doha 2002,2002-03-04,HEISTER Danny/KEEN Trinko,AKHLAGHPASAND Mohammadreza/SARBAKHSHIAN Shahram,NED,USA,3,0,"11,11,11|4,4,5",QR32,GRAND_SLAM,MD,1297,Qualification,HEISTER Danny (NED) / KEEN Trinko (NED),AKHLAGHPASAND Mohammadreza (USA) / SARBAKHSHIAN Shahram (IRI),KEEN Trinko (NED),SARBAKHSHIAN Shahram (IRI),0 - 3,4:11 4:11 5:11,HEISTER Danny,2002
Qatar Open Doha 2002,2002-03-04,KO Lai Chak/LI Ching,YOO Changjae/CROTTI Mattia,HKG,KOR,3,0,"11,11,11|1,4,5",QR32,GRAND_SLAM,MD,1297,Qualification,KO Lai Chak (HKG) / LI Ching (HKG),YOO Changjae (KOR) / CROTTI Mattia (ITA),LI Ching (HKG),CROTTI Mattia (ITA),0 - 3,1:11 4:11 5:11,KO Lai Chak,2002
Qatar Open Doha 2002,2002-03-04,CHEN Weixing/MATSUSHITA Koji,KO Junhyung/LEE Jungjae,AUT,KOR,3,1,"11,11,9,11|0,6,11,3",QR32,GRAND_SLAM,MD,1297,Qualification,CHEN Weixing (AUT) / MATSUSHITA Koji (JPN),KO Junhyung (KOR) / LEE Jungjae (KOR),MATSUSHITA Koji (JPN),LEE Jungjae (KOR),3 - 1,11:0 11:6 9:11 11:3,CHEN Weixing,2002
Qatar Open Doha 2002,2002-03-04,KITO Akira/TASAKI Toshio,KIM Song Chol/O Su Yong,JPN,PRK,3,1,"11,7,12,12|3,11,10,10",QR32,GRAND_SLAM,MD,1297,Qualification,KITO Akira (JPN) / TASAKI Toshio (JPN),KIM Song Chol (PRK) / O Su Yong (PRK),TASAKI Toshio (JPN),O Su Yong (PRK),3 - 1,11:3 7:11 12:10 12:10,KITO Akira,2002
Qatar Open Doha 2002,2002-03-04,KO Lai Chak/LI Ching,TASEI Kunihito/TAKAMORI Hidero,HKG,JPN,3,1,"11,11,8,11|3,5,11,7",QR16,GRAND_SLAM,MD,1297,Qualification,KO Lai Chak (HKG) / LI Ching (HKG),TASEI Kunihito (JPN) / TAKAMORI Hidero (JPN),LI Ching (HKG),TAKAMORI Hidero (JPN),1 - 3,3:11 5:11 11:8 7:11,KO Lai Chak,2002
Qatar Open Doha 2002,2002-03-04,BOLL Timo/FEJER-KONNERTH Zoltan,CHEN Weixing/MATSUSHITA Koji,GER,AUT,3,0,"11,14,14|5,12,12",QR16,GRAND_SLAM,MD,1297,Qualification,BOLL Timo (GER) / FEJER-KONNERTH Zoltan (GER),CHEN Weixing (AUT) / MATSUSHITA Koji (JPN),FEJER-KONNERTH Zoltan (GER),MATSUSHITA Koji (JPN),0 - 3,5:11 12:14 12:14,BOLL Timo,2002
Qatar Open Doha 2002,2002-03-04,KITO Akira/TASAKI Toshio,GIONIS Panagiotis/TSIOKAS Ntaniel,JPN,GRE,3,2,"6,12,11,11,11|11,14,7,7,7",QR16,GRAND_SLAM,MD,1297,Qualification,KITO Akira (JPN) / TASAKI Toshio (JPN),GIONIS Panagiotis (GRE) / TSIOKAS Ntaniel (GRE),TASAKI Toshio (JPN),TSIOKAS Ntaniel (GRE),3 - 2,6:11 12:14 11:7 11:7 11:7,KITO Akira,2002
Qatar Open Doha 2002,2002-03-04,BLASZCZYK Lucjan/KRZESZEWSKI Tomasz,AL-HASHEDI Mohammed/AL-QERSHI Wael,POL,YEM,3,1,"11,11,11,11|5,13,4,8",QR32,GRAND_SLAM,MD,1297,Qualification,BLASZCZYK Lucjan (POL) / KRZESZEWSKI Tomasz (POL),AL-HASHEDI Mohammed (YEM) / AL-QERSHI Wael (YEM),KRZESZEWSKI Tomasz (POL),AL-QERSHI Wael (YEM),3 - 1,11:5 11:13 11:4 11:8,BLASZCZYK Lucjan,2002
Qatar Open Doha 2002,2002-03-04,GRUJIC Slobodan/KARAKASEVIC Aleksandar,BLASZCZYK Lucjan/KRZESZEWSKI Tomasz,SRB,POL,3,1,"13,11,12,11|11,7,14,5",R16,GRAND_SLAM,MD,1297,Main Draw,GRUJIC Slobodan (SRB) / KARAKASEVIC Aleksandar (SRB),BLASZCZYK Lucjan (POL) / KRZESZEWSKI Tomasz (POL),KARAKASEVIC Aleksandar (SRB),KRZESZEWSKI Tomasz (POL),1 - 3,11:13 7:11 14:12 5:11,GRUJIC Slobodan,2002
Qatar Open Doha 2002,2002-03-04,BLASZCZYK Lucjan/KRZESZEWSKI Tomasz,CLOSSET Marc/SORENSEN Mads,POL,BEL,3,2,"11,11,5,8,11|6,5,11,11,6",QR16,GRAND_SLAM,MD,1297,Qualification,BLASZCZYK Lucjan (POL) / KRZESZEWSKI Tomasz (POL),CLOSSET Marc (BEL) / SORENSEN Mads (DEN),KRZESZEWSKI Tomasz (POL),SORENSEN Mads (DEN),3 - 2,11:6 11:5 5:11 8:11 11:6,BLASZCZYK Lucjan,2002
Qatar Open Doha 2002,2002-03-04,GIONIS Panagiotis/TSIOKAS Ntaniel,FETH Stefan/KEINATH Thomas,GRE,GER,3,0,"11,11,11|6,4,2",QR32,GRAND_SLAM,MD,1297,Qualification,GIONIS Panagiotis (GRE) / TSIOKAS Ntaniel (GRE),FETH Stefan (GER) / KEINATH Thomas (SVK),TSIOKAS Ntaniel (GRE),KEINATH Thomas (SVK),0 - 3,6:11 4:11 2:11,GIONIS Panagiotis,2002
Qatar Open Doha 2002,2002-03-04,LUNDQVIST Jens/MOLIN Magnus,AL-ABBAD Abdulaziz/AL-HARBI Khaled,SWE,KSA,3,2,"11,11,8,6,14|7,8,11,11,12",QR32,GRAND_SLAM,MD,1297,Qualification,LUNDQVIST Jens (SWE) / MOLIN Magnus (SWE),AL-ABBAD Abdulaziz (KSA) / AL-HARBI Khaled (KSA),MOLIN Magnus (SWE),AL-HARBI Khaled (KSA),3 - 2,11:7 11:8 8:11 6:11 14:12,LUNDQVIST Jens,2002
Qatar Open Doha 2002,2002-03-04,LUNDQVIST Jens/MOLIN Magnus,HEISTER Danny/KEEN Trinko,SWE,NED,3,1,"11,7,11,11|9,11,8,6",QR16,GRAND_SLAM,MD,1297,Qualification,LUNDQVIST Jens (SWE) / MOLIN Magnus (SWE),HEISTER Danny (NED) / KEEN Trinko (NED),MOLIN Magnus (SWE),KEEN Trinko (NED),3 - 1,11:9 7:11 11:8 11:6,LUNDQVIST Jens,2002
Qatar Open Doha 2002,2002-03-04,CHANG Yen-Shu/CHIANG Peng-Lung,BENTSEN Allan/TUGWELL Finn,TPE,DEN,3,1,"14,7,11,11|12,11,7,9",R16,GRAND_SLAM,MD,1297,Main Draw,CHANG Yen-Shu (TPE) / CHIANG Peng-Lung (TPE),BENTSEN Allan (DEN) / TUGWELL Finn (DEN),CHIANG Peng-Lung (TPE),TUGWELL Finn (DEN),3 - 1,14:12 7:11 11:7 11:9,CHANG Yen-Shu,2002
Qatar Open Doha 2002,2002-03-04,KO Lai Chak/LI Ching,CHANG Yen-Shu/CHIANG Peng-Lung,HKG,TPE,3,0,"11,11,11|8,4,6",QuarterFinal,GRAND_SLAM,MD,1297,Main Draw,KO Lai Chak (HKG) / LI Ching (HKG),CHANG Yen-Shu (TPE) / CHIANG Peng-Lung (TPE),LI Ching (HKG),CHIANG Peng-Lung (TPE),0 - 3,8:11 4:11 6:11,KO Lai Chak,2002
Qatar Open Doha 2002,2002-03-04,BOLL Timo/FEJER-KONNERTH Zoltan,BEN KAHIA Mohamed Ghazi/JEMAIL Nabil,GER,TUN,3,2,"10,6,11,11,11|12,11,5,4,4",QR32,GRAND_SLAM,MD,1297,Qualification,BOLL Timo (GER) / FEJER-KONNERTH Zoltan (GER),BEN KAHIA Mohamed Ghazi (TUN) / JEMAIL Nabil (TUN),FEJER-KONNERTH Zoltan (GER),JEMAIL Nabil (TUN),2 - 3,12:10 11:6 5:11 4:11 4:11,BOLL Timo,2002
Qatar Open Doha 2002,2002-03-04,HERCZIG Judit/LIU Jia,BEH Lee Wei/YAO Linjing,AUT,MAS,3,2,"8,11,4,11,11|11,4,11,8,3",R16,GRAND_SLAM,WD,1297,Main Draw,HERCZIG Judit (AUT) / LIU Jia (AUT),BEH Lee Wei (MAS) / YAO Linjing (MAS),LIU Jia (AUT),YAO Linjing (MAS),3 - 2,8:11 11:4 4:11 11:8 11:3,HERCZIG Judit,2002
Qatar Open Doha 2002,2002-03-04,LI Jia/NIU Jianfeng,HERCZIG Judit/LIU Jia,CHN,AUT,3,0,"11,11,19|4,8,17",QuarterFinal,GRAND_SLAM,WD,1297,Main Draw,LI Jia (CHN) / NIU Jianfeng (CHN),HERCZIG Judit (AUT) / LIU Jia (AUT),NIU Jianfeng (CHN),LIU Jia (AUT),0 - 3,4:11 8:11 17:19,LI Jia,2002
Qatar Open Doha 2002,2002-03-04,LI Nan/ZHANG Yining,LEE Eunsil/SUK Eunmi,CHN,KOR,3,0,"11,11,11|4,7,8",R16,GRAND_SLAM,WD,1297,Main Draw,LI Nan (CHN) / ZHANG Yining (CHN),LEE Eunsil (KOR) / SUK Eunmi (KOR),ZHANG Yining (CHN),SUK Eunmi (KOR),3 - 0,11:4 11:7 11:8,LI Nan,2002
Qatar Open Doha 2002,2002-03-04,KIM Hyon Hui/KIM Hyang Mi,GUO Yan (1982)/WANG Nan,PRK,CHN,4,3,"5,11,10,12,12,9,12|11,9,12,10,10,11,10",SemiFinal,GRAND_SLAM,WD,1297,Main Draw,KIM Hyon Hui (PRK) / KIM Hyang Mi (PRK),GUO Yan (1982) (CHN) / WANG Nan (CHN),KIM Hyang Mi (PRK),WANG Nan (CHN),3 - 4,11:5 9:11 12:10 10:12 10:12 11:9 10:12,KIM Hyon Hui,2002
Qatar Open Doha 2002,2002-03-04,LI Jia/NIU Jianfeng,LI Nan/ZHANG Yining,CHN,CHN,4,1,"11,4,11,11,11|3,11,5,5,3",SemiFinal,GRAND_SLAM,WD,1297,Main Draw,LI Jia (CHN) / NIU Jianfeng (CHN),LI Nan (CHN) / ZHANG Yining (CHN),NIU Jianfeng (CHN),ZHANG Yining (CHN),4 - 1,11:3 4:11 11:5 11:5 11:3,LI Jia,2002
Qatar Open Doha 2002,2002-03-04,JING Junhong/LI Jiawei,ITO Midori/SUGITA Sanae,SGP,JPN,3,0,"13,11,11|11,7,3",R16,GRAND_SLAM,WD,1297,Main Draw,JING Junhong (SGP) / LI Jiawei (SGP),ITO Midori (JPN) / SUGITA Sanae (JPN),LI Jiawei (SGP),SUGITA Sanae (JPN),0 - 3,11:13 7:11 3:11,JING Junhong,2002
Qatar Open Doha 2002,2002-03-04,FUJINUMA Ai/HIURA Reiko,CHOE Yong Ran/LIEW Yoke May,JPN,PRK,3,0,"11,11,12|3,2,10",R16,GRAND_SLAM,WD,1297,Main Draw,FUJINUMA Ai (JPN) / HIURA Reiko (JPN),CHOE Yong Ran (PRK) / LIEW Yoke May (MAS),HIURA Reiko (JPN),LIEW Yoke May (MAS),3 - 0,11:3 11:2 12:10,FUJINUMA Ai,2002
Qatar Open Doha 2002,2002-03-04,LI Nan/ZHANG Yining,FUJINUMA Ai/HIURA Reiko,CHN,JPN,3,0,"11,11,11|6,6,6",QuarterFinal,GRAND_SLAM,WD,1297,Main Draw,LI Nan (CHN) / ZHANG Yining (CHN),FUJINUMA Ai (JPN) / HIURA Reiko (JPN),ZHANG Yining (CHN),HIURA Reiko (JPN),0 - 3,6:11 6:11 6:11,LI Nan,2002
Qatar Open Doha 2002,2002-03-04,KIM Mookyo/RYU Jihae,CHIU Soo Jiin/NG Sock Khim,KOR,MAS,3,1,"11,11,9,11|7,7,11,9",R16,GRAND_SLAM,WD,1297,Main Draw,KIM Mookyo (KOR) / RYU Jihae (KOR),CHIU Soo Jiin (MAS) / NG Sock Khim (MAS),RYU Jihae (KOR),NG Sock Khim (MAS),3 - 1,11:7 11:7 9:11 11:9,KIM Mookyo,2002
Qatar Open Doha 2002,2002-03-04,GUO Yan (1982)/WANG Nan,KIM Kyungha/LEE Hyangmi,CHN,KOR,3,2,"12,11,6,10,11|10,9,11,12,7",R16,GRAND_SLAM,WD,1297,Main Draw,GUO Yan (1982) (CHN) / WANG Nan (CHN),KIM Kyungha (KOR) / LEE Hyangmi (KOR),WANG Nan (CHN),LEE Hyangmi (KOR),2 - 3,10:12 9:11 11:6 12:10 7:11,GUO Yan (1982),2002
Qatar Open Doha 2002,2002-03-04,GUO Yan (1982)/WANG Nan,KIM Mookyo/RYU Jihae,CHN,KOR,3,1,"11,11,10,11|2,4,12,8",QuarterFinal,GRAND_SLAM,WD,1297,Main Draw,GUO Yan (1982) (CHN) / WANG Nan (CHN),KIM Mookyo (KOR) / RYU Jihae (KOR),WANG Nan (CHN),RYU Jihae (KOR),1 - 3,2:11 4:11 12:10 8:11,GUO Yan (1982),2002
Qatar Open Doha 2002,2002-03-04,KIM Hyon Hui/KIM Hyang Mi,KISHIDA Satoko/UMEMURA Aya,PRK,JPN,3,0,"11,14,11|8,12,7",R16,GRAND_SLAM,WD,1297,Main Draw,KIM Hyon Hui (PRK) / KIM Hyang Mi (PRK),KISHIDA Satoko (JPN) / UMEMURA Aya (JPN),KIM Hyang Mi (PRK),UMEMURA Aya (JPN),3 - 0,11:8 14:12 11:7,KIM Hyon Hui,2002
Qatar Open Doha 2002,2002-03-04,KIM Hyon Hui/KIM Hyang Mi,JING Junhong/LI Jiawei,PRK,SGP,3,0,"11,11,13|6,9,11",QuarterFinal,GRAND_SLAM,WD,1297,Main Draw,KIM Hyon Hui (PRK) / KIM Hyang Mi (PRK),JING Junhong (SGP) / LI Jiawei (SGP),KIM Hyang Mi (PRK),LI Jiawei (SGP),3 - 0,11:6 11:9 13:11,KIM Hyon Hui,2002
Qatar Open Doha 2002,2002-03-04,LI Jia/NIU Jianfeng,KIM Hyon Hui/KIM Hyang Mi,CHN,PRK,4,1,"11,11,9,19,11|7,8,11,17,5",Final,GRAND_SLAM,WD,1297,Main Draw,LI Jia (CHN) / NIU Jianfeng (CHN),KIM Hyon Hui (PRK) / KIM Hyang Mi (PRK),NIU Jianfeng (CHN),KIM Hyang Mi (PRK),1 - 4,7:11 8:11 11:9 17:19 5:11,LI Jia,2002
Qatar Open Doha 2002,2002-03-04,LI Jia/NIU Jianfeng,TAN Paey Fern/ZHANG Xueling,CHN,SGP,3,1,"11,12,8,11|8,10,11,7",R16,GRAND_SLAM,WD,1297,Main Draw,LI Jia (CHN) / NIU Jianfeng (CHN),TAN Paey Fern (SGP) / ZHANG Xueling (SGP),NIU Jianfeng (CHN),ZHANG Xueling (SGP),1 - 3,8:11 10:12 11:8 7:11,LI Jia,2002
Egypt Open Cairo 2002,2002-02-19,SAMSONOV Vladimir,SAKAMOTO Ryusuke,BLR,JPN,4,2,"11,7,11,11,10,11|6,11,7,4,12,1",R64,GRAND_SLAM,MS,1296,Main Draw,SAMSONOV Vladimir (BLR),SAKAMOTO Ryusuke (JPN),,,4 - 2,11:6 7:11 11:7 11:4 10:12 11:1,SAMSONOV Vladimir,2002
Egypt Open Cairo 2002,2002-02-19,CRISAN Adrian,JIANG Huajun,ROU,HKG,4,1,"11,10,11,11,11|9,11,9,5,6",R64,GRAND_SLAM,MS,1296,Main Draw,CRISAN Adrian (ROU),JIANG Huajun (HKG),,,1 - 4,9:11 11:10 9:11 5:11 6:11,CRISAN Adrian,2002
Egypt Open Cairo 2002,2002-02-19,TOSIC Roko,CARNEROS Alfredo,CRO,ESP,4,1,"11,13,7,11,11|9,11,11,4,6",R64,GRAND_SLAM,MS,1296,Main Draw,TOSIC Roko (CRO),CARNEROS Alfredo (ESP),,,4 - 1,11:9 13:11 7:11 11:4 11:6,TOSIC Roko,2002
Egypt Open Cairo 2002,2002-02-19,LEGOUT Christophe,VOZICKY Bohumil,FRA,CZE,4,2,"6,12,11,7,11,11|11,10,6,11,9,6",R64,GRAND_SLAM,MS,1296,Main Draw,LEGOUT Christophe (FRA),VOZICKY Bohumil (CZE),,,2 - 4,11:6 10:12 6:11 11:7 9:11 6:11,LEGOUT Christophe,2002
Egypt Open Cairo 2002,2002-02-19,HEISTER Danny,TRUKSA Jaromir,NED,SVK,4,2,"6,12,11,7,11,11|11,10,6,11,9,6",R64,GRAND_SLAM,MS,1296,Main Draw,HEISTER Danny (NED),TRUKSA Jaromir (SVK),,,4 - 2,6:11 12:10 11:6 7:11 11:9 11:6,HEISTER Danny,2002
Egypt Open Cairo 2002,2002-02-19,TOKIC Bojan,YUZAWA Ryo,SLO,JPN,4,3,"11,11,11,12,6,9,11|4,9,6,14,11,11,6",R64,GRAND_SLAM,MS,1296,Main Draw,TOKIC Bojan (SLO),YUZAWA Ryo (JPN),,,4 - 3,11:4 11:9 11:6 12:14 6:11 9:11 11:6,TOKIC Bojan,2002
Egypt Open Cairo 2002,2002-02-19,ERLANDSEN Geir,HE Zhiwen,NOR,ESP,4,2,"5,11,11,5,11,11|11,9,8,11,9,5",R64,GRAND_SLAM,MS,1296,Main Draw,ERLANDSEN Geir (NOR),HE Zhiwen (ESP),,,2 - 4,11:5 9:11 8:11 11:5 9:11 5:11,ERLANDSEN Geir,2002
Egypt Open Cairo 2002,2002-02-19,PLACHY Josef,BLASZCZYK Lucjan,CZE,POL,4,3,"10,11,5,11,5,11,11|12,6,11,7,11,8,8",R64,GRAND_SLAM,MS,1296,Main Draw,PLACHY Josef (CZE),BLASZCZYK Lucjan (POL),,,4 - 3,10:12 11:6 5:11 11:7 5:11 11:8 11:8,PLACHY Josef,2002
Egypt Open Cairo 2002,2002-02-19,CHILA Patrick,CLOSSET Marc,FRA,BEL,4,0,"11,11,11,11|7,6,3,4",R64,GRAND_SLAM,MS,1296,Main Draw,CHILA Patrick (FRA),CLOSSET Marc (BEL),,,4 - 0,11:7 11:6 11:3 11:4,CHILA Patrick,2002
Egypt Open Cairo 2002,2002-02-19,KO Lai Chak,JOVER Sebastien,HKG,FRA,4,1,"11,12,8,11,12|9,10,11,5,10",R64,GRAND_SLAM,MS,1296,Main Draw,KO Lai Chak (HKG),JOVER Sebastien (FRA),,,1 - 4,9:11 10:12 11:8 5:11 10:12,KO Lai Chak,2002
Egypt Open Cairo 2002,2002-02-19,PAZSY Ferenc,KIHO Shinnosuke,HUN,JPN,4,0,"11,11,11,11|5,6,7,5",R64,GRAND_SLAM,MS,1296,Main Draw,PAZSY Ferenc (HUN),KIHO Shinnosuke (JPN),,,4 - 0,11:5 11:6 11:7 11:5,PAZSY Ferenc,2002
Egypt Open Cairo 2002,2002-02-19,WANG Hao,MRKVICKA Radek,CHN,CZE,4,1,"8,11,11,11,11|11,9,8,9,2",R64,GRAND_SLAM,MS,1296,Main Draw,WANG Hao (CHN),MRKVICKA Radek (CZE),,,1 - 4,11:8 9:11 8:11 9:11 2:11,WANG Hao,2002
Egypt Open Cairo 2002,2002-02-19,CHEUNG Yuk,LIU Heng,HKG,CHN,4,1,"5,11,11,11,11|11,6,8,9,7",R64,GRAND_SLAM,MS,1296,Main Draw,CHEUNG Yuk (HKG),LIU Heng (CHN),,,4 - 1,5:11 11:6 11:8 11:9 11:7,CHEUNG Yuk,2002
Egypt Open Cairo 2002,2002-02-19,MANSSON Magnus,LASHIN Elsayed,SWE,EGY,4,0,"11,11,11,11|5,5,6,3",R64,GRAND_SLAM,MS,1296,Main Draw,MANSSON Magnus (SWE),LASHIN Elsayed (EGY),,,4 - 0,11:5 11:5 11:6 11:3,MANSSON Magnus,2002
Egypt Open Cairo 2002,2002-02-19,LEUNG Chu Yan,CABESTANY Cedrik,HKG,FRA,4,0,"11,13,11,11|4,11,3,8",R64,GRAND_SLAM,MS,1296,Main Draw,LEUNG Chu Yan (HKG),CABESTANY Cedrik (FRA),,,4 - 0,11:4 13:11 11:3 11:8,LEUNG Chu Yan,2002
Egypt Open Cairo 2002,2002-02-19,KREANGA Kalinikos,MARTINEZ Michel,GRE,FRA,4,0,"11,11,11,11|6,9,8,6",R64,GRAND_SLAM,MS,1296,Main Draw,KREANGA Kalinikos (GRE),MARTINEZ Michel (FRA),,,0 - 4,6:11 9:11 8:11 6:11,KREANGA Kalinikos,2002
Egypt Open Cairo 2002,2002-02-19,SAIVE Jean-Michel,VLOTINOS Ioannis,BEL,GRE,4,2,"7,11,11,8,11,11|11,9,7,11,9,5",R64,GRAND_SLAM,MS,1296,Main Draw,SAIVE Jean-Michel (BEL),VLOTINOS Ioannis (GRE),,,4 - 2,7:11 11:9 11:7 8:11 11:9 11:5,SAIVE Jean-Michel,2002
Egypt Open Cairo 2002,2002-02-19,TSIOKAS Ntaniel,PHUNG Armand,GRE,FRA,4,3,"7,10,9,13,11,11,14|11,11,11,11,6,7,11",R64,GRAND_SLAM,MS,1296,Main Draw,TSIOKAS Ntaniel (GRE),PHUNG Armand (FRA),,,3 - 4,11:7 11:10 11:9 11:13 6:11 7:11 11:14,TSIOKAS Ntaniel,2002
Egypt Open Cairo 2002,2002-02-19,BRATANOV Martin,MONTEIRO Thiago,BEL,BRA,4,3,"11,11,11,6,8,6,11|4,9,8,11,11,11,6",R64,GRAND_SLAM,MS,1296,Main Draw,BRATANOV Martin (BEL),MONTEIRO Thiago (BRA),,,4 - 3,11:4 11:9 11:8 6:11 8:11 6:11 11:6,BRATANOV Martin,2002
Egypt Open Cairo 2002,2002-02-19,WOSIK Torben,MACHADO Carlos,GER,ESP,4,1,"11,8,11,11,11|7,11,9,6,5",R64,GRAND_SLAM,MS,1296,Main Draw,WOSIK Torben (GER),MACHADO Carlos (ESP),,,1 - 4,7:11 11:8 9:11 6:11 5:11,WOSIK Torben,2002
Egypt Open Cairo 2002,2002-02-19,CHEN Weixing,SURBEK Dragutin,AUT,CRO,4,0,"11,11,11,11|7,5,6,4",R64,GRAND_SLAM,MS,1296,Main Draw,CHEN Weixing (AUT),SURBEK Dragutin (CRO),,,4 - 0,11:7 11:5 11:6 11:4,CHEN Weixing,2002
Egypt Open Cairo 2002,2002-02-19,SMIRNOV Alexey,BAGGALEY Andrew,RUS,ENG,4,2,"6,11,7,14,11,11|11,8,11,11,4,8",R64,GRAND_SLAM,MS,1296,Main Draw,SMIRNOV Alexey (RUS),BAGGALEY Andrew (ENG),,,2 - 4,11:6 8:11 11:7 11:14 4:11 8:11,SMIRNOV Alexey,2002
Egypt Open Cairo 2002,2002-02-19,ZHANG Chao,KIM Song Chol,CHN,PRK,4,1,"11,7,11,14,11|4,11,4,11,8",R64,GRAND_SLAM,MS,1296,Main Draw,ZHANG Chao (CHN),KIM Song Chol (PRK),,,4 - 1,11:4 7:11 11:4 14:11 11:8,ZHANG Chao,2002
Egypt Open Cairo 2002,2002-02-19,KEINATH Thomas,KORBEL Petr,SVK,CZE,4,1,"11,12,4,11,11|9,10,11,6,5",R64,GRAND_SLAM,MS,1296,Main Draw,KEINATH Thomas (SVK),KORBEL Petr (CZE),,,4 - 1,11:9 12:10 4:11 11:6 11:5,KEINATH Thomas,2002
