tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Pro Tour Grand Finals Stockholm 2002,2002-12-12,MA Lin,SMIRNOV Alexey,CHN,RUS,4,2,"11,11,5,11,1,11|9,7,11,9,11,4",R16,GRAND_SLAM,MS,1509,Main Draw,MA Lin (CHN),SMIRNOV Alexey (RUS),,,4 - 2,11:9 11:7 5:11 11:9 1:11 11:4,MA Lin,2002
Qatar Open Doha 2002,2002-03-04,MA Lin,KREANGA Kalinikos,CHN,GRE,4,1,"11,11,4,11,11|9,9,11,5,6",R16,GRAND_SLAM,MS,1297,Main Draw,MA Lin (CHN),KREANGA Kalinikos (GRE),,,1 - 4,9:11 9:11 11:4 5:11 6:11,MA Lin,2002
Qatar Open Doha 2002,2002-03-04,KONG Linghui,WANG Liqin,CHN,CHN,4,2,"4,12,11,5,11,12|11,10,6,11,9,10",QuarterFinal,GRAND_SLAM,MS,1297,Main Draw,KONG Linghui (CHN),WANG Liqin (CHN),,,2 - 4,11:4 10:12 6:11 11:5 9:11 10:12,KONG Linghui,2002
Qatar Open Doha 2002,2002-03-04,SAIVE Jean-Michel,KRZESZEWSKI Tomasz,BEL,POL,4,1,"11,12,11,11,11|9,14,7,7,9",QuarterFinal,GRAND_SLAM,MS,1297,Main Draw,SAIVE Jean-Michel (BEL),KRZESZEWSKI Tomasz (POL),,,1 - 4,9:11 14:12 7:11 7:11 9:11,SAIVE Jean-Michel,2002
Qatar Open Doha 2002,2002-03-04,CHUANG Chih-Yuan,CHEUNG Yuk,TPE,HKG,4,3,"11,7,11,10,2,11,11|9,11,3,12,11,5,7",QuarterFinal,GRAND_SLAM,MS,1297,Main Draw,CHUANG Chih-Yuan (TPE),CHEUNG Yuk (HKG),,,3 - 4,9:11 11:7 3:11 12:10 11:2 5:11 7:11,CHUANG Chih-Yuan,2002
Qatar Open Doha 2002,2002-03-04,MA Lin,BOLL Timo,CHN,GER,4,1,"11,11,12,4,11|9,3,10,11,7",QuarterFinal,GRAND_SLAM,MS,1297,Main Draw,MA Lin (CHN),BOLL Timo (GER),,,1 - 4,9:11 3:11 10:12 11:4 7:11,MA Lin,2002
Qatar Open Doha 2002,2002-03-04,SAIVE Jean-Michel,KONG Linghui,BEL,CHN,4,3,"7,11,8,11,11,9,11|11,5,11,7,9,11,4",SemiFinal,GRAND_SLAM,MS,1297,Main Draw,SAIVE Jean-Michel (BEL),KONG Linghui (CHN),,,3 - 4,11:7 5:11 11:8 7:11 9:11 11:9 4:11,SAIVE Jean-Michel,2002
Qatar Open Doha 2002,2002-03-04,CHUANG Chih-Yuan,MA Lin,TPE,CHN,4,3,"11,8,9,8,11,11,11|3,11,11,11,9,0,6",SemiFinal,GRAND_SLAM,MS,1297,Main Draw,CHUANG Chih-Yuan (TPE),MA Lin (CHN),,,4 - 3,11:3 8:11 9:11 8:11 11:9 11:0 11:6,CHUANG Chih-Yuan,2002
Qatar Open Doha 2002,2002-03-04,SAIVE Jean-Michel,CHUANG Chih-Yuan,BEL,TPE,4,0,"11,12,11,11|5,10,2,6",Final,GRAND_SLAM,MS,1297,Main Draw,SAIVE Jean-Michel (BEL),CHUANG Chih-Yuan (TPE),,,4 - 0,11:5 12:10 11:2 11:6,SAIVE Jean-Michel,2002
Qatar Open Doha 2002,2002-03-04,KIM Hyang Mi,CHIU Soo Jiin,PRK,MAS,4,0,"11,13,11,11|7,11,8,8",,GRAND_SLAM,WS,1297,Qualification,KIM Hyang Mi (PRK),CHIU Soo Jiin (MAS),,,4 - 0,11:7 13:11 11:8 11:8,KIM Hyang Mi,2002
Qatar Open Doha 2002,2002-03-04,ITO Midori,LEE Hyangmi,JPN,KOR,4,1,"9,13,11,11,11|11,11,8,4,7",,GRAND_SLAM,WS,1297,Qualification,ITO Midori (JPN),LEE Hyangmi (KOR),,,4 - 1,9:11 13:11 11:8 11:4 11:7,ITO Midori,2002
Qatar Open Doha 2002,2002-03-04,KIM Hyang Mi,LEE Hyangmi,PRK,KOR,4,0,"11,11,11,15|7,7,9,13",,GRAND_SLAM,WS,1297,Qualification,KIM Hyang Mi (PRK),LEE Hyangmi (KOR),,,4 - 0,11:7 11:7 11:9 15:13,KIM Hyang Mi,2002
Qatar Open Doha 2002,2002-03-04,ITO Midori,CHIU Soo Jiin,JPN,MAS,4,0,"11,11,11,12|5,8,7,10",,GRAND_SLAM,WS,1297,Qualification,ITO Midori (JPN),CHIU Soo Jiin (MAS),,,0 - 4,5:11 8:11 7:11 10:12,ITO Midori,2002
Qatar Open Doha 2002,2002-03-04,KIM Hyang Mi,ITO Midori,PRK,JPN,4,3,"11,7,9,8,11,12,11|4,11,11,11,9,10,5",,GRAND_SLAM,WS,1297,Qualification,KIM Hyang Mi (PRK),ITO Midori (JPN),,,4 - 3,11:4 7:11 9:11 8:11 11:9 12:10 11:5,KIM Hyang Mi,2002
Qatar Open Doha 2002,2002-03-04,LEE Hyangmi,CHIU Soo Jiin,KOR,MAS,4,3,"12,9,9,11,11,11,11|10,11,11,13,8,6,2",,GRAND_SLAM,WS,1297,Qualification,LEE Hyangmi (KOR),CHIU Soo Jiin (MAS),,,4 - 3,12:10 9:11 9:11 11:13 11:8 11:6 11:2,LEE Hyangmi,2002
Qatar Open Doha 2002,2002-03-04,KIM Kyungha,NG Sock Khim,KOR,MAS,4,1,"8,15,11,11,11|11,13,6,8,6",,GRAND_SLAM,WS,1297,Qualification,KIM Kyungha (KOR),NG Sock Khim (MAS),,,4 - 1,8:11 15:13 11:6 11:8 11:6,KIM Kyungha,2002
Qatar Open Doha 2002,2002-03-04,KISHIDA Satoko,KIM Kyungha,JPN,KOR,4,1,"11,11,9,11,11|6,8,11,9,9",,GRAND_SLAM,WS,1297,Qualification,KISHIDA Satoko (JPN),KIM Kyungha (KOR),,,4 - 1,11:6 11:8 9:11 11:9 11:9,KISHIDA Satoko,2002
Qatar Open Doha 2002,2002-03-04,KISHIDA Satoko,NG Sock Khim,JPN,MAS,4,1,"11,11,3,11,14|2,7,11,5,12",,GRAND_SLAM,WS,1297,Qualification,KISHIDA Satoko (JPN),NG Sock Khim (MAS),,,1 - 4,2:11 7:11 11:3 5:11 12:14,KISHIDA Satoko,2002
Qatar Open Doha 2002,2002-03-04,ZHANG Xueling,LOUSSAIEF Nadia,SGP,TUN,4,0,"11,11,11,11|2,4,2,1",,GRAND_SLAM,WS,1297,Qualification,ZHANG Xueling (SGP),LOUSSAIEF Nadia (TUN),,,4 - 0,11:2 11:4 11:2 11:1,ZHANG Xueling,2002
Qatar Open Doha 2002,2002-03-04,HIURA Reiko,BEH Lee Wei,JPN,MAS,4,2,"12,9,11,11,11,11|10,11,6,13,7,5",,GRAND_SLAM,WS,1297,Qualification,HIURA Reiko (JPN),BEH Lee Wei (MAS),,,4 - 2,12:10 9:11 11:6 11:13 11:7 11:5,HIURA Reiko,2002
Qatar Open Doha 2002,2002-03-04,ZHANG Xueling,BEH Lee Wei,SGP,MAS,4,1,"11,11,6,11,11|6,9,11,4,8",,GRAND_SLAM,WS,1297,Qualification,ZHANG Xueling (SGP),BEH Lee Wei (MAS),,,4 - 1,11:6 11:9 6:11 11:4 11:8,ZHANG Xueling,2002
Qatar Open Doha 2002,2002-03-04,HIURA Reiko,LOUSSAIEF Nadia,JPN,TUN,4,0,"11,11,11,11|7,6,6,4",,GRAND_SLAM,WS,1297,Qualification,HIURA Reiko (JPN),LOUSSAIEF Nadia (TUN),,,0 - 4,7:11 6:11 6:11 4:11,HIURA Reiko,2002
Qatar Open Doha 2002,2002-03-04,ZHANG Xueling,HIURA Reiko,SGP,JPN,4,2,"11,11,7,8,12,11|8,9,11,11,10,4",,GRAND_SLAM,WS,1297,Qualification,ZHANG Xueling (SGP),HIURA Reiko (JPN),,,4 - 2,11:8 11:9 7:11 8:11 12:10 11:4,ZHANG Xueling,2002
Qatar Open Doha 2002,2002-03-04,BEH Lee Wei,LOUSSAIEF Nadia,MAS,TUN,4,1,"11,11,11,11,11|3,4,13,6,7",,GRAND_SLAM,WS,1297,Qualification,BEH Lee Wei (MAS),LOUSSAIEF Nadia (TUN),,,4 - 1,11:3 11:4 11:13 11:6 11:7,BEH Lee Wei,2002
Qatar Open Doha 2002,2002-03-04,FUJINUMA Ai,LIEW Yoke May,JPN,MAS,4,0,"11,11,11,11|5,5,3,5",,GRAND_SLAM,WS,1297,Qualification,FUJINUMA Ai (JPN),LIEW Yoke May (MAS),,,4 - 0,11:5 11:5 11:3 11:5,FUJINUMA Ai,2002
Qatar Open Doha 2002,2002-03-04,TAN Paey Fern,LIEW Yoke May,SGP,MAS,4,0,"11,11,11,11|5,3,2,8",,GRAND_SLAM,WS,1297,Qualification,TAN Paey Fern (SGP),LIEW Yoke May (MAS),,,0 - 4,5:11 3:11 2:11 8:11,TAN Paey Fern,2002
Qatar Open Doha 2002,2002-03-04,FUJINUMA Ai,TAN Paey Fern,JPN,SGP,4,3,"11,13,5,13,6,12,11|8,15,11,11,11,10,2",,GRAND_SLAM,WS,1297,Qualification,FUJINUMA Ai (JPN),TAN Paey Fern (SGP),,,4 - 3,11:8 13:15 5:11 13:11 6:11 12:10 11:2,FUJINUMA Ai,2002
Qatar Open Doha 2002,2002-03-04,YAO Linjing,BELKHAYA Jihan,MAS,TUN,4,0,"11,11,11,11|2,5,4,3",,GRAND_SLAM,WS,1297,Qualification,YAO Linjing (MAS),BELKHAYA Jihan (TUN),,,4 - 0,11:2 11:5 11:4 11:3,YAO Linjing,2002
Qatar Open Doha 2002,2002-03-04,CHOE Yong Ran,SUGITA Sanae,PRK,JPN,4,3,"6,11,11,9,0,11,11|11,6,7,11,11,8,9",,GRAND_SLAM,WS,1297,Qualification,CHOE Yong Ran (PRK),SUGITA Sanae (JPN),,,4 - 3,6:11 11:6 11:7 9:11 0:11 11:8 11:9,CHOE Yong Ran,2002
Qatar Open Doha 2002,2002-03-04,YAO Linjing,SUGITA Sanae,MAS,JPN,4,1,"9,12,11,11,11|11,10,8,4,6",,GRAND_SLAM,WS,1297,Qualification,YAO Linjing (MAS),SUGITA Sanae (JPN),,,4 - 1,9:11 12:10 11:8 11:4 11:6,YAO Linjing,2002
Qatar Open Doha 2002,2002-03-04,CHOE Yong Ran,BELKHAYA Jihan,PRK,TUN,4,0,"11,11,11,11|3,9,4,5",,GRAND_SLAM,WS,1297,Qualification,CHOE Yong Ran (PRK),BELKHAYA Jihan (TUN),,,0 - 4,3:11 9:11 4:11 5:11,CHOE Yong Ran,2002
Qatar Open Doha 2002,2002-03-04,YAO Linjing,CHOE Yong Ran,MAS,PRK,4,2,"9,11,11,5,11,12|11,9,6,11,8,10",,GRAND_SLAM,WS,1297,Qualification,YAO Linjing (MAS),CHOE Yong Ran (PRK),,,4 - 2,9:11 11:9 11:6 5:11 11:8 12:10,YAO Linjing,2002
Qatar Open Doha 2002,2002-03-04,SUGITA Sanae,BELKHAYA Jihan,JPN,TUN,4,0,"11,12,11,11|4,10,6,5",,GRAND_SLAM,WS,1297,Qualification,SUGITA Sanae (JPN),BELKHAYA Jihan (TUN),,,4 - 0,11:4 12:10 11:6 11:5,SUGITA Sanae,2002
Qatar Open Doha 2002,2002-03-04,WANG Nan,SUGITA Sanae,CHN,JPN,4,0,"11,11,11,11|5,4,2,4",R32,GRAND_SLAM,WS,1297,Main Draw,WANG Nan (CHN),SUGITA Sanae (JPN),,,4 - 0,11:5 11:4 11:2 11:4,WANG Nan,2002
Qatar Open Doha 2002,2002-03-04,UMEMURA Aya,KIM Hyang Mi,JPN,PRK,4,2,"11,12,6,11,3,11|4,10,11,9,11,8",R32,GRAND_SLAM,WS,1297,Main Draw,UMEMURA Aya (JPN),KIM Hyang Mi (PRK),,,2 - 4,4:11 10:12 11:6 9:11 11:3 8:11,UMEMURA Aya,2002
Qatar Open Doha 2002,2002-03-04,LIU Jia,ZHANG Xueling,AUT,SGP,4,1,"4,11,11,11,11|11,6,8,4,4",R32,GRAND_SLAM,WS,1297,Main Draw,LIU Jia (AUT),ZHANG Xueling (SGP),,,4 - 1,4:11 11:6 11:8 11:4 11:4,LIU Jia,2002
Qatar Open Doha 2002,2002-03-04,NIU Jianfeng,BEH Lee Wei,CHN,MAS,4,1,"12,7,11,11,11|10,11,4,8,3",R32,GRAND_SLAM,WS,1297,Main Draw,NIU Jianfeng (CHN),BEH Lee Wei (MAS),,,1 - 4,10:12 11:7 4:11 8:11 3:11,NIU Jianfeng,2002
Qatar Open Doha 2002,2002-03-04,LI Jiawei,HIURA Reiko,SGP,JPN,4,0,"11,11,11,11|9,6,5,9",R32,GRAND_SLAM,WS,1297,Main Draw,LI Jiawei (SGP),HIURA Reiko (JPN),,,4 - 0,11:9 11:6 11:5 11:9,LI Jiawei,2002
Qatar Open Doha 2002,2002-03-04,KISHIDA Satoko,SUK Eunmi,JPN,KOR,4,2,"11,11,9,11,5,11|7,6,11,9,11,8",R32,GRAND_SLAM,WS,1297,Main Draw,KISHIDA Satoko (JPN),SUK Eunmi (KOR),,,4 - 2,11:7 11:6 9:11 11:9 5:11 11:8,KISHIDA Satoko,2002
Qatar Open Doha 2002,2002-03-04,JING Junhong,ITO Midori,SGP,JPN,4,1,"8,14,14,11,11|11,12,12,8,8",R32,GRAND_SLAM,WS,1297,Main Draw,JING Junhong (SGP),ITO Midori (JPN),,,4 - 1,8:11 14:12 14:12 11:8 11:8,JING Junhong,2002
Qatar Open Doha 2002,2002-03-04,RYU Jihae,NG Sock Khim,KOR,MAS,4,0,"11,11,11,11|9,8,5,4",R32,GRAND_SLAM,WS,1297,Main Draw,RYU Jihae (KOR),NG Sock Khim (MAS),,,0 - 4,9:11 8:11 5:11 4:11,RYU Jihae,2002
Qatar Open Doha 2002,2002-03-04,LI Nan,CHIU Soo Jiin,CHN,MAS,4,0,"11,11,11,11|6,7,7,8",R32,GRAND_SLAM,WS,1297,Main Draw,LI Nan (CHN),CHIU Soo Jiin (MAS),,,4 - 0,11:6 11:7 11:7 11:8,LI Nan,2002
Qatar Open Doha 2002,2002-03-04,TASEI Mikie,YAO Linjing,JPN,MAS,4,2,"8,11,12,14,8,11|11,5,10,12,11,6",R32,GRAND_SLAM,WS,1297,Main Draw,TASEI Mikie (JPN),YAO Linjing (MAS),,,2 - 4,11:8 5:11 10:12 12:14 11:8 6:11,TASEI Mikie,2002
Qatar Open Doha 2002,2002-03-04,FUJINUMA Ai,LEE Eunsil,JPN,KOR,4,3,"4,1,11,7,11,11,11|11,11,5,11,7,3,9",R32,GRAND_SLAM,WS,1297,Main Draw,FUJINUMA Ai (JPN),LEE Eunsil (KOR),,,3 - 4,11:4 11:1 5:11 11:7 7:11 3:11 9:11,FUJINUMA Ai,2002
Qatar Open Doha 2002,2002-03-04,KIM Hyon Hui,TAN Paey Fern,PRK,SGP,4,0,"11,11,11,11|3,4,4,1",R32,GRAND_SLAM,WS,1297,Main Draw,KIM Hyon Hui (PRK),TAN Paey Fern (SGP),,,0 - 4,3:11 4:11 4:11 1:11,KIM Hyon Hui,2002
Qatar Open Doha 2002,2002-03-04,GUO Yan (1982),LIEW Yoke May,CHN,MAS,4,0,"11,11,11,11|6,7,9,3",R32,GRAND_SLAM,WS,1297,Main Draw,GUO Yan (1982) (CHN),LIEW Yoke May (MAS),,,4 - 0,11:6 11:7 11:9 11:3,GUO Yan (1982),2002
Qatar Open Doha 2002,2002-03-04,LI Jia,KIM Kyungha,CHN,KOR,4,1,"11,7,11,11,11|3,11,5,9,9",R32,GRAND_SLAM,WS,1297,Main Draw,LI Jia (CHN),KIM Kyungha (KOR),,,1 - 4,3:11 11:7 5:11 9:11 9:11,LI Jia,2002
Qatar Open Doha 2002,2002-03-04,KIM Mookyo,CHOE Yong Ran,KOR,PRK,4,0,"11,11,11,11|5,3,8,7",R32,GRAND_SLAM,WS,1297,Main Draw,KIM Mookyo (KOR),CHOE Yong Ran (PRK),,,4 - 0,11:5 11:3 11:8 11:7,KIM Mookyo,2002
Qatar Open Doha 2002,2002-03-04,ZHANG Yining,LEE Hyangmi,CHN,KOR,4,0,"11,11,11,11|8,8,7,6",R32,GRAND_SLAM,WS,1297,Main Draw,ZHANG Yining (CHN),LEE Hyangmi (KOR),,,0 - 4,8:11 8:11 7:11 6:11,ZHANG Yining,2002
Qatar Open Doha 2002,2002-03-04,WANG Nan,UMEMURA Aya,CHN,JPN,4,0,"11,11,12,11|5,6,10,7",R16,GRAND_SLAM,WS,1297,Main Draw,WANG Nan (CHN),UMEMURA Aya (JPN),,,4 - 0,11:5 11:6 12:10 11:7,WANG Nan,2002
Qatar Open Doha 2002,2002-03-04,NIU Jianfeng,LIU Jia,CHN,AUT,4,1,"12,11,11,8,11|10,6,4,11,7",R16,GRAND_SLAM,WS,1297,Main Draw,NIU Jianfeng (CHN),LIU Jia (AUT),,,1 - 4,10:12 6:11 4:11 11:8 7:11,NIU Jianfeng,2002
Qatar Open Doha 2002,2002-03-04,KISHIDA Satoko,LI Jiawei,JPN,SGP,4,3,"11,11,9,10,11,4,11|8,5,11,12,3,11,9",R16,GRAND_SLAM,WS,1297,Main Draw,KISHIDA Satoko (JPN),LI Jiawei (SGP),,,3 - 4,8:11 5:11 11:9 12:10 3:11 11:4 9:11,KISHIDA Satoko,2002
Qatar Open Doha 2002,2002-03-04,JING Junhong,RYU Jihae,SGP,KOR,4,2,"11,13,6,11,8,13|8,11,11,9,11,11",R16,GRAND_SLAM,WS,1297,Main Draw,JING Junhong (SGP),RYU Jihae (KOR),,,4 - 2,11:8 13:11 6:11 11:9 8:11 13:11,JING Junhong,2002
Qatar Open Doha 2002,2002-03-04,LI Nan,TASEI Mikie,CHN,JPN,4,2,"9,14,11,8,11,11|11,12,9,11,9,3",R16,GRAND_SLAM,WS,1297,Main Draw,LI Nan (CHN),TASEI Mikie (JPN),,,4 - 2,9:11 14:12 11:9 8:11 11:9 11:3,LI Nan,2002
Qatar Open Doha 2002,2002-03-04,KIM Hyon Hui,FUJINUMA Ai,PRK,JPN,4,1,"11,11,11,7,11|6,4,3,11,7",R16,GRAND_SLAM,WS,1297,Main Draw,KIM Hyon Hui (PRK),FUJINUMA Ai (JPN),,,1 - 4,6:11 4:11 3:11 11:7 7:11,KIM Hyon Hui,2002
Qatar Open Doha 2002,2002-03-04,GUO Yan (1982),LI Jia,CHN,CHN,4,2,"11,11,11,4,3,11|7,7,4,11,11,9",R16,GRAND_SLAM,WS,1297,Main Draw,GUO Yan (1982) (CHN),LI Jia (CHN),,,4 - 2,11:7 11:7 11:4 4:11 3:11 11:9,GUO Yan (1982),2002
Qatar Open Doha 2002,2002-03-04,ZHANG Yining,KIM Mookyo,CHN,KOR,4,0,"11,11,11,11|2,6,9,6",R16,GRAND_SLAM,WS,1297,Main Draw,ZHANG Yining (CHN),KIM Mookyo (KOR),,,0 - 4,2:11 6:11 9:11 6:11,ZHANG Yining,2002
Qatar Open Doha 2002,2002-03-04,WANG Nan,NIU Jianfeng,CHN,CHN,4,2,"5,11,8,11,11,19|11,6,11,7,9,17",QuarterFinal,GRAND_SLAM,WS,1297,Main Draw,WANG Nan (CHN),NIU Jianfeng (CHN),,,4 - 2,5:11 11:6 8:11 11:7 11:9 19:17,WANG Nan,2002
Qatar Open Doha 2002,2002-03-04,JING Junhong,KISHIDA Satoko,SGP,JPN,4,0,"11,11,11,11|4,7,3,9",QuarterFinal,GRAND_SLAM,WS,1297,Main Draw,JING Junhong (SGP),KISHIDA Satoko (JPN),,,0 - 4,4:11 7:11 3:11 9:11,JING Junhong,2002
Qatar Open Doha 2002,2002-03-04,LI Nan,KIM Hyon Hui,CHN,PRK,4,3,"11,8,11,7,11,3,11|7,11,6,11,8,11,6",QuarterFinal,GRAND_SLAM,WS,1297,Main Draw,LI Nan (CHN),KIM Hyon Hui (PRK),,,4 - 3,11:7 8:11 11:6 7:11 11:8 3:11 11:6,LI Nan,2002
Qatar Open Doha 2002,2002-03-04,ZHANG Yining,GUO Yan (1982),CHN,CHN,4,1,"12,9,11,11,11|10,11,7,2,5",QuarterFinal,GRAND_SLAM,WS,1297,Main Draw,ZHANG Yining (CHN),GUO Yan (1982) (CHN),,,1 - 4,10:12 11:9 7:11 2:11 5:11,ZHANG Yining,2002
Qatar Open Doha 2002,2002-03-04,WANG Nan,JING Junhong,CHN,SGP,4,0,"11,11,11,13|4,5,4,11",SemiFinal,GRAND_SLAM,WS,1297,Main Draw,WANG Nan (CHN),JING Junhong (SGP),,,4 - 0,11:4 11:5 11:4 13:11,WANG Nan,2002
Qatar Open Doha 2002,2002-03-04,ZHANG Yining,LI Nan,CHN,CHN,4,0,"11,11,11,11|6,7,5,2",SemiFinal,GRAND_SLAM,WS,1297,Main Draw,ZHANG Yining (CHN),LI Nan (CHN),,,0 - 4,6:11 7:11 5:11 2:11,ZHANG Yining,2002
Qatar Open Doha 2002,2002-03-04,WANG Nan,ZHANG Yining,CHN,CHN,4,1,"7,11,11,11,11|11,8,8,4,4",Final,GRAND_SLAM,WS,1297,Main Draw,WANG Nan (CHN),ZHANG Yining (CHN),,,4 - 1,7:11 11:8 11:8 11:4 11:4,WANG Nan,2002
Qatar Open Doha 2002,2002-03-04,CHUANG Chih-Yuan/KREANGA Kalinikos,AFIFA Jabeer Saed/VARDANIAN Samvel,TPE,QAT,3,0,"11,11,11|6,4,2",QR32,GRAND_SLAM,MD,1297,Qualification,CHUANG Chih-Yuan (TPE) / KREANGA Kalinikos (GRE),AFIFA Jabeer Saed (QAT) / VARDANIAN Samvel (ARM),KREANGA Kalinikos (GRE),VARDANIAN Samvel (ARM),0 - 3,6:11 4:11 2:11,CHUANG Chih-Yuan,2002
Qatar Open Doha 2002,2002-03-04,JINDRAK Karl/SCHLAGER Werner,LIU Guozheng/MA Lin,AUT,CHN,3,0,"13,11,13|11,7,11",R16,GRAND_SLAM,MD,1297,Main Draw,JINDRAK Karl (AUT) / SCHLAGER Werner (AUT),LIU Guozheng (CHN) / MA Lin (CHN),SCHLAGER Werner (AUT),MA Lin (CHN),3 - 0,13:11 11:7 13:11,JINDRAK Karl,2002
Qatar Open Doha 2002,2002-03-04,KIM Taeksoo/OH Sangeun,JINDRAK Karl/SCHLAGER Werner,KOR,AUT,3,0,"11,11,11|9,9,9",QuarterFinal,GRAND_SLAM,MD,1297,Main Draw,KIM Taeksoo (KOR) / OH Sangeun (KOR),JINDRAK Karl (AUT) / SCHLAGER Werner (AUT),OH Sangeun (KOR),SCHLAGER Werner (AUT),0 - 3,9:11 9:11 9:11,KIM Taeksoo,2002
Qatar Open Doha 2002,2002-03-04,SAMSONOV Vladimir/SAIVE Jean-Michel,PELLEGRINI Dana/COLLIA Sonia,BLR,ITA,3,1,"11,7,11,12|7,11,1,10",QR32,GRAND_SLAM,MD,1297,Qualification,SAMSONOV Vladimir (BLR) / SAIVE Jean-Michel (BEL),PELLEGRINI Dana (ITA) / COLLIA Sonia (ITA),SAIVE Jean-Michel (BEL),COLLIA Sonia (ITA),3 - 1,11:7 7:11 11:1 12:10,SAMSONOV Vladimir,2002
Qatar Open Doha 2002,2002-03-04,KIM Taeksoo/OH Sangeun,SAMSONOV Vladimir/SAIVE Jean-Michel,KOR,BLR,3,1,"11,11,13,11|9,4,15,5",R16,GRAND_SLAM,MD,1297,Main Draw,KIM Taeksoo (KOR) / OH Sangeun (KOR),SAMSONOV Vladimir (BLR) / SAIVE Jean-Michel (BEL),OH Sangeun (KOR),SAIVE Jean-Michel (BEL),1 - 3,9:11 4:11 15:13 5:11,KIM Taeksoo,2002
Qatar Open Doha 2002,2002-03-04,SAMSONOV Vladimir/SAIVE Jean-Michel,CHUANG Chih-Yuan/KREANGA Kalinikos,BLR,TPE,3,1,"9,11,11,11|11,8,8,8",QR16,GRAND_SLAM,MD,1297,Qualification,SAMSONOV Vladimir (BLR) / SAIVE Jean-Michel (BEL),CHUANG Chih-Yuan (TPE) / KREANGA Kalinikos (GRE),SAIVE Jean-Michel (BEL),KREANGA Kalinikos (GRE),3 - 1,9:11 11:8 11:8 11:8,SAMSONOV Vladimir,2002
Qatar Open Doha 2002,2002-03-04,CLOSSET Marc/SORENSEN Mads,SALEH Anwar/AHMED Saleh,BEL,BRN,3,0,"11,11,11|2,3,3",QR32,GRAND_SLAM,MD,1297,Qualification,CLOSSET Marc (BEL) / SORENSEN Mads (DEN),SALEH Anwar (BRN) / AHMED Saleh (BRN),SORENSEN Mads (DEN),AHMED Saleh (BRN),0 - 3,2:11 3:11 3:11,CLOSSET Marc,2002
Qatar Open Doha 2002,2002-03-04,LIU Guozheng/MA Lin,AL-KUWARI Khalid/AL-RUMEIHI Mohamed,CHN,QAT,3,0,"11,11,11|4,7,4",QR32,GRAND_SLAM,MD,1297,Qualification,LIU Guozheng (CHN) / MA Lin (CHN),AL-KUWARI Khalid (QAT) / AL-RUMEIHI Mohamed (QAT),MA Lin (CHN),AL-RUMEIHI Mohamed (QAT),3 - 0,11:4 11:7 11:4,LIU Guozheng,2002
Qatar Open Doha 2002,2002-03-04,WANG Liqin/YAN Sen,LUNDQVIST Jens/MOLIN Magnus,CHN,SWE,3,2,"14,11,13,7,11|16,6,11,11,9",R16,GRAND_SLAM,MD,1297,Main Draw,WANG Liqin (CHN) / YAN Sen (CHN),LUNDQVIST Jens (SWE) / MOLIN Magnus (SWE),YAN Sen (CHN),MOLIN Magnus (SWE),3 - 2,14:16 11:6 13:11 7:11 11:9,WANG Liqin,2002
Qatar Open Doha 2002,2002-03-04,KONG Linghui/LIU Guoliang,KITO Akira/TASAKI Toshio,CHN,JPN,3,1,"13,11,7,11|11,7,11,8",R16,GRAND_SLAM,MD,1297,Main Draw,KONG Linghui (CHN) / LIU Guoliang (CHN),KITO Akira (JPN) / TASAKI Toshio (JPN),LIU Guoliang (CHN),TASAKI Toshio (JPN),3 - 1,13:11 11:7 7:11 11:8,KONG Linghui,2002
Qatar Open Doha 2002,2002-03-04,LIU Guozheng/MA Lin,KORBEL Petr/SANADA Koji,CHN,CZE,3,1,"12,7,11,11|10,11,5,4",QR16,GRAND_SLAM,MD,1297,Qualification,LIU Guozheng (CHN) / MA Lin (CHN),KORBEL Petr (CZE) / SANADA Koji (JPN),MA Lin (CHN),SANADA Koji (JPN),3 - 1,12:10 7:11 11:5 11:4,LIU Guozheng,2002
Qatar Open Doha 2002,2002-03-04,WANG Liqin/YAN Sen,GRUJIC Slobodan/KARAKASEVIC Aleksandar,CHN,SRB,3,1,"11,11,5,11|4,7,11,9",QuarterFinal,GRAND_SLAM,MD,1297,Main Draw,WANG Liqin (CHN) / YAN Sen (CHN),GRUJIC Slobodan (SRB) / KARAKASEVIC Aleksandar (SRB),YAN Sen (CHN),KARAKASEVIC Aleksandar (SRB),3 - 1,11:4 11:7 5:11 11:9,WANG Liqin,2002
Qatar Open Doha 2002,2002-03-04,BOLL Timo/FEJER-KONNERTH Zoltan,KONG Linghui/LIU Guoliang,GER,CHN,3,2,"10,11,11,10,11|12,9,8,12,9",QuarterFinal,GRAND_SLAM,MD,1297,Main Draw,BOLL Timo (GER) / FEJER-KONNERTH Zoltan (GER),KONG Linghui (CHN) / LIU Guoliang (CHN),FEJER-KONNERTH Zoltan (GER),LIU Guoliang (CHN),2 - 3,12:10 9:11 8:11 12:10 9:11,BOLL Timo,2002
