tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
ITTF Mixed Team World Cup 2023,2023-12-04,YUAN Jia Nan,WANG Amy,FRA,USA,2,1,"11,8,11|7,11,9",GROUP,WORLD_CUP,XT,2860,Main Draw,YUAN Jia Nan (FRA),WANG Amy (USA),LEBRUN Alexis (FRA),NARESH Sid (USA),2 - 1,11:7 8:11 11:9,YUAN Jia Nan,2023
ITTF Mixed Team World Cup 2023,2023-12-04,ZHANG Lily,PAVADE Prithika,USA,FRA,2,1,"5,11,12|11,3,10",GROUP,WORLD_CUP,XT,2860,Main Draw,ZHANG Lily (USA),PAVADE Prithika (FRA),,,1 - 2,11:5 3:11 10:12,ZHANG Lily,2023
ITTF Mixed Team World Cup 2023,2023-12-04,GAUZY Simon,LIANG Jishan,FRA,USA,2,1,"11,12,7|7,10,11",GROUP,WORLD_CUP,XT,2860,Main Draw,GAUZY Simon (FRA),LIANG Jishan (USA),,,2 - 1,11:7 12:10 7:11,GAUZY Simon,2023
ITTF Mixed Team World Cup 2023,2023-12-04,LUTZ Camille,SUNG Rachel,FRA,USA,2,1,"11,9,11|5,11,5",GROUP,WORLD_CUP,XT,2860,Main Draw,LUTZ Camille (FRA),SUNG Rachel (USA),PAVADE Prithika (FRA),WANG Amy (USA),2 - 1,11:5 9:11 11:5,LUTZ Camille,2023
ITTF Mixed Team World Cup 2023,2023-12-04,LEBRUN Alexis,LIANG Jishan,FRA,USA,1,0,"11,0,0|0,0,0",GROUP,WORLD_CUP,XT,2860,Main Draw,LEBRUN Alexis (FRA),LIANG Jishan (USA),LEBRUN Felix (FRA),NARESH Nandan (USA),1 - 0,11:0 0:0 0:0,LEBRUN Alexis,2023
ITTF Mixed Team World Cup 2023,2023-12-04,WAN Yuan,HELMY Yousra,GER,EGY,3,0,"11,11,11|8,6,5",GROUP,WORLD_CUP,XT,2860,Main Draw,WAN Yuan (GER),HELMY Yousra (EGY),MEISSNER Cedric (GER),ELBEIALI Mohamed (EGY),3 - 0,11:8 11:6 11:5,WAN Yuan,2023
ITTF Mixed Team World Cup 2023,2023-12-04,SHAN Xiaona,ALHODABY Mariam,GER,EGY,3,0,"11,11,14|3,7,12",GROUP,WORLD_CUP,XT,2860,Main Draw,SHAN Xiaona (GER),ALHODABY Mariam (EGY),,,3 - 0,11:3 11:7 14:12,SHAN Xiaona,2023
ITTF Mixed Team World Cup 2023,2023-12-04,ABDELAZIZ Youssef,WALTHER Ricardo,EGY,GER,2,1,"6,11,11|11,8,6",GROUP,WORLD_CUP,XT,2860,Main Draw,ABDELAZIZ Youssef (EGY),WALTHER Ricardo (GER),,,1 - 2,11:6 8:11 6:11,ABDELAZIZ Youssef,2023
ITTF Mixed Team World Cup 2023,2023-12-04,YUAN Jia Nan,WAN Yuan,FRA,GER,2,1,"11,10,11|8,12,9",GROUP,WORLD_CUP,XT,2860,Main Draw,YUAN Jia Nan (FRA),WAN Yuan (GER),LEBRUN Alexis (FRA),MEISSNER Cedric (GER),1 - 2,8:11 12:10 9:11,YUAN Jia Nan,2023
ITTF Mixed Team World Cup 2023,2023-12-04,SHAN Xiaona,PAVADE Prithika,GER,FRA,2,1,"5,11,11|11,7,9",GROUP,WORLD_CUP,XT,2860,Main Draw,SHAN Xiaona (GER),PAVADE Prithika (FRA),,,2 - 1,5:11 11:7 11:9,SHAN Xiaona,2023
ITTF Mixed Team World Cup 2023,2023-12-04,LEBRUN Felix,WALTHER Ricardo,FRA,GER,2,1,"11,11,7|1,4,11",GROUP,WORLD_CUP,XT,2860,Main Draw,LEBRUN Felix (FRA),WALTHER Ricardo (GER),,,1 - 2,1:11 4:11 11:7,LEBRUN Felix,2023
ITTF Mixed Team World Cup 2023,2023-12-04,LEBRUN Alexis,WALTHER Ricardo,FRA,GER,3,0,"11,11,11|3,5,8",GROUP,WORLD_CUP,XT,2860,Main Draw,LEBRUN Alexis (FRA),WALTHER Ricardo (GER),GAUZY Simon (FRA),STUMPER Kay (GER),0 - 3,3:11 5:11 8:11,LEBRUN Alexis,2023
ITTF Mixed Team World Cup 2023,2023-12-04,WAN Yuan,HARIMOTO Miwa,GER,JPN,2,1,"11,3,11|9,11,7",GROUP,WORLD_CUP,XT,2860,Main Draw,WAN Yuan (GER),HARIMOTO Miwa (JPN),MEISSNER Cedric (GER),TOGAMI Shunsuke (JPN),2 - 1,11:9 3:11 11:7,WAN Yuan,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HIRANO Miu,WINTER Sabine,JPN,GER,3,0,"11,11,11|4,8,9",GROUP,WORLD_CUP,XT,2860,Main Draw,HIRANO Miu (JPN),WINTER Sabine (GER),,,0 - 3,4:11 8:11 9:11,HIRANO Miu,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HARIMOTO Tomokazu,WALTHER Ricardo,JPN,GER,2,1,"11,11,9|3,9,11",GROUP,WORLD_CUP,XT,2860,Main Draw,HARIMOTO Tomokazu (JPN),WALTHER Ricardo (GER),,,1 - 2,3:11 9:11 11:9,HARIMOTO Tomokazu,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HARIMOTO Miwa,WINTER Sabine,JPN,GER,2,1,"9,12,11|11,10,5",GROUP,WORLD_CUP,XT,2860,Main Draw,HARIMOTO Miwa (JPN),WINTER Sabine (GER),KIHARA Miyuu (JPN),WAN Yuan (GER),1 - 2,11:9 10:12 5:11,HARIMOTO Miwa,2023
ITTF Mixed Team World Cup 2023,2023-12-04,JEON Jihee,WINTER Sabine,KOR,GER,3,0,"11,11,11|6,9,9",GROUP,WORLD_CUP,XT,2860,Main Draw,JEON Jihee (KOR),WINTER Sabine (GER),JANG Woojin (KOR),MEISSNER Cedric (GER),0 - 3,6:11 9:11 9:11,JEON Jihee,2023
ITTF Mixed Team World Cup 2023,2023-12-04,SHAN Xiaona,KIM Nayeong,GER,KOR,3,0,"11,11,13|3,6,11",GROUP,WORLD_CUP,XT,2860,Main Draw,SHAN Xiaona (GER),KIM Nayeong (KOR),,,3 - 0,11:3 11:6 13:11,SHAN Xiaona,2023
ITTF Mixed Team World Cup 2023,2023-12-04,WALTHER Ricardo,AN Jaehyun,GER,KOR,2,1,"13,3,11|11,11,7",GROUP,WORLD_CUP,XT,2860,Main Draw,WALTHER Ricardo (GER),AN Jaehyun (KOR),,,2 - 1,13:11 3:11 11:7,WALTHER Ricardo,2023
ITTF Mixed Team World Cup 2023,2023-12-04,LIM Jonghoon,MEISSNER Cedric,KOR,GER,3,0,"11,11,12|4,7,10",GROUP,WORLD_CUP,XT,2860,Main Draw,LIM Jonghoon (KOR),MEISSNER Cedric (GER),AN Jaehyun (KOR),WALTHER Ricardo (GER),0 - 3,4:11 7:11 10:12,LIM Jonghoon,2023
ITTF Mixed Team World Cup 2023,2023-12-04,WAN Yuan,PINTO Matilde,GER,POR,3,0,"12,11,13|10,8,11",GROUP,WORLD_CUP,XT,2860,Main Draw,WAN Yuan (GER),PINTO Matilde (POR),MEISSNER Cedric (GER),KONG Rafael (POR),3 - 0,12:10 11:8 13:11,WAN Yuan,2023
ITTF Mixed Team World Cup 2023,2023-12-04,SHAN Xiaona,MATOS Ines,GER,POR,2,1,"11,11,10|6,7,12",GROUP,WORLD_CUP,XT,2860,Main Draw,SHAN Xiaona (GER),MATOS Ines (POR),,,2 - 1,11:6 11:7 10:12,SHAN Xiaona,2023
ITTF Mixed Team World Cup 2023,2023-12-04,STUMPER Kay,GOMES Goncalo,GER,POR,2,1,"11,9,12|2,11,10",GROUP,WORLD_CUP,XT,2860,Main Draw,STUMPER Kay (GER),GOMES Goncalo (POR),,,2 - 1,11:2 9:11 12:10,STUMPER Kay,2023
ITTF Mixed Team World Cup 2023,2023-12-04,WAN Yuan,KUKULKOVA Tatiana,GER,SVK,3,0,"11,15,11|5,13,6",GROUP,WORLD_CUP,XT,2860,Main Draw,WAN Yuan (GER),KUKULKOVA Tatiana (SVK),MEISSNER Cedric (GER),ZELINKA Jakub (SVK),3 - 0,11:5 15:13 11:6,WAN Yuan,2023
ITTF Mixed Team World Cup 2023,2023-12-04,SHAN Xiaona,VARADY Barbora,GER,SVK,2,1,"11,9,11|7,11,9",GROUP,WORLD_CUP,XT,2860,Main Draw,SHAN Xiaona (GER),VARADY Barbora (SVK),,,2 - 1,11:7 9:11 11:9,SHAN Xiaona,2023
ITTF Mixed Team World Cup 2023,2023-12-04,WALTHER Ricardo,WANG Yang,GER,SVK,3,0,"11,11,11|8,8,4",GROUP,WORLD_CUP,XT,2860,Main Draw,WALTHER Ricardo (GER),WANG Yang (SVK),,,3 - 0,11:8 11:8 11:4,WALTHER Ricardo,2023
ITTF Mixed Team World Cup 2023,2023-12-04,KALLBERG Christina,WAN Yuan,SWE,GER,2,1,"6,13,11|11,11,6",GROUP,WORLD_CUP,XT,2860,Main Draw,KALLBERG Christina (SWE),WAN Yuan (GER),KARLSSON Kristian (SWE),MEISSNER Cedric (GER),1 - 2,11:6 11:13 6:11,KALLBERG Christina,2023
ITTF Mixed Team World Cup 2023,2023-12-04,BERGSTROM Linda,WINTER Sabine,SWE,GER,2,1,"7,14,11|11,12,9",GROUP,WORLD_CUP,XT,2860,Main Draw,BERGSTROM Linda (SWE),WINTER Sabine (GER),,,1 - 2,11:7 12:14 9:11,BERGSTROM Linda,2023
ITTF Mixed Team World Cup 2023,2023-12-04,KALLBERG Anton,WALTHER Ricardo,SWE,GER,3,0,"11,12,11|4,10,9",GROUP,WORLD_CUP,XT,2860,Main Draw,KALLBERG Anton (SWE),WALTHER Ricardo (GER),,,0 - 3,4:11 10:12 9:11,KALLBERG Anton,2023
ITTF Mixed Team World Cup 2023,2023-12-04,WALTHER Ricardo,KALLBERG Anton,GER,SWE,2,1,"11,11,12|4,8,14",GROUP,WORLD_CUP,XT,2860,Main Draw,WALTHER Ricardo (GER),KALLBERG Anton (SWE),STUMPER Kay (GER),KARLSSON Kristian (SWE),2 - 1,11:4 11:8 12:14,WALTHER Ricardo,2023
ITTF Mixed Team World Cup 2023,2023-12-04,WINTER Sabine,LI Yu-Jhun,GER,TPE,2,1,"3,11,11|11,7,7",GROUP,WORLD_CUP,XT,2860,Main Draw,WINTER Sabine (GER),LI Yu-Jhun (TPE),MEISSNER Cedric (GER),YANG Chia-An (TPE),2 - 1,3:11 11:7 11:7,WINTER Sabine,2023
ITTF Mixed Team World Cup 2023,2023-12-04,SHAN Xiaona,CHEN Szu-Yu,GER,TPE,2,1,"11,8,11|7,11,7",GROUP,WORLD_CUP,XT,2860,Main Draw,SHAN Xiaona (GER),CHEN Szu-Yu (TPE),,,2 - 1,11:7 8:11 11:7,SHAN Xiaona,2023
ITTF Mixed Team World Cup 2023,2023-12-04,WALTHER Ricardo,YEH Chih-Wei,GER,TPE,3,0,"11,11,11|9,8,5",GROUP,WORLD_CUP,XT,2860,Main Draw,WALTHER Ricardo (GER),YEH Chih-Wei (TPE),,,3 - 0,11:9 11:8 11:5,WALTHER Ricardo,2023
ITTF Mixed Team World Cup 2023,2023-12-04,SHAN Xiaona,HUANG Yi-Hua,GER,TPE,1,0,"11,0|6,0",GROUP,WORLD_CUP,XT,2860,Main Draw,SHAN Xiaona (GER),HUANG Yi-Hua (TPE),WINTER Sabine (GER),CHEN Szu-Yu (TPE),1 - 0,11:6 0:0,SHAN Xiaona,2023
ITTF Mixed Team World Cup 2023,2023-12-04,LEE Ho Ching,BURGOS Brianna,HKG,PUR,2,1,"11,12,10|5,10,12",GROUP,WORLD_CUP,XT,2860,Main Draw,LEE Ho Ching (HKG),BURGOS Brianna (PUR),HO Kwan Kit (HKG),NARANJO Angel (PUR),2 - 1,11:5 12:10 10:12,LEE Ho Ching,2023
ITTF Mixed Team World Cup 2023,2023-12-04,DIAZ Adriana,DOO Hoi Kem,PUR,HKG,3,0,"11,12,11|7,10,5",GROUP,WORLD_CUP,XT,2860,Main Draw,DIAZ Adriana (PUR),DOO Hoi Kem (HKG),,,0 - 3,7:11 10:12 5:11,DIAZ Adriana,2023
ITTF Mixed Team World Cup 2023,2023-12-04,WONG Chun Ting,AFANADOR Brian,HKG,PUR,3,0,"11,11,11|9,7,6",GROUP,WORLD_CUP,XT,2860,Main Draw,WONG Chun Ting (HKG),AFANADOR Brian (PUR),,,3 - 0,11:9 11:7 11:6,WONG Chun Ting,2023
ITTF Mixed Team World Cup 2023,2023-12-04,AFANADOR Brian,WONG Chun Ting,PUR,HKG,2,1,"13,11,6|11,4,11",GROUP,WORLD_CUP,XT,2860,Main Draw,AFANADOR Brian (PUR),WONG Chun Ting (HKG),GONZALEZ Daniel (PUR),LAM Siu Hang (HKG),1 - 2,11:13 4:11 11:6,AFANADOR Brian,2023
ITTF Mixed Team World Cup 2023,2023-12-04,KALLBERG Christina,DOO Hoi Kem,SWE,HKG,3,0,"13,11,11|11,4,4",GROUP,WORLD_CUP,XT,2860,Main Draw,KALLBERG Christina (SWE),DOO Hoi Kem (HKG),KARLSSON Kristian (SWE),HO Kwan Kit (HKG),0 - 3,11:13 4:11 4:11,KALLBERG Christina,2023
ITTF Mixed Team World Cup 2023,2023-12-04,BERGSTROM Linda,LEE Ho Ching,SWE,HKG,3,0,"11,11,11|4,7,8",GROUP,WORLD_CUP,XT,2860,Main Draw,BERGSTROM Linda (SWE),LEE Ho Ching (HKG),,,0 - 3,4:11 7:11 8:11,BERGSTROM Linda,2023
ITTF Mixed Team World Cup 2023,2023-12-04,KALLBERG Anton,WONG Chun Ting,SWE,HKG,2,0,"11,11,0|9,7,0",GROUP,WORLD_CUP,XT,2860,Main Draw,KALLBERG Anton (SWE),WONG Chun Ting (HKG),,,0 - 2,9:11 7:11 0:0,KALLBERG Anton,2023
ITTF Mixed Team World Cup 2023,2023-12-04,ZHANG Mo,GHOSH Swastika,CAN,IND,2,1,"7,13,11|11,11,4",GROUP,WORLD_CUP,XT,2860,Main Draw,ZHANG Mo (CAN),GHOSH Swastika (IND),WANG Eugene (CAN),SHETTY Sanil (IND),1 - 2,11:7 11:13 4:11,ZHANG Mo,2023
ITTF Mixed Team World Cup 2023,2023-12-04,LIAO Ivy,KAMATH Archana,CAN,IND,2,1,"4,11,11|11,9,5",GROUP,WORLD_CUP,XT,2860,Main Draw,LIAO Ivy (CAN),KAMATH Archana (IND),,,1 - 2,11:4 9:11 5:11,LIAO Ivy,2023
ITTF Mixed Team World Cup 2023,2023-12-04,SURAVAJJULA Snehit,LY Edward,IND,CAN,2,1,"11,11,8|5,8,11",GROUP,WORLD_CUP,XT,2860,Main Draw,SURAVAJJULA Snehit (IND),LY Edward (CAN),,,2 - 1,11:5 11:8 8:11,SURAVAJJULA Snehit,2023
ITTF Mixed Team World Cup 2023,2023-12-04,WANG Eugene,SHETTY Sanil,CAN,IND,1,0,"11,0,0|3,0,0",GROUP,WORLD_CUP,XT,2860,Main Draw,WANG Eugene (CAN),SHETTY Sanil (IND),LY Edward (CAN),SURAVAJJULA Snehit (IND),0 - 1,3:11 0:0 0:0,WANG Eugene,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HAYATA Hina,LAY Jian Fang,JPN,AUS,2,1,"7,11,11|11,5,8",GROUP,WORLD_CUP,XT,2860,Main Draw,HAYATA Hina (JPN),LAY Jian Fang (AUS),HARIMOTO Tomokazu (JPN),DIXON Xavier (AUS),2 - 1,7:11 11:5 11:8,HAYATA Hina,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HIRANO Miu,BROMLEY Michelle,JPN,AUS,3,0,"11,11,11|8,6,4",GROUP,WORLD_CUP,XT,2860,Main Draw,HIRANO Miu (JPN),BROMLEY Michelle (AUS),,,3 - 0,11:8 11:6 11:4,HIRANO Miu,2023
ITTF Mixed Team World Cup 2023,2023-12-04,TOGAMI Shunsuke,LEE Yonghun,JPN,AUS,3,0,"11,11,11|2,5,4",GROUP,WORLD_CUP,XT,2860,Main Draw,TOGAMI Shunsuke (JPN),LEE Yonghun (AUS),,,3 - 0,11:2 11:5 11:4,TOGAMI Shunsuke,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HARIMOTO Miwa,YUAN Jia Nan,JPN,FRA,2,1,"11,6,12|6,11,10",GROUP,WORLD_CUP,XT,2860,Main Draw,HARIMOTO Miwa (JPN),YUAN Jia Nan (FRA),TOGAMI Shunsuke (JPN),LEBRUN Alexis (FRA),2 - 1,11:6 6:11 12:10,HARIMOTO Miwa,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HAYATA Hina,PAVADE Prithika,JPN,FRA,2,1,"11,11,7|5,7,11",GROUP,WORLD_CUP,XT,2860,Main Draw,HAYATA Hina (JPN),PAVADE Prithika (FRA),,,2 - 1,11:5 11:7 7:11,HAYATA Hina,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HARIMOTO Tomokazu,LEBRUN Felix,JPN,FRA,3,0,"11,11,11|9,6,6",GROUP,WORLD_CUP,XT,2860,Main Draw,HARIMOTO Tomokazu (JPN),LEBRUN Felix (FRA),,,3 - 0,11:9 11:6 11:6,HARIMOTO Tomokazu,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HARIMOTO Tomokazu,LEBRUN Alexis,JPN,FRA,1,0,"11,0,0|5,0,0",GROUP,WORLD_CUP,XT,2860,Main Draw,HARIMOTO Tomokazu (JPN),LEBRUN Alexis (FRA),TOGAMI Shunsuke (JPN),LEBRUN Felix (FRA),1 - 0,11:5 0:0 0:0,HARIMOTO Tomokazu,2023
ITTF Mixed Team World Cup 2023,2023-12-04,JEON Jihee,HARIMOTO Miwa,KOR,JPN,2,1,"9,11,11|11,7,9",GROUP,WORLD_CUP,XT,2860,Main Draw,JEON Jihee (KOR),HARIMOTO Miwa (JPN),LEE Sang Su (KOR),TOGAMI Shunsuke (JPN),1 - 2,11:9 7:11 9:11,JEON Jihee,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HAYATA Hina,KIM Nayeong,JPN,KOR,2,1,"11,9,11|8,11,5",GROUP,WORLD_CUP,XT,2860,Main Draw,HAYATA Hina (JPN),KIM Nayeong (KOR),,,2 - 1,11:8 9:11 11:5,HAYATA Hina,2023
ITTF Mixed Team World Cup 2023,2023-12-04,JANG Woojin,HARIMOTO Tomokazu,KOR,JPN,2,1,"9,13,11|11,11,9",GROUP,WORLD_CUP,XT,2860,Main Draw,JANG Woojin (KOR),HARIMOTO Tomokazu (JPN),,,1 - 2,11:9 11:13 9:11,JANG Woojin,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HARIMOTO Miwa,SZOCS Bernadette,JPN,ROU,2,1,"11,8,11|5,11,7",GROUP,WORLD_CUP,XT,2860,Main Draw,HARIMOTO Miwa (JPN),SZOCS Bernadette (ROU),TOGAMI Shunsuke (JPN),IONESCU Ovidiu (ROU),2 - 1,11:5 8:11 11:7,HARIMOTO Miwa,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HAYATA Hina,DIACONU Adina,JPN,ROU,2,1,"11,9,11|9,11,9",GROUP,WORLD_CUP,XT,2860,Main Draw,HAYATA Hina (JPN),DIACONU Adina (ROU),,,2 - 1,11:9 9:11 11:9,HAYATA Hina,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HARIMOTO Tomokazu,MOVILEANU Darius,JPN,ROU,3,0,"11,14,11|4,12,7",GROUP,WORLD_CUP,XT,2860,Main Draw,HARIMOTO Tomokazu (JPN),MOVILEANU Darius (ROU),,,3 - 0,11:4 14:12 11:7,HARIMOTO Tomokazu,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HARIMOTO Miwa,DIACONU Adina,JPN,ROU,1,0,"11,0,0|8,0,0",GROUP,WORLD_CUP,XT,2860,Main Draw,HARIMOTO Miwa (JPN),DIACONU Adina (ROU),KIHARA Miyuu (JPN),DRAGOMAN Andreea (ROU),1 - 0,11:8 0:0 0:0,HARIMOTO Miwa,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HAYATA Hina,KUKULKOVA Tatiana,JPN,SVK,3,0,"11,11,11|5,5,9",GROUP,WORLD_CUP,XT,2860,Main Draw,HAYATA Hina (JPN),KUKULKOVA Tatiana (SVK),HARIMOTO Tomokazu (JPN),WANG Yang (SVK),3 - 0,11:5 11:5 11:9,HAYATA Hina,2023
ITTF Mixed Team World Cup 2023,2023-12-04,KIHARA Miyuu,VARADY Barbora,JPN,SVK,2,1,"5,11,11|11,3,5",GROUP,WORLD_CUP,XT,2860,Main Draw,KIHARA Miyuu (JPN),VARADY Barbora (SVK),,,2 - 1,5:11 11:3 11:5,KIHARA Miyuu,2023
ITTF Mixed Team World Cup 2023,2023-12-04,TOGAMI Shunsuke,ZELINKA Jakub,JPN,SVK,2,1,"11,10,11|7,12,7",GROUP,WORLD_CUP,XT,2860,Main Draw,TOGAMI Shunsuke (JPN),ZELINKA Jakub (SVK),,,2 - 1,11:7 10:12 11:7,TOGAMI Shunsuke,2023
ITTF Mixed Team World Cup 2023,2023-12-04,TOGAMI Shunsuke,ARPAS Samuel,JPN,SVK,1,0,"11,0|6,0",GROUP,WORLD_CUP,XT,2860,Main Draw,TOGAMI Shunsuke (JPN),ARPAS Samuel (SVK),SONE Kakeru (JPN),ZELINKA Jakub (SVK),1 - 0,11:6 0:0,TOGAMI Shunsuke,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HARIMOTO Miwa,KALLBERG Christina,JPN,SWE,2,1,"11,11,8|3,3,11",GROUP,WORLD_CUP,XT,2860,Main Draw,HARIMOTO Miwa (JPN),KALLBERG Christina (SWE),TOGAMI Shunsuke (JPN),KARLSSON Kristian (SWE),2 - 1,11:3 11:3 8:11,HARIMOTO Miwa,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HAYATA Hina,BERGSTROM Linda,JPN,SWE,3,0,"12,11,11|10,9,9",GROUP,WORLD_CUP,XT,2860,Main Draw,HAYATA Hina (JPN),BERGSTROM Linda (SWE),,,3 - 0,12:10 11:9 11:9,HAYATA Hina,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HARIMOTO Tomokazu,KALLBERG Anton,JPN,SWE,2,1,"12,8,11|10,11,9",GROUP,WORLD_CUP,XT,2860,Main Draw,HARIMOTO Tomokazu (JPN),KALLBERG Anton (SWE),,,2 - 1,12:10 8:11 11:9,HARIMOTO Tomokazu,2023
ITTF Mixed Team World Cup 2023,2023-12-04,KARLSSON Kristian,HARIMOTO Tomokazu,SWE,JPN,3,0,"11,11,12|9,4,10",GROUP,WORLD_CUP,XT,2860,Main Draw,KARLSSON Kristian (SWE),HARIMOTO Tomokazu (JPN),KALLBERG Anton (SWE),TOGAMI Shunsuke (JPN),0 - 3,9:11 4:11 10:12,KARLSSON Kristian,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HAYATA Hina,CHEN Ying-Chen,JPN,TPE,3,0,"11,11,11|6,5,5",GROUP,WORLD_CUP,XT,2860,Main Draw,HAYATA Hina (JPN),CHEN Ying-Chen (TPE),HARIMOTO Tomokazu (JPN),WANG Chen-You (TPE),3 - 0,11:6 11:5 11:5,HAYATA Hina,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HIRANO Miu,LI Yu-Jhun,JPN,TPE,3,0,"11,11,11|8,6,5",GROUP,WORLD_CUP,XT,2860,Main Draw,HIRANO Miu (JPN),LI Yu-Jhun (TPE),,,3 - 0,11:8 11:6 11:5,HIRANO Miu,2023
ITTF Mixed Team World Cup 2023,2023-12-04,YOSHIYAMA Ryoichi,YANG Chia-An,JPN,TPE,2,0,"11,11,0|8,8,0",GROUP,WORLD_CUP,XT,2860,Main Draw,YOSHIYAMA Ryoichi (JPN),YANG Chia-An (TPE),,,2 - 0,11:8 11:8 0:0,YOSHIYAMA Ryoichi,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HARIMOTO Miwa,WANG Amy,JPN,USA,3,0,"11,11,11|6,4,6",GROUP,WORLD_CUP,XT,2860,Main Draw,HARIMOTO Miwa (JPN),WANG Amy (USA),TOGAMI Shunsuke (JPN),LIANG Jishan (USA),3 - 0,11:6 11:4 11:6,HARIMOTO Miwa,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HAYATA Hina,ZHANG Lily,JPN,USA,3,0,"11,11,11|5,5,9",GROUP,WORLD_CUP,XT,2860,Main Draw,HAYATA Hina (JPN),ZHANG Lily (USA),,,3 - 0,11:5 11:5 11:9,HAYATA Hina,2023
ITTF Mixed Team World Cup 2023,2023-12-04,HARIMOTO Tomokazu,NARESH Nandan,JPN,USA,2,0,"11,11,0|2,5,0",GROUP,WORLD_CUP,XT,2860,Main Draw,HARIMOTO Tomokazu (JPN),NARESH Nandan (USA),,,2 - 0,11:2 11:5 0:0,HARIMOTO Tomokazu,2023
ITTF Mixed Team World Cup 2023,2023-12-04,JEON Jihee,ZHANG Mo,KOR,CAN,2,1,"11,6,11|7,11,7",GROUP,WORLD_CUP,XT,2860,Main Draw,JEON Jihee (KOR),ZHANG Mo (CAN),JANG Woojin (KOR),WANG Eugene (CAN),2 - 1,11:7 6:11 11:7,JEON Jihee,2023
ITTF Mixed Team World Cup 2023,2023-12-04,SHIN Yubin,XU Jessie,KOR,CAN,2,1,"9,11,11|11,5,5",GROUP,WORLD_CUP,XT,2860,Main Draw,SHIN Yubin (KOR),XU Jessie (CAN),,,2 - 1,9:11 11:5 11:5,SHIN Yubin,2023
ITTF Mixed Team World Cup 2023,2023-12-04,LIM Jonghoon,LY Edward,KOR,CAN,3,0,"11,13,11|5,11,7",GROUP,WORLD_CUP,XT,2860,Main Draw,LIM Jonghoon (KOR),LY Edward (CAN),,,3 - 0,11:5 13:11 11:7,LIM Jonghoon,2023
ITTF Mixed Team World Cup 2023,2023-12-04,LEE Zion,LIAO Ivy,KOR,CAN,1,0,"11,0,0|2,0,0",GROUP,WORLD_CUP,XT,2860,Main Draw,LEE Zion (KOR),LIAO Ivy (CAN),JEON Jihee (KOR),XU Jessie (CAN),1 - 0,11:2 0:0 0:0,LEE Zion,2023
ITTF Mixed Team World Cup 2023,2023-12-04,PAVADE Prithika,SHIN Yubin,FRA,KOR,3,0,"11,14,11|6,12,6",GROUP,WORLD_CUP,XT,2860,Main Draw,PAVADE Prithika (FRA),SHIN Yubin (KOR),LEBRUN Felix (FRA),LIM Jonghoon (KOR),0 - 3,6:11 12:14 6:11,PAVADE Prithika,2023
ITTF Mixed Team World Cup 2023,2023-12-04,JEON Jihee,YUAN Jia Nan,KOR,FRA,2,1,"11,9,11|6,11,5",GROUP,WORLD_CUP,XT,2860,Main Draw,JEON Jihee (KOR),YUAN Jia Nan (FRA),,,2 - 1,11:6 9:11 11:5,JEON Jihee,2023
ITTF Mixed Team World Cup 2023,2023-12-04,AN Jaehyun,LEBRUN Alexis,KOR,FRA,2,1,"11,11,8|8,4,11",GROUP,WORLD_CUP,XT,2860,Main Draw,AN Jaehyun (KOR),LEBRUN Alexis (FRA),,,2 - 1,11:8 11:4 8:11,AN Jaehyun,2023
ITTF Mixed Team World Cup 2023,2023-12-04,LIM Jonghoon,GAUZY Simon,KOR,FRA,3,0,"11,11,11|6,6,9",GROUP,WORLD_CUP,XT,2860,Main Draw,LIM Jonghoon (KOR),GAUZY Simon (FRA),AN Jaehyun (KOR),LEBRUN Felix (FRA),3 - 0,11:6 11:6 11:9,LIM Jonghoon,2023
ITTF Mixed Team World Cup 2023,2023-12-04,JEON Jihee,PAVADE Prithika,KOR,FRA,1,0,"11,0|9,0",GROUP,WORLD_CUP,XT,2860,Main Draw,JEON Jihee (KOR),PAVADE Prithika (FRA),SHIN Yubin (KOR),LUTZ Camille (FRA),1 - 0,11:9 0:0,JEON Jihee,2023
